sample_local,Bx_nT,By_nT,Bz_nT,mag_nT
0,6.52322044,-2.10590605,-2.88037574,7.43530831
1,8.01103930,-1.48545195,-2.88103797,8.64197303
2,9.50467378,-0.56050068,-2.75429966,9.91156654
3,10.97262963,0.76079246,-2.45588219,11.26981648
4,12.36821474,2.57451317,-1.93304249,12.78035630
5,13.62323921,4.96756709,-1.12651038,14.54435956
6,14.63948077,7.99759176,0.02534221,16.68162202
7,15.27736718,11.66656087,1.58035470,19.28740811
8,15.34164647,15.89046436,3.58650007,22.37713021
9,14.56514022,20.47039504,6.08077824,25.84871848
10,12.59520909,25.07387209,9.10062206,29.49846903
11,8.99475594,29.23777293,12.71347968,33.12681038
12,3.28031096,32.40234060,17.05527625,36.76349499
13,-4.97276761,33.97443282,22.33119888,40.95940608
14,-15.94497224,33.39697012,28.68024846,46.82046993
15,-29.37191163,30.18978767,35.79873576,55.27822315
16,-44.54179420,23.97743219,42.39085284,65.99903855
17,-60.79185651,14.67033104,45.65867899,77.43115263
18,-78.46580160,3.06127975,43.07898704,89.56591192
19,-99.33892075,-8.31556155,34.50786432,105.49010588
20,-125.00178422,-15.21078480,23.21069341,128.04511049
21,-153.59286736,-13.81388034,14.13642379,154.85939000
22,-178.50505202,-3.98256381,10.59378416,178.86347496
23,-191.70189820,9.73206283,12.41542507,192.34987289
24,-189.91418931,20.76985749,16.82200830,191.78573004
25,-178.72999863,24.59498427,20.54471635,181.58031565
26,-166.02702229,20.80336665,21.50338496,168.70135672
27,-157.80177863,12.36950517,20.05485495,159.55125573
28,-155.65532685,3.39508090,17.52594621,156.67567182
29,-157.44790793,-2.86111001,15.32700514,158.21803548
30,-159.65815980,-4.83327351,14.45364411,160.38390303
31,-159.49440779,-2.55369209,15.33841045,160.25059843
32,-155.76935459,2.86343183,17.89496502,156.82002693
33,-148.69295814,9.80255066,21.67125027,150.58329552
34,-139.21936795,16.64910999,26.05864919,142.61233633
35,-128.45151353,22.00040682,30.47165194,133.83695603
36,-117.29299257,25.14549979,34.46762516,124.81169597
37,-106.36080905,26.16329271,37.88727351,115.89902968
38,-95.91481514,25.31047387,40.67954109,107.21518975
39,-85.92978948,22.99081289,42.84369910,98.73240982
40,-76.29908734,19.65051620,44.37995235,90.42827924
41,-66.90809465,15.69681929,45.25731301,82.28795566
42,-57.68778450,11.44715254,45.40470630,74.30010186
43,-48.65033499,7.11202566,44.72611362,66.46699364
44,-39.90867270,2.80937492,43.13543370,58.83247729
45,-31.67607941,-1.39702574,40.60204674,51.51554995
46,-24.29151712,-5.44750842,37.19430652,44.75678261
47,-18.11603281,-9.24131402,33.10664366,38.85411669
48,-13.26997727,-12.61329931,28.65833432,34.00717192
49,-9.80512262,-15.34377624,24.25911924,30.33276718
50,-7.62106942,-17.19907443,20.34736080,27.71107995
51,-6.48041222,-17.98286222,17.31639692,25.79218250
52,-6.05280754,-17.63315331,15.44944747,24.21260006
53,-5.97579418,-16.19605023,14.88024207,22.79130894
54,-5.91586003,-13.83627131,15.58697169,21.66549077
55,-5.61493948,-10.80361356,17.41599501,21.24999985
56,-4.91412200,-7.39180324,20.12391015,21.99452454
57,-3.75439984,-3.89382466,23.42448253,24.04087707
58,-2.16033856,-0.55062868,27.02966052,27.12144544
59,-0.21499904,2.46154984,30.67890609,30.77825094
60,1.96632657,5.03459301,34.15580126,34.58080865
61,4.25850192,7.12098212,37.29398647,38.20581960
62,6.54275624,8.72058394,39.97575000,41.43569514
63,8.71654600,9.86601982,42.12651347,44.13569597
64,10.69812382,10.60938037,43.70770487,46.23172364
65,12.42731915,11.01162862,44.70959947,47.69321242
66,13.86398182,11.13500472,45.14493074,48.52074910
67,14.98524485,11.03814249,45.04353495,48.73723621
68,15.78240826,10.77334447,44.44798399,48.38153204
69,16.25792975,10.38541654,43.41002700,47.50376407
70,16.42276882,9.91153333,41.98763677,46.16175333
71,16.29417080,9.38171976,40.24249080,44.41818022
72,15.89388199,8.81965042,38.23777109,42.33826705
73,15.24674004,8.24356838,36.03622041,39.98785670
74,14.37956678,7.66720122,33.69843469,37.43183693
75,13.32029263,7.10060667,31.28139770,34.73290447
76,12.09725248,6.55091597,28.83727627,31.95068889
77,10.73860716,6.02296581,26.41249447,29.14127082
78,9.27185846,5.51982237,24.04709756,26.35713754
79,7.72343764,5.04320760,21.77440439,23.64762395
80,6.11835650,4.59384075,19.62093339,21.05988334
81,4.47991617,4.17170813,17.60657477,18.64039358
82,2.82947248,3.77627381,15.74497184,16.43685787
83,1.18625829,3.40664210,14.04406774,14.49993992
84,-0.43273691,3.06168146,12.50677101,12.88334102
85,-2.01283074,2.74011764,11.13169403,11.63934466
86,-3.54165716,2.44060280,9.91392157,10.80674412
87,-5.00912500,2.16176572,8.84577227,10.39289427
88,-6.40733116,1.90224770,7.91752225,10.36144766
89,-7.73043503,1.66072724,7.11806787,10.63882187
90,-8.97450156,1.43593649,6.43551125,11.13639964
91,-10.13732084,1.22667144,5.85765975,11.77209303
92,-11.21821182,1.03179752,5.37243562,12.48102348
93,-12.21781791,0.85025195,4.96819781,13.21669370
94,-13.13790090,0.68104367,4.63398101,13.94783283
95,-13.98113940,0.52325178,4.35966012,14.65444259
96,-14.75093648,0.37602278,4.13604974,15.32443890
97,-15.45124065,0.23856729,3.95494938,15.95115597
98,-16.08638270,0.11015628,3.80914482,16.53158876
99,-16.66093055,-0.00988281,3.69237584,17.06517928
100,-17.17956288,-0.12216993,3.59927960,17.55298037
101,-17.64696180,-0.22727629,3.52531774,17.99707700
102,-18.06772421,-0.32572802,3.46669405,18.40018274
103,-18.44629073,-0.41800964,3.42026843,18.76535664
104,-18.78689106,-0.50456739,3.38347118,19.09580428
105,-19.09350415,-0.58581227,3.35422118,19.39473837
106,-19.36983143,-0.66212291,3.33084976,19.66528252
107,-19.61928140,-0.73384821,3.31203194,19.91040661
108,-19.84496369,-0.80130977,3.29672544,20.13288554
109,-20.04969104,-0.86480418,3.28411776,20.33527543
110,-20.23598748,-0.92460502,3.27358098,20.51990293
111,-20.40610129,-0.98096481,3.26463383,20.68886406
112,-20.56202151,-1.03411672,3.25691024,20.84403008
113,-20.70549668,-1.08427617,3.25013373,20.98705832
114,-20.83805508,-1.13164231,3.24409679,21.11940619
115,-20.96102538,-1.17639929,3.23864446,21.24234729
116,-21.07555738,-1.21871755,3.23366143,21.35698850
