sample_local,Bx_nT,By_nT,Bz_nT,mag_nT
0,13.57839575,-2.91275272,-2.61331768,14.13104344
1,14.42690444,-2.81168705,-2.43751760,14.89908212
2,15.27143033,-2.70253006,-2.22142972,15.66700364
3,16.10743209,-2.58746338,-1.96235835,16.43153023
4,16.92921930,-2.46962964,-1.65785269,17.18854305
5,17.72963524,-2.35334110,-1.30578059,17.93274220
6,18.49966340,-2.24430731,-0.90438728,18.65723392
7,19.22794838,-2.14987494,-0.45232268,19.35305032
8,19.90022581,-2.07926786,0.05138489,20.00862270
9,20.49866336,-2.04381057,0.60743763,20.60925379
10,21.00112713,-2.05711124,1.21649549,21.13667213
11,21.38040666,-2.13517378,1.87956252,21.56880876
12,21.60345900,-2.29640239,2.59857480,21.88002504
13,21.63076863,-2.56145748,3.37722620,22.04216125
14,21.41596629,-2.95292331,4.22204982,22.02700780
15,20.90590248,-3.49475634,5.14373497,21.81119184
16,20.04142534,-4.21150525,6.15859395,21.38513001
17,18.75915338,-5.12733239,7.28999235,20.76871112
18,16.99454039,-6.26492471,8.56941432,20.03742864
19,14.68646981,-7.64445947,10.03665426,19.36142001
20,11.78344507,-9.28287531,11.73842438,19.04762344
21,8.25111356,-11.19376914,13.72448779,19.53824219
22,4.08033427,-13.38824764,16.04034939,21.28819183
23,-0.70572881,-15.87694121,18.71568777,24.55305040
24,-6.04785398,-18.67305075,21.74826009,29.29583893
25,-11.85346503,-21.79566446,25.08413650,35.28129145
26,-18.00914029,-25.27164005,28.59692780,42.19916118
27,-24.40539235,-29.13323937,32.07105298,49.72847526
28,-30.97351421,-33.40784422,35.19653449,57.56942485
29,-37.72946670,-38.09622056,37.58422429,65.47830629
30,-44.81332384,-43.13790174,38.80915340,73.31618475
31,-52.50672435,-48.36706138,38.48426384,81.10096974
32,-61.20876203,-53.46942980,36.35663639,89.03537208
33,-71.35698146,-57.95815136,32.40548359,97.47349115
34,-83.29669188,-61.18977076,26.91081736,106.80224255
35,-97.12539764,-62.43613549,20.46076675,117.26148924
36,-112.56005445,-61.01207230,13.87881238,128.78222027
37,-128.88054116,-56.43621817,8.07783981,140.92725821
38,-144.98552983,-48.58301229,3.87598645,152.95795571
39,-159.56086394,-37.77818060,1.82625118,163.98230216
40,-171.32092631,-24.80285834,2.10877541,173.11986745
41,-179.25830415,-10.79816550,4.51300566,179.63993767
42,-182.83639638,3.02695872,8.50728654,183.05923699
43,-182.08083797,15.62647969,13.36878215,183.23848602
44,-177.55712566,25.44466853,18.33510161,180.30568483
45,-170.25086904,31.76138774,22.74124514,174.67486479
46,-161.38573534,34.33816594,26.11677099,167.05253945
47,-152.22064208,33.42026375,28.23230162,158.38276661
48,-143.86440943,29.66464748,29.09703654,149.74510725
49,-137.13657256,24.01350272,28.91760171,142.19463962
50,-132.49063597,17.53922011,28.03298135,136.55490070
51,-130.00317891,11.28819906,26.84104700,133.22421615
52,-129.42077893,6.14770110,25.73022911,132.09684681
53,-130.24825216,2.75315869,25.02612639,132.65931582
54,-131.85732387,1.44423792,24.95826629,134.20638858
55,-133.59491129,2.26849075,25.64773242,136.05349151
56,-134.87414542,5.02358455,27.11273717,137.66398230
57,-135.23766446,9.32430469,29.28694384,138.68631376
58,-134.38976337,14.67929922,32.04456723,138.93503738
59,-132.20003257,20.56440977,35.22678821,138.34981087
60,-128.68511864,26.48327846,38.66535986,136.95340029
61,-123.97690831,32.01040890,42.20094741,134.81787728
62,-118.28512196,36.81588330,45.69530478,132.04105505
63,-111.86070381,40.67384317,49.03758250,128.73174850
64,-104.96425964,43.45844337,52.14579242,125.00126307
65,-97.84171512,45.13145167,54.96476301,120.95856448
66,-90.70770305,45.72532922,57.46191367,116.70717479
67,-83.73606738,45.32485639,59.62198292,112.34256734
68,-77.05626685,44.04946454,61.44157341,107.94948138
69,-70.75425679,42.03759640,62.92410172,103.59906825
70,-64.87648849,39.43374801,64.07550689,99.34611127
71,-59.43586510,36.37837112,64.90089430,95.22675058
72,-54.41874155,33.00052084,65.40217126,91.25720691
73,-49.79229154,29.41297873,65.57665571,87.43393729
74,-45.51175777,25.70952403,65.41659787,83.73548232
75,-41.52724199,21.96402383,64.90953154,80.12600985
76,-37.78978271,18.23103592,64.03935726,76.56028753
77,-34.25652219,14.54764410,62.78804508,72.98960108
78,-30.89479579,10.93626074,61.13782624,69.36803301
79,-27.68500130,7.40813226,59.07371933,65.65854123
80,-24.62213750,3.96726999,56.58620974,61.83840246
81,-21.71594934,0.61450968,53.67387600,57.90375673
82,-18.98968761,-2.54525277,50.34573888,53.86817215
83,-16.47758173,-5.58950189,46.62310641,49.76411642
84,-14.22122837,-8.53042002,42.54070604,45.65876775
85,-12.26520258,-11.34829940,38.14693745,41.64622348
86,-10.65228548,-14.01514588,33.50314660,37.84648375
87,-9.41875716,-16.49546239,28.68190826,34.40152798
88,-8.59020996,-18.74810581,23.76440123,31.46474129
89,-8.17829150,-20.72901097,18.83705616,29.17894845
90,-8.17868820,-22.39447842,13.98773509,27.64164136
91,-8.57052227,-23.70466157,9.30175356,26.86796329
92,-9.31717666,-24.62687442,4.85807153,26.77486851
93,-10.36840631,-25.13837562,0.72595552,27.20236736
94,-11.66346328,-25.22836101,-3.03764345,27.95950380
95,-13.13487536,-24.89900243,-6.38983519,28.86720053
96,-14.71248142,-24.16548815,-9.30259337,29.78197727
97,-16.32734249,-23.05513099,-11.76264441,30.60197675
98,-17.91520667,-21.60570077,-13.77055018,31.26322102
99,-19.41929411,-19.86319738,-15.33914977,31.73239842
100,-20.79226969,-17.87930658,-16.49155685,31.99936764
101,-21.99736945,-15.70877508,-17.25891488,32.07054755
102,-23.00873066,-13.40691113,-17.67809677,31.96344878
103,-23.81103712,-11.02736985,-17.78950476,31.70228469
104,-24.39862871,-8.62032952,-17.63508742,31.31452494
105,-24.77423786,-6.23111175,-17.25664932,30.82825913
106,-24.94751078,-3.89925284,-16.69449099,30.27025762
107,-24.93345236,-1.65799740,-15.98638457,29.66463372
108,-24.75090716,0.48475664,-15.16686630,29.03233073
109,-24.42115920,2.55126959,-14.26681059,28.39795552
110,-23.96670442,4.45893953,-13.31324112,27.77638299
111,-23.41022450,6.19803218,-12.32933148,27.17474248
112,-22.77376978,7.76367688,-11.33454864,26.59682804
113,-22.07814398,9.15514734,-10.34489729,26.04377208
114,-21.34247275,10.37514099,-9.37322827,25.51474283
115,-20.58393211,11.42908964,-8.42958156,25.00760278
116,-19.81761003,12.32452371,-7.52154035,24.51948453
117,-19.05647439,13.07050377,-6.65457889,24.04725983
