class_id,class_name,length_samples,duration_s,mag_peak,mag_energy,mag_rms,mag_mean,mag_std,mag_iqr,mag_ptp,x_std,y_std,z_std,x_ptp,y_ptp,z_ptp,x_absmean,y_absmean,z_absmean,x_energy,y_energy,z_energy,corr_xy,corr_xz,corr_yz,peak_pos_ratio
0,小型车,49,0.98,93.25770568847656,80826.0,40.61416244506836,26.604421615600586,30.6873722076416,37.68680953979492,90.42927551269531,18.80512237548828,12.048458099365234,28.4918155670166,66.0,61.0,87.0,12.897958755493164,7.714285850524902,18.979591369628906,20464.0,7458.0,52904.0,0.30534861826756104,-0.6752924449207391,-0.4825707560291447,0.6666666666666666
0,小型车,53,1.06,136.74794006347656,185090.0,59.09538269042969,44.94441604614258,38.37008285522461,55.52336502075195,128.2039337158203,43.77861785888672,28.556751251220703,21.713726043701172,177.0,115.0,68.0,30.358489990234375,18.132076263427734,18.90566062927246,111771.0,45519.0,27800.0,0.012724169375516847,-0.7157167053586185,-0.14557696992963332,0.4230769230769231
0,小型车,61,1.22,85.070556640625,77634.0,35.67475891113281,22.53192710876465,27.65864372253418,29.63034439086914,84.070556640625,22.580799102783203,14.344009399414062,19.122135162353516,94.0,65.0,60.0,12.786885261535645,7.737704753875732,13.901638984680176,35334.0,12854.0,29446.0,0.08029263044397789,-0.46301802845529766,-0.646712961655037,0.5333333333333333
0,小型车,86,1.72,176.384521484375,439177.0,71.46124267578125,43.740447998046875,56.51091384887695,63.93437194824219,175.15977478027344,46.83681106567383,38.091922760009766,34.481754302978516,245.0,171.0,126.0,27.872093200683594,19.976743698120117,18.0930233001709,188977.5,127532.0,122667.5,-0.0004816890336803848,0.7309343485912643,-0.39179015372756665,0.38823529411764707
0,小型车,71,1.42,219.2852020263672,539868.0,87.19962310791016,52.422386169433594,69.6826171875,62.901859283447266,216.45677185058594,68.98846435546875,39.66136932373047,19.834474563598633,251.0,189.0,86.0,39.45070266723633,22.295774459838867,11.323944091796875,392523.0,115807.0,31538.0,-0.24219449377898006,0.18540467069723815,0.7718545236458887,0.34285714285714286
0,小型车,71,1.42,110.07270050048828,104487.0,38.362060546875,26.13227653503418,28.084728240966797,9.258537292480469,105.94959259033203,32.39869689941406,12.340584754943848,11.783204078674316,120.0,64.0,46.0,20.619718551635742,8.507041931152344,7.2816901206970215,82198.0,11138.0,11151.0,0.17353128349153615,-0.8727362581275919,0.004714742093186711,0.5571428571428572
0,小型车,59,1.18,83.534423828125,59249.0,31.689435958862305,20.362262725830078,24.281652450561523,20.075101852416992,81.534423828125,18.81166648864746,15.450359344482422,18.261796951293945,97.0,82.0,63.0,10.423728942871094,8.96610164642334,12.322033882141113,21127.0,14393.0,23729.0,-0.2502811581870971,0.5636877190678877,0.24329423756157142,0.603448275862069
0,小型车,84,1.68,108.77499389648438,96060.0,33.816734313964844,17.503053665161133,28.93465805053711,4.820443153381348,107.77499389648438,22.60616111755371,16.101911544799805,16.11607551574707,100.0,88.0,63.0,9.833333015441895,8.7380952835083,8.833333015441895,47988.0,21796.0,26276.0,-0.017168658725842688,0.9410718180983675,0.07597693854193349,0.5542168674698795
0,小型车,76,1.52,182.4458770751953,293487.0,62.1423454284668,33.10676193237305,52.58910369873047,33.47052001953125,181.73876953125,51.746498107910156,20.68821144104004,13.42736530303955,195.0,107.0,74.0,27.0657901763916,12.473684310913086,6.565789699554443,246469.0,32589.0,14429.0,0.13171766178234026,-0.528745431090461,-0.6974851127286997,0.52
0,小型车,95,1.9,290.00689697265625,1000949.0,102.6465072631836,62.497291564941406,81.42723083496094,93.18251037597656,288.00689697265625,77.39968872070312,59.72444534301758,24.454025268554688,386.0,266.0,119.0,43.88420867919922,32.95789337158203,14.326315879821777,589661.0,349625.0,61663.0,-0.20251293535762316,0.6954343650117972,0.40552728465377613,0.44680851063829785
