sample_local,Bx_nT,By_nT,Bz_nT,mag_nT
0,1.50586548,-4.00838293,-1.00963049,4.39933157
1,1.49584077,-4.82383032,-0.99394251,5.14731000
2,0.77343211,-6.48398719,0.45378464,6.54570146
3,-0.16744730,-8.35497574,2.97362432,8.86995489
4,-1.10027175,-10.73884971,6.31006259,12.50401459
5,-2.42973898,-13.47334772,10.44680272,17.22121997
6,-5.02145858,-16.59950158,15.04479929,22.95875617
7,-15.38947719,-24.44529663,20.46437918,35.40055580
8,-43.57225045,-41.77501751,27.29929678,66.24911095
9,-79.08262683,-55.56572058,29.75482248,101.12843632
10,-109.30685038,-53.32661082,14.52440578,122.48540045
11,-143.79994940,-43.90704997,-5.56794446,150.45682600
12,-172.76227070,-22.21776966,-6.36777845,174.30140581
13,-184.00513887,7.78482899,3.43003366,184.20168247
14,-173.28984074,35.83277366,16.19186123,177.69505604
15,-152.70099416,36.03519735,23.72125967,158.67837668
16,-139.39241877,14.67878256,23.53797406,142.12582204
17,-138.07685330,2.76852900,21.75310502,139.80729505
18,-140.12303537,9.70906992,23.85410892,142.47017089
19,-138.54262481,17.44213176,27.41108351,142.30128021
20,-133.30465815,28.26726370,34.19515586,140.49369653
21,-123.06059854,36.48272194,43.42652605,135.50189326
22,-107.50817765,41.02220230,51.67300615,126.13853062
23,-88.56000487,41.34274356,58.22089217,113.76189693
24,-69.97971513,37.48205602,63.03936702,101.37073960
25,-53.64893805,30.15626510,64.31802982,89.01919927
26,-39.36634683,21.75095731,62.48395031,76.98738503
27,-27.19895719,13.47770228,58.21288666,65.65189947
28,-17.87764315,5.26823563,51.87020559,55.11699066
29,-11.59912826,-2.64959730,44.19852102,45.77192811
30,-8.14673850,-9.71883231,35.75201474,37.93457008
31,-8.73131757,-15.75344430,26.50536026,32.04592074
32,-12.57623367,-19.27750048,16.44729529,28.28952457
33,-18.12476935,-20.14914809,6.43557296,27.85519758
34,-25.30725167,-19.30519458,-1.94044610,31.88907110
35,-32.68430994,-16.81795574,-8.60860065,37.75202984
36,-38.71125030,-12.72708110,-13.60003228,42.95928737
37,-41.93504093,-9.17428424,-16.41230617,45.95736005
38,-43.15904406,-6.45414255,-17.64622653,47.07173623
39,-43.97290433,-2.27519336,-18.09981132,47.60668010
40,-44.01831582,4.19584371,-17.48616247,47.54979611
41,-41.55063569,10.06116209,-15.59275459,45.50622270
42,-36.67936206,13.44433167,-13.63662395,41.37732673
43,-30.20188333,15.17086213,-10.86041514,35.50010467
44,-23.79445431,16.02611548,-7.22443447,29.58386193
45,-18.22615200,15.26444793,-4.35227943,24.16895371
46,-13.53309677,14.27678959,-1.64755539,19.74046270
47,-10.30313814,13.32082887,0.42965219,16.84588194
48,-8.20055177,11.31218657,1.67413448,14.07186343
49,-6.44544403,8.98338961,2.99439463,11.45475608
50,-4.65242640,7.89292488,4.82164245,10.35333620
51,-3.11937946,7.67650098,6.37248890,10.45312442
52,-2.42725967,6.77524249,7.06960952,10.08835364
