dipoles,objective,raw_vector_rmse,bic,sample_spacing_m,sample_rate_hz,center_sample,y0_m,z0_m,rmse_x,rmse_y,rmse_z,r2_x,r2_y,r2_z
6,0.00225693,14.25970446,1487.32644361,0.30555556,50.00000000,37.43004280,2.17066475,1.48060097,13.68714516,2.76594347,2.88977254,0.91544700,0.96956209,0.97317561
