sample_local,Bx_nT,By_nT,Bz_nT,mag_nT
0,1.49663400,-4.86259098,-0.99482405,5.18405047
1,0.95277905,-6.20370380,0.09399627,6.27714617
2,0.13083785,-7.78418695,2.01380585,8.04152343
3,-0.63615161,-9.30097079,4.37498377,10.29821487
4,-1.39082749,-11.49616099,7.35292104,13.71719966
5,-2.53662846,-13.75194697,10.83044890,17.68754231
6,-4.42404964,-16.14246153,14.60245655,22.21222674
7,-7.66531864,-19.26000665,18.32401376,27.66720886
8,-25.94345681,-31.74056021,23.91859806,47.46183148
9,-52.66071922,-46.26917225,28.91547188,75.82936215
10,-82.42608765,-57.21902772,30.34938007,104.82920360
11,-107.10470365,-55.39731370,17.96988212,121.91471024
12,-133.64013347,-48.10715435,1.49533267,142.04302022
13,-159.73428566,-35.33919084,-9.12978926,163.85131515
14,-181.72098463,-15.20706739,-5.89129284,182.45130442
15,-187.30086554,10.36392222,3.60532292,187.62202288
16,-178.47672885,33.86762412,14.52978966,182.24179952
17,-160.40780542,45.94141147,23.52217060,168.50688365
18,-142.16329645,29.12480514,26.00557688,147.42776930
19,-136.12140250,8.87881454,23.40322525,138.40368679
20,-136.87351367,0.63484000,21.70353370,138.58501052
21,-140.05114928,8.04901727,23.40663412,142.22159335
22,-139.73694481,14.27698998,25.75012386,142.80516470
23,-136.70065484,22.48123608,30.24279713,141.79951265
24,-130.96361140,30.96766953,36.58401497,139.45914892
25,-122.19937557,37.47614573,44.30533820,135.27790611
26,-109.54811981,41.08422606,51.02621332,127.64160227
27,-94.66528995,42.03274236,56.63667010,118.05075583
28,-78.92489677,40.46965538,61.15418775,107.73470665
29,-64.20209935,36.24961050,64.55259167,97.99480044
30,-51.52347198,29.70287374,64.87471406,88.00941653
31,-40.17206500,22.62309404,63.23877822,78.26073256
32,-29.85059185,15.86557533,60.26757670,69.10105003
33,-21.34307905,9.24555938,55.62052400,60.28805919
34,-15.06721584,2.67863806,49.86355966,52.15909007
35,-10.56522983,-3.60225701,43.46031724,44.87092056
36,-7.43490939,-9.33516709,36.69682638,38.58860309
37,-7.60924541,-14.38070340,29.34315058,33.55183649
38,-9.98552950,-17.99006943,21.48510654,29.74833105
39,-13.86444648,-20.01535284,13.33813375,27.76225923
40,-18.59867636,-20.42058880,5.29177635,28.12319516
41,-24.43095162,-19.65441575,-1.45861302,31.38940916
42,-30.51987217,-17.91012802,-7.08925567,36.09006551
43,-36.25940655,-15.23152157,-11.72813510,41.04013847
44,-40.57831870,-11.44258034,-15.18529866,44.81211766
45,-42.62189701,-8.70174281,-16.99549308,46.70324633
46,-43.36413471,-6.63020068,-17.81460570,47.34731161
47,-43.82754704,-4.46853729,-18.30059362,47.70464791
48,-44.43963876,0.58384577,-18.20170045,48.02628727
49,-43.76308358,6.05341207,-17.16528206,47.39723821
50,-41.45674099,10.74452330,-15.47470929,45.53649945
51,-37.50168843,13.51672787,-13.91595924,42.22241690
52,-32.37857522,15.00472243,-11.78581228,37.58216598
53,-27.00991317,15.83293712,-9.13367137,32.61351346
54,-21.90566754,16.16965492,-6.18627995,27.92106857
55,-17.53130618,15.31725314,-3.97036372,23.61628100
56,-13.78258670,14.41206258,-1.84835880,20.02707353
57,-10.82110090,13.60993642,0.02992834,17.38756711
58,-8.87927007,12.83616391,1.37261637,15.66820400
59,-7.51401650,10.66134809,2.07252093,13.20682134
60,-6.19288182,8.74395951,3.14095281,11.16576006
61,-4.78830831,7.67661263,4.64501302,10.17027158
62,-3.35641718,7.79688101,6.12050655,10.46506045
