t_local_s,t_plot_s,dBx_nT,dBy_nT,dBz_nT,b_nT
0.000000000000000000e+00,0.000000000000000000e+00,2.199999999999999289e+00,5.000000000000000000e-01,3.000000000000007105e-01,2.275961335348207992e+00
2.000000000000001776e-02,2.000000000000001776e-02,2.199999999999999289e+00,-1.500000000000000000e+00,2.300000000000000711e+00,3.518522417151836112e+00
4.000000000000003553e-02,4.000000000000003553e-02,2.199999999999999289e+00,-3.500000000000000000e+00,3.300000000000000711e+00,5.289612462175277585e+00
5.999999999999999778e-02,5.999999999999999778e-02,6.199999999999999289e+00,-5.500000000000000000e+00,6.300000000000000711e+00,1.041057155011193380e+01
8.000000000000001554e-02,8.000000000000001554e-02,6.199999999999999289e+00,-7.500000000000000000e+00,7.300000000000000711e+00,1.216470303788793750e+01
1.000000000000000333e-01,1.000000000000000333e-01,6.199999999999999289e+00,-9.500000000000000000e+00,8.300000000000000711e+00,1.405631530665131379e+01
1.199999999999999956e-01,1.199999999999999956e-01,7.199999999999999289e+00,-1.350000000000000000e+01,1.130000000000000071e+01,1.902051524012953720e+01
1.400000000000000133e-01,1.400000000000000133e-01,6.199999999999999289e+00,-1.850000000000000000e+01,1.030000000000000071e+01,2.206309135184822878e+01
1.600000000000000311e-01,1.600000000000000311e-01,4.199999999999999289e+00,-2.350000000000000000e+01,1.230000000000000071e+01,2.685479473017807450e+01
1.799999999999999933e-01,1.799999999999999933e-01,-1.800000000000000711e+00,-3.250000000000000000e+01,1.430000000000000071e+01,3.555249639617449020e+01
2.000000000000000111e-01,2.000000000000000111e-01,-9.800000000000000711e+00,-3.850000000000000000e+01,1.530000000000000071e+01,4.257205656296157770e+01
2.200000000000000289e-01,2.200000000000000289e-01,-1.880000000000000071e+01,-4.650000000000000000e+01,1.730000000000000071e+01,5.305638510113556805e+01
2.400000000000000466e-01,2.400000000000000466e-01,-3.379999999999999716e+01,-5.150000000000000000e+01,1.730000000000000071e+01,6.398421680383373911e+01
