t_local_s,t_plot_s,dBx_nT,dBy_nT,dBz_nT,b_nT
0.000000000000000000e+00,9.339999999999999858e+00,4.800000000000011369e+00,1.040000000000000036e+01,2.839999999999999858e+01,3.062286727267713005e+01
1.999999999999996225e-02,9.359999999999999432e+00,8.800000000000011369e+00,1.140000000000000036e+01,3.239999999999999858e+01,3.545645216318181525e+01
3.999999999999998002e-02,9.379999999999999005e+00,7.800000000000011369e+00,1.340000000000000036e+01,3.939999999999999858e+01,4.234099668170318154e+01
5.999999999999999778e-02,9.400000000000000355e+00,1.380000000000001137e+01,1.440000000000000036e+01,4.639999999999999858e+01,5.050504925252523947e+01
7.999999999999996003e-02,9.419999999999999929e+00,1.180000000000001137e+01,1.440000000000000036e+01,5.239999999999999858e+01,5.560899207861980642e+01
9.999999999999997780e-02,9.439999999999999503e+00,1.380000000000001137e+01,1.340000000000000036e+01,6.640000000000000568e+01,6.913002242152103349e+01
1.199999999999999956e-01,9.459999999999999076e+00,1.980000000000001137e+01,9.400000000000000355e+00,7.740000000000000568e+01,8.044352055945837776e+01
1.400000000000000133e-01,9.480000000000000426e+00,2.280000000000001137e+01,4.400000000000000355e+00,8.940000000000000568e+01,9.236644412339364862e+01
1.600000000000000311e-01,9.500000000000000000e+00,2.780000000000001137e+01,-2.599999999999999645e+00,1.014000000000000057e+02,1.051739511476106941e+02
1.799999999999999378e-01,9.519999999999999574e+00,2.680000000000001137e+01,-1.459999999999999964e+01,1.164000000000000057e+02,1.203343674932477541e+02
1.999999999999999556e-01,9.539999999999999147e+00,2.380000000000001137e+01,-2.960000000000000142e+01,1.274000000000000057e+02,1.329411900052049589e+02
2.199999999999999734e-01,9.560000000000000497e+00,1.580000000000001137e+01,-4.260000000000000142e+01,1.424000000000000057e+02,1.494729406949632562e+02
2.399999999999999911e-01,9.580000000000000071e+00,8.800000000000011369e+00,-6.060000000000000142e+01,1.544000000000000057e+02,1.660998494881918930e+02
2.600000000000000089e-01,9.599999999999999645e+00,-1.019999999999998863e+01,-7.859999999999999432e+01,1.634000000000000057e+02,1.816082597240555003e+02
2.800000000000000266e-01,9.619999999999999218e+00,-2.719999999999998863e+01,-9.059999999999999432e+01,1.714000000000000057e+02,1.957706821768775569e+02
2.999999999999999334e-01,9.640000000000000568e+00,-5.219999999999998863e+01,-1.065999999999999943e+02,1.764000000000000057e+02,2.126155215406438685e+02
3.199999999999999512e-01,9.660000000000000142e+00,-7.319999999999998863e+01,-1.135999999999999943e+02,1.794000000000000057e+02,2.246053427681541166e+02
3.399999999999999689e-01,9.679999999999999716e+00,-9.519999999999998863e+01,-1.225999999999999943e+02,1.804000000000000057e+02,2.379873105860898477e+02
3.599999999999999867e-01,9.699999999999999289e+00,-1.131999999999999886e+02,-1.275999999999999943e+02,1.864000000000000057e+02,2.526676868932788409e+02
3.800000000000000044e-01,9.720000000000000639e+00,-1.371999999999999886e+02,-1.335999999999999943e+02,1.874000000000000057e+02,2.679394707765169983e+02
4.000000000000000222e-01,9.740000000000000213e+00,-1.621999999999999886e+02,-1.485999999999999943e+02,1.894000000000000057e+02,2.902811740364848561e+02
4.199999999999999289e-01,9.759999999999999787e+00,-1.921999999999999886e+02,-1.555999999999999943e+02,1.934000000000000057e+02,3.139359170276634927e+02
4.399999999999999467e-01,9.779999999999999361e+00,-2.231999999999999886e+02,-1.665999999999999943e+02,1.944000000000000057e+02,3.396544714853611140e+02
4.599999999999999645e-01,9.800000000000000711e+00,-2.551999999999999886e+02,-1.775999999999999943e+02,1.954000000000000057e+02,3.672192260761955254e+02
4.799999999999999822e-01,9.820000000000000284e+00,-2.891999999999999886e+02,-1.795999999999999943e+02,1.994000000000000057e+02,3.945290356868553658e+02
5.000000000000000000e-01,9.839999999999999858e+00,-3.191999999999999886e+02,-1.735999999999999943e+02,1.954000000000000057e+02,4.125612196995738259e+02
5.200000000000000178e-01,9.859999999999999432e+00,-3.451999999999999886e+02,-1.725999999999999943e+02,1.924000000000000057e+02,4.312441999609965819e+02
5.399999999999999245e-01,9.879999999999999005e+00,-3.631999999999999886e+02,-1.725999999999999943e+02,1.964000000000000057e+02,4.475242563258443056e+02
5.599999999999999423e-01,9.900000000000000355e+00,-3.811999999999999886e+02,-1.625999999999999943e+02,1.954000000000000057e+02,4.581848535252993315e+02
5.799999999999999600e-01,9.919999999999999929e+00,-4.111999999999999886e+02,-1.595999999999999943e+02,1.934000000000000057e+02,4.816234628836099319e+02
5.999999999999999778e-01,9.939999999999999503e+00,-4.301999999999999886e+02,-1.575999999999999943e+02,1.904000000000000057e+02,4.961471152793292276e+02
6.199999999999999956e-01,9.959999999999999076e+00,-4.551999999999999886e+02,-1.525999999999999943e+02,1.834000000000000057e+02,5.139351710089512153e+02
6.400000000000000133e-01,9.980000000000000426e+00,-4.881999999999999886e+02,-1.415999999999999943e+02,1.714000000000000057e+02,5.364398941167593193e+02
6.600000000000000311e-01,1.000000000000000000e+01,-5.111999999999999886e+02,-1.305999999999999943e+02,1.504000000000000057e+02,5.486364552233108043e+02
6.800000000000000488e-01,1.001999999999999957e+01,-5.342000000000000455e+02,-1.165999999999999943e+02,1.364000000000000057e+02,5.635336369729850503e+02
7.000000000000000666e-01,1.003999999999999915e+01,-5.452000000000000455e+02,-9.359999999999999432e+01,1.244000000000000057e+02,5.669914990544391458e+02
7.200000000000000844e-01,1.006000000000000050e+01,-5.442000000000000455e+02,-7.759999999999999432e+01,1.144000000000000057e+02,5.614826444334678399e+02
7.399999999999998801e-01,1.008000000000000007e+01,-5.442000000000000455e+02,-6.060000000000000142e+01,1.054000000000000057e+02,5.576156023642093942e+02
