t_local_s,t_plot_s,dBx_nT,dBy_nT,dBz_nT,b_nT
0.000000000000000000e+00,5.419999999999999929e+00,5.000000000000000000e-01,-1.700000000000000000e+01,1.000000000000000000e+01,1.972941965694885980e+01
2.000000000000001776e-02,5.439999999999999503e+00,-1.500000000000000000e+00,-1.800000000000000000e+01,1.200000000000000000e+01,2.168524844220144132e+01
3.999999999999998002e-02,5.459999999999999964e+00,-3.500000000000000000e+00,-2.000000000000000000e+01,1.400000000000000000e+01,2.466272491027704916e+01
5.999999999999999778e-02,5.479999999999999538e+00,-5.500000000000000000e+00,-2.300000000000000000e+01,1.600000000000000000e+01,2.855258307053846778e+01
8.000000000000001554e-02,5.500000000000000000e+00,-8.500000000000000000e+00,-2.600000000000000000e+01,1.900000000000000000e+01,3.330540496676177753e+01
1.000000000000000333e-01,5.519999999999999574e+00,-1.250000000000000000e+01,-3.000000000000000000e+01,2.100000000000000000e+01,3.869431482789170929e+01
1.200000000000000511e-01,5.540000000000000036e+00,-1.450000000000000000e+01,-3.200000000000000000e+01,2.100000000000000000e+01,4.092981798151562600e+01
1.399999999999999578e-01,5.559999999999999609e+00,-1.650000000000000000e+01,-3.300000000000000000e+01,2.300000000000000000e+01,4.347700541665674479e+01
1.599999999999999756e-01,5.580000000000000071e+00,-2.150000000000000000e+01,-3.700000000000000000e+01,2.600000000000000000e+01,5.007244751357776380e+01
1.799999999999999933e-01,5.599999999999999645e+00,-2.850000000000000000e+01,-4.400000000000000000e+01,2.800000000000000000e+01,5.943273508766023383e+01
2.000000000000000111e-01,5.620000000000000107e+00,-3.750000000000000000e+01,-5.100000000000000000e+01,3.000000000000000000e+01,7.005176657301370824e+01
2.200000000000000289e-01,5.639999999999999680e+00,-4.850000000000000000e+01,-5.800000000000000000e+01,3.200000000000000000e+01,8.209902557278009283e+01
2.400000000000000466e-01,5.660000000000000142e+00,-6.150000000000000000e+01,-6.500000000000000000e+01,3.400000000000000000e+01,9.572486615294899082e+01
2.599999999999999534e-01,5.679999999999999716e+00,-7.550000000000000000e+01,-7.100000000000000000e+01,3.700000000000000000e+01,1.100465810463914380e+02
2.799999999999999711e-01,5.700000000000000178e+00,-9.050000000000000000e+01,-7.600000000000000000e+01,4.100000000000000000e+01,1.250889683385389475e+02
2.999999999999999889e-01,5.719999999999999751e+00,-1.085000000000000000e+02,-8.000000000000000000e+01,4.300000000000000000e+01,1.414964663869737649e+02
3.200000000000000067e-01,5.740000000000000213e+00,-1.285000000000000000e+02,-8.400000000000000000e+01,4.200000000000000000e+01,1.591610819264558643e+02
3.400000000000000244e-01,5.759999999999999787e+00,-1.485000000000000000e+02,-8.700000000000000000e+01,4.200000000000000000e+01,1.771588270451122753e+02
3.600000000000000422e-01,5.780000000000000249e+00,-1.695000000000000000e+02,-8.800000000000000000e+01,4.400000000000000000e+01,1.959853310837318645e+02
3.799999999999999489e-01,5.799999999999999822e+00,-1.915000000000000000e+02,-8.600000000000000000e+01,4.500000000000000000e+01,2.146933860182935518e+02
