t_local_s,t_plot_s,dBx_nT,dBy_nT,dBz_nT,b_nT
0.000000000000000000e+00,2.080000000000000071e+00,4.100000000000001421e+00,4.299999999999999822e+00,6.800000000000000711e+00,9.029950165975447973e+00
1.999999999999996225e-02,2.100000000000000089e+00,5.100000000000001421e+00,4.299999999999999822e+00,9.800000000000000711e+00,1.185495676921683383e+01
3.999999999999998002e-02,2.120000000000000107e+00,6.100000000000001421e+00,5.299999999999999822e+00,1.280000000000000071e+01,1.513737097385143748e+01
5.999999999999999778e-02,2.140000000000000124e+00,8.100000000000001421e+00,6.299999999999999822e+00,1.580000000000000071e+01,1.883985137945626320e+01
7.999999999999996003e-02,2.160000000000000142e+00,1.110000000000000142e+01,6.299999999999999822e+00,1.780000000000000071e+01,2.190296783543271530e+01
9.999999999999997780e-02,2.180000000000000160e+00,1.510000000000000142e+01,6.299999999999999822e+00,2.180000000000000071e+01,2.725692572540051017e+01
1.199999999999999956e-01,2.200000000000000178e+00,1.910000000000000142e+01,6.299999999999999822e+00,2.780000000000000071e+01,3.431238843333410671e+01
1.399999999999999578e-01,2.220000000000000195e+00,2.310000000000000142e+01,6.299999999999999822e+00,3.479999999999999716e+01,4.224144883878865642e+01
1.599999999999999756e-01,2.240000000000000213e+00,2.710000000000000142e+01,5.299999999999999822e+00,4.279999999999999716e+01,5.093466403148252652e+01
1.799999999999999933e-01,2.260000000000000231e+00,3.110000000000000142e+01,2.299999999999999822e+00,5.079999999999999716e+01,5.960822090953562480e+01
2.000000000000000111e-01,2.280000000000000249e+00,3.510000000000000142e+01,-3.700000000000000178e+00,5.879999999999999716e+01,6.857944298403130290e+01
2.200000000000000289e-01,2.300000000000000266e+00,3.810000000000000142e+01,-1.169999999999999929e+01,6.879999999999999716e+01,7.951062822038321087e+01
2.399999999999999356e-01,2.319999999999999840e+00,3.910000000000000142e+01,-2.269999999999999929e+01,7.979999999999999716e+01,9.171771911686421674e+01
2.599999999999999534e-01,2.339999999999999858e+00,3.510000000000000142e+01,-3.570000000000000284e+01,8.979999999999999716e+01,1.028131314570274100e+02
2.799999999999999711e-01,2.359999999999999876e+00,3.110000000000000142e+01,-4.170000000000000284e+01,9.479999999999999716e+01,1.081348232531962879e+02
2.999999999999999889e-01,2.379999999999999893e+00,-1.389999999999999858e+01,-6.670000000000000284e+01,1.077999999999999972e+02,1.275262325954938660e+02
3.200000000000000067e-01,2.399999999999999911e+00,-6.690000000000000568e+01,-8.970000000000000284e+01,1.267999999999999972e+02,1.691151678590657923e+02
3.400000000000000244e-01,2.419999999999999929e+00,-8.690000000000000568e+01,-9.070000000000000284e+01,1.388000000000000114e+02,1.871991987162338376e+02
3.599999999999999312e-01,2.439999999999999947e+00,-1.089000000000000057e+02,-9.370000000000000284e+01,1.368000000000000114e+02,1.983762586601531837e+02
3.799999999999999489e-01,2.459999999999999964e+00,-1.259000000000000057e+02,-9.870000000000000284e+01,1.348000000000000114e+02,2.091973709203822978e+02
3.999999999999999667e-01,2.479999999999999982e+00,-1.489000000000000057e+02,-1.007000000000000028e+02,1.267999999999999972e+02,2.199771351754540945e+02
4.199999999999999845e-01,2.500000000000000000e+00,-1.479000000000000057e+02,-9.370000000000000284e+01,1.157999999999999972e+02,2.099136489130709435e+02
4.400000000000000022e-01,2.520000000000000018e+00,-1.409000000000000057e+02,-8.570000000000000284e+01,1.157999999999999972e+02,2.015116373810703863e+02
4.600000000000000200e-01,2.540000000000000036e+00,-1.609000000000000057e+02,-7.570000000000000284e+01,1.067999999999999972e+02,2.074259868001114171e+02
