t_local_s,t_plot_s,dBx_nT,dBy_nT,dBz_nT,b_nT
0.000000000000000000e+00,1.267999999999999972e+01,-2.559999999999999432e+01,-2.650000000000000000e+01,6.600000000000001421e+00,3.743220538520272100e+01
2.000000000000001776e-02,1.269999999999999929e+01,-2.659999999999999432e+01,-3.850000000000000000e+01,9.600000000000001421e+00,4.776996964621182684e+01
3.999999999999992450e-02,1.271999999999999886e+01,-3.159999999999999432e+01,-3.850000000000000000e+01,1.160000000000000142e+01,5.114068830197731330e+01
5.999999999999994227e-02,1.274000000000000021e+01,-3.059999999999999432e+01,-4.050000000000000000e+01,1.460000000000000142e+01,5.281827335307355042e+01
7.999999999999996003e-02,1.275999999999999979e+01,-3.659999999999999432e+01,-4.750000000000000000e+01,1.260000000000000142e+01,6.127454610195002971e+01
9.999999999999997780e-02,1.277999999999999936e+01,-4.359999999999999432e+01,-5.150000000000000000e+01,1.260000000000000142e+01,6.864379068786921323e+01
1.199999999999999956e-01,1.279999999999999893e+01,-4.959999999999999432e+01,-5.750000000000000000e+01,1.360000000000000142e+01,7.714512298259690226e+01
1.400000000000000133e-01,1.282000000000000028e+01,-5.259999999999999432e+01,-6.350000000000000000e+01,2.160000000000000142e+01,8.523831298189799099e+01
1.599999999999999201e-01,1.283999999999999986e+01,-8.559999999999999432e+01,-8.450000000000000000e+01,1.660000000000000142e+01,1.214214560940528287e+02
1.799999999999999378e-01,1.285999999999999943e+01,-1.275999999999999943e+02,-1.175000000000000000e+02,2.160000000000000142e+01,1.747986556012373853e+02
1.999999999999999556e-01,1.287999999999999901e+01,-1.845999999999999943e+02,-1.455000000000000000e+02,1.060000000000000142e+01,2.352865699524730587e+02
2.199999999999999734e-01,1.290000000000000036e+01,-2.415999999999999943e+02,-1.675000000000000000e+02,2.600000000000001421e+00,2.939958673178927597e+02
2.399999999999999911e-01,1.291999999999999993e+01,-2.906000000000000227e+02,-1.735000000000000000e+02,-1.339999999999999858e+01,3.387184228824880847e+02
2.600000000000000089e-01,1.293999999999999950e+01,-3.316000000000000227e+02,-1.725000000000000000e+02,-1.539999999999999858e+01,3.741015503843842680e+02
2.800000000000000266e-01,1.295999999999999908e+01,-3.606000000000000227e+02,-1.685000000000000000e+02,-2.539999999999999858e+01,3.988355174755628809e+02
3.000000000000000444e-01,1.298000000000000043e+01,-3.826000000000000227e+02,-1.645000000000000000e+02,-2.239999999999999858e+01,4.170668651427490659e+02
3.200000000000000622e-01,1.300000000000000000e+01,-4.026000000000000227e+02,-1.585000000000000000e+02,-2.339999999999999858e+01,4.333088621295437974e+02
3.400000000000000799e-01,1.301999999999999957e+01,-4.316000000000000227e+02,-1.405000000000000000e+02,-2.939999999999999858e+01,4.548441161540951612e+02
3.599999999999998757e-01,1.303999999999999915e+01,-4.646000000000000227e+02,-1.285000000000000000e+02,-3.539999999999999858e+01,4.833410493636972660e+02
3.799999999999998934e-01,1.305999999999999872e+01,-4.956000000000000227e+02,-1.195000000000000000e+02,-4.439999999999999858e+01,5.117332996786509511e+02
3.999999999999999112e-01,1.308000000000000007e+01,-5.316000000000000227e+02,-1.085000000000000000e+02,-5.739999999999999858e+01,5.455873623902958798e+02
4.199999999999999289e-01,1.309999999999999964e+01,-5.646000000000000227e+02,-1.005000000000000000e+02,-7.040000000000000568e+01,5.777798629235878707e+02
4.399999999999999467e-01,1.311999999999999922e+01,-5.736000000000000227e+02,-1.005000000000000000e+02,-7.740000000000000568e+01,5.874589092013160325e+02
4.599999999999999645e-01,1.314000000000000057e+01,-5.716000000000000227e+02,-9.950000000000000000e+01,-7.040000000000000568e+01,5.844509988014392547e+02
4.799999999999999822e-01,1.316000000000000014e+01,-5.766000000000000227e+02,-9.850000000000000000e+01,-7.040000000000000568e+01,5.891739726091096827e+02
5.000000000000000000e-01,1.317999999999999972e+01,-5.906000000000000227e+02,-8.450000000000000000e+01,-6.840000000000000568e+01,6.005224142361382746e+02
5.200000000000000178e-01,1.319999999999999929e+01,-6.216000000000000227e+02,-5.250000000000000000e+01,-7.540000000000000568e+01,6.283533798747325818e+02
5.400000000000000355e-01,1.321999999999999886e+01,-6.406000000000000227e+02,-2.150000000000000000e+01,-8.240000000000000568e+01,6.462355375557739308e+02
