sample_local,Bx_nT,By_nT,Bz_nT,mag_nT
0,4.20979345,-2.04225167,-2.82966753,5.46810489
1,5.59296849,-1.53242741,-2.94071992,6.50211227
2,6.99151206,-0.75971494,-2.95749868,7.62923365
3,8.37927515,0.35924742,-2.84114373,8.85513458
4,9.71752932,1.91444792,-2.54366458,10.22573794
5,10.95025339,3.99205417,-2.00914167,11.82713812
6,11.99805051,6.65807261,-1.17741900,13.77205367
7,12.75035702,9.93589566,0.00915508,16.16458198
8,13.05557277,13.77895311,1.59659717,19.04879659
9,12.70904898,18.04196702,3.61094505,22.36227681
10,11.44022803,22.45743808,6.05748830,25.92119802
11,8.90391023,26.62735905,8.93690254,29.46462445
12,4.68798287,30.04177417,12.28313672,32.79269471
13,-1.63988080,32.13165989,16.23616048,36.03811432
14,-10.41974694,32.34908942,20.99201650,39.94620720
15,-21.71969461,30.24535083,26.44907583,45.67362469
16,-35.17600140,25.51331168,31.83031111,53.86509866
17,-50.08287341,17.93851566,35.32115104,63.85662271
18,-65.98375039,7.90878416,34.59999842,74.92372170
19,-83.55558295,-2.89863720,28.53469606,88.34119321
20,-104.83419962,-11.46275899,18.83120419,107.12711377
21,-130.23638198,-14.35138303,9.54381639,131.37184561
22,-155.32445573,-10.05622795,4.32782108,155.70980799
23,-173.00945033,-0.54512613,4.09323623,173.05872312
24,-178.45006213,9.60226674,7.13166647,178.85046510
25,-172.78250920,16.07242863,10.88523295,173.86951068
26,-162.10852181,17.19336214,13.45191127,163.57181439
27,-153.15303650,13.49659519,14.07852839,154.38981713
28,-149.40501684,7.14350955,13.00336771,150.13985600
29,-150.21738941,1.14252381,11.21440386,150.63974342
30,-152.55141362,-2.28431413,10.07061641,152.90052061
31,-153.38050302,-2.67002619,10.13145657,153.73793988
32,-151.09437345,-0.35828924,11.57120036,151.53722558
33,-145.58202208,3.89057893,14.29240001,146.33364088
34,-137.60735920,9.11278055,17.97738130,139.07557051
35,-128.15734852,14.25508168,22.17734096,130.84092550
36,-118.06600887,18.21794794,26.37697840,122.34059452
37,-107.89886710,20.73729673,30.24712252,113.96091180
38,-97.97516374,21.75236969,33.64620697,105.85067568
39,-88.42966685,21.36930815,36.51202209,98.02847069
40,-79.30487614,19.81937914,38.82984424,90.49766833
41,-70.50160053,17.40261238,40.59699192,83.19520628
42,-61.90127471,14.42653031,41.79358257,76.06967945
43,-53.47126043,11.15319980,42.36797132,69.12752384
44,-45.23354965,7.78200634,42.24085197,62.37726519
45,-37.27448279,4.42854056,41.32738147,55.82966504
46,-29.75222042,1.14267179,39.57262729,49.52265289
47,-23.07196590,-2.06658107,36.96660764,43.62472290
48,-17.34754846,-5.14871160,33.66687125,38.22178552
49,-12.73181586,-7.96465907,29.94114131,33.49637103
50,-9.28999579,-10.34683706,26.12370788,29.59407327
51,-6.97617038,-12.12179493,22.59039947,26.56936231
52,-5.63102599,-13.12980032,19.70046775,24.33533520
53,-5.00306366,-13.26718061,17.73983940,22.71014375
54,-4.79018737,-12.51840512,16.87963430,21.55408119
55,-4.69086749,-10.96655139,17.15881700,20.89723638
56,-4.45081598,-8.77946912,18.49227203,20.94881776
57,-3.87417691,-6.17788855,20.69857361,21.94553492
58,-2.88825371,-3.39672992,23.53776735,23.95634103
59,-1.50727168,-0.67644051,26.74936120,26.80033142
60,0.20856434,1.80175169,30.08346033,30.13808875
61,2.16578587,3.95559214,33.32177669,33.62555783
62,4.25611238,5.73439270,36.28853493,36.98453081
63,6.37112303,7.12002372,38.85330072,40.01081008
64,8.41240873,8.12355813,40.92845357,42.56640846
65,10.29746194,8.77039182,42.46380819,44.56604650
66,11.96211769,9.12789602,43.44023827,45.97243790
67,13.36054349,9.24700975,43.84443846,46.75837995
68,14.46371274,9.17672071,43.71774379,46.95372521
69,15.25710927,8.96133387,43.10690489,46.59710439
70,15.73818985,8.63917010,42.06302363,45.73427420
71,15.91393224,8.24223787,40.64394427,44.41979210
72,15.79864022,7.79650753,38.91146746,42.71398907
73,15.41206960,7.32251446,36.92893276,40.68042751
74,14.77787352,6.83610396,34.75911194,38.38376905
75,13.92233101,6.34919937,32.46239245,35.88802804
76,12.87331040,5.87052528,30.09525373,33.25521740
77,11.65941966,5.40625118,27.70904885,30.54441040
78,10.30930340,4.96054309,25.34910203,27.81125129
79,8.85105580,4.53602332,23.05412417,25.10795367
80,7.31172862,4.13414541,20.85593549,22.48382928
81,5.71538302,3.75549473,18.77947146,19.98594236
82,4.08857673,3.40002570,16.84303604,17.66251673
83,2.45357571,3.06724654,15.05875825,15.56259088
84,0.82964118,2.75636123,13.43320289,13.73815023
85,-0.76637284,2.46637712,11.96808538,12.24358653
86,-2.32006326,2.19618536,10.66104298,11.12940974
87,-3.81946098,1.94461997,9.50641975,10.42793582
88,-5.25496015,1.71050052,8.49602912,10.13523207
89,-6.61920087,1.49266205,7.61986591,10.20314739
90,-7.90691425,1.28997553,6.86674723,10.55156611
91,-9.11473863,1.10136109,6.22486959,11.09236034
92,-10.24101586,0.92579601,5.68227570,11.74835142
93,-11.28557624,0.76231884,5.22723066,12.46071031
94,-12.24951976,0.61003083,4.84851106,13.18828766
95,-13.13500042,0.46809541,4.53561434,13.90392559
96,-13.94501933,0.33573638,4.27889726,14.59058755
97,-14.68323087,0.21223536,4.06965419,15.23825442
98,-15.35376540,0.09692864,3.90014555,15.84167423
99,-15.96107052,-0.01079619,3.76358719,16.39879499
100,-16.50977217,-0.11150361,3.65411021,16.90968751
101,-17.00455584,-0.20571368,3.56669995,17.37580462
102,-17.45006747,-0.29612330,3.49712170,17.79950572
103,-17.85083320,-0.38125745,3.44183923,18.18361517
104,-18.21119655,-0.46106271,3.39793113,18.53122216
105,-18.53527139,-0.53592385,3.36300881,18.84551215
106,-18.82690895,-0.60619561,3.33513871,19.12963993
107,-19.08967700,-0.67220474,3.31277068,19.38664687
108,-19.32684936,-0.73425235,3.29467348,19.61940636
109,-19.54140394,-0.79261597,3.27987799,19.83059019
110,-19.73602772,-0.84755154,3.26762795,20.02265033
111,-19.91312708,-0.89929519,3.25733814,20.19781210
112,-20.07484217,-0.94806485,3.24855919,20.35807584
113,-20.22306410,-0.99406180,3.24094858,20.50522441
114,-20.35945398,-1.03747199,3.23424695,20.64083496
115,-20.48546293,-1.07846733,3.22825903,20.76629336
116,-20.60235229,-1.11720684,3.22283852,20.88281013
117,-20.71121358,-1.15383769,3.21787609,20.99143720
