sample_local,Bx_nT,By_nT,Bz_nT,mag_nT
0,10.71995825,-3.14024773,-3.00471515,11.56749644
1,11.97598711,-3.03007957,-2.91201722,12.69194602
2,13.24193347,-2.89538694,-2.75006299,13.83094046
3,14.50873005,-2.73781816,-2.50937994,14.97651106
4,15.76390331,-2.56188408,-2.18093163,16.11894415
5,16.99005554,-2.37615226,-1.75665618,17.24511315
6,18.16270136,-2.19469686,-1.23000266,18.33612068
7,19.24728642,-2.03875555,-0.59630057,19.36414556
8,20.19525727,-1.93846363,0.14732152,20.28861161
9,20.93918931,-1.93441776,1.00290218,21.05225484
10,21.38728108,-2.07867219,1.97408254,21.57854657
11,21.41807086,-2.43461967,3.07066510,21.77361055
12,20.87709278,-3.07512943,4.31577930,21.53915910
13,19.57833955,-4.07844216,5.75545030,20.81034066
14,17.31457345,-5.52185090,7.46878974,19.64861601
15,13.88100004,-7.47432033,9.57419616,18.44485995
16,9.11516149,-9.99089750,12.22288142,18.22918078
17,2.95000707,-13.11340297,15.56685348,20.56674029
18,-4.53497417,-16.88160746,19.68751701,26.32779875
19,-13.09705319,-21.35353765,24.47965489,35.02513206
20,-22.39468547,-26.61919218,29.51164697,45.61842431
21,-32.17010962,-32.77013983,33.92864967,57.09598310
22,-42.52582626,-39.77354964,36.51285055,68.72822859
23,-54.15169563,-47.22735449,36.01190026,80.37217250
24,-68.25005254,-54.07544037,31.72713043,92.67596090
25,-85.95941775,-58.50664601,24.11950261,106.74174222
26,-107.40260173,-58.30695263,15.00676007,123.12685504
27,-130.91793253,-51.72120086,7.04315958,140.94039085
28,-153.13569053,-38.46874101,2.63538642,157.91557558
29,-170.08132127,-20.29713356,2.89835043,171.31266710
30,-178.76536585,-0.65180781,7.25856337,178.91385531
31,-178.38889390,16.93578148,13.86532434,179.72664071
32,-170.58181563,28.55199074,20.48339687,174.16354827
33,-158.67417470,32.65931437,25.36639141,163.97432221
34,-146.44228837,29.89287985,27.75449469,152.01723607
35,-136.89315866,22.61268533,27.90360438,141.52625750
36,-131.51291414,13.99023198,26.76264023,134.93558496
37,-130.14527138,6.99193820,25.50843991,132.80572040
38,-131.40670091,3.60903848,25.13461576,133.83756988
39,-133.37652686,4.53050243,26.21272818,136.00342087
40,-134.26782543,9.25889389,28.84842213,137.64377036
41,-132.87239440,16.51738045,32.78201806,137.84976517
42,-128.71349569,24.74257568,37.55299858,136.34363471
43,-121.95908750,32.49686381,42.65742879,133.22808042
44,-113.20477193,38.71820969,47.65767329,128.78537950
45,-103.23193767,42.80468260,52.23477644,123.35941665
46,-92.80990043,44.57754358,56.19405144,117.29708619
47,-82.56958343,44.17910812,59.44199834,110.91835226
48,-72.94665634,41.95214192,61.95149713,104.49490361
49,-64.17759368,38.33032862,63.72724607,98.23003367
50,-56.32913693,33.75359221,64.77815590,92.24145563
51,-49.34467152,28.61141954,65.09947869,86.55317476
52,-43.09575838,23.21178206,64.66507839,81.10242648
53,-37.43113712,17.77121580,63.42901799,75.76375427
54,-32.21819678,12.42133191,61.33497855,70.38665558
55,-27.37341468,7.22721271,58.33150382,64.83903741
56,-22.87923747,2.21314209,54.39047794,59.04812949
57,-18.78599400,-2.53217530,49.52563589,53.02937010
58,-15.19911024,-7.00203749,43.80751207,46.89498475
59,-12.25414871,-11.20733122,37.37136970,40.89483717
60,-10.08457028,-15.05625828,30.41556703,35.40474811
61,-8.78885911,-18.42468533,23.18951540,30.89444446
62,-8.40401046,-21.17188177,15.97255944,27.82083077
63,-8.89098540,-23.16303479,9.04718125,26.40884872
64,-10.13483977,-24.29304522,2.67125672,26.45756292
65,-11.95867936,-24.50603811,-2.94576593,27.42687465
66,-14.14748200,-23.80645488,-7.65897290,28.73253221
67,-16.47606071,-22.25998848,-11.39449805,29.94665673
68,-18.73537603,-19.98515506,-14.14668488,30.83098167
69,-20.75277805,-17.13821187,-15.96785938,31.29486597
70,-22.40389713,-13.89501593,-16.95362018,31.34376033
71,-23.61605303,-10.43327043,-17.22666396,31.03754249
72,-24.36466063,-6.91773297,-16.92163581,30.46035909
73,-24.66494258,-3.48978548,-16.17263735,29.70003694
74,-24.56136905,-0.26166008,-15.10413527,28.83512126
75,-24.11685670,2.76684188,-13.82528801,27.93594064
76,-23.40313515,5.45969989,-12.42723417,27.05459677
77,-22.49304655,7.78160610,-10.98265837,26.21277020
78,-21.45501394,9.72682271,-9.54691245,25.41795114
79,-20.34954885,11.30613152,-8.16005094,24.66818152
80,-19.22746530,12.54202319,-6.84927737,23.95642645
81,-18.12939025,13.46450295,-5.63144530,23.27403718
82,-17.08616991,14.10765982,-4.51538996,22.61309387
83,-16.11982738,14.50701722,-3.50396984,21.96770784
84,-15.24480199,14.69760171,-2.59577184,21.33451464
85,-14.46927613,14.71262598,-1.78648155,20.71262493
86,-13.79646103,14.58266777,-1.06994790,20.10326652
87,-13.22576510,14.33523033,-0.43898463,19.50929005
88,-12.75380714,13.99458257,0.11404539,18.93464931
89,-12.37526291,13.58179439,0.59681900,18.38391862
90,-12.08355018,13.11489960,1.01677563,17.86187586
91,-11.87136734,12.60913562,1.38094134,17.37315926
92,-11.73110460,12.07722205,1.69582717,16.92199566
93,-11.65514843,11.52965209,1.96738061,16.51199409
