K,in_ch,build_s,train_s,val_acc,val_f1,test_acc,test_f1
1,12,0.8814847469329834,365.82372999191284,0.9560975609756097,0.9585217964156962,0.9804878048780488,0.9776777325399312
2,24,0.2890138626098633,338.42584347724915,0.9414634146341463,0.938007968333702,0.9609756097560975,0.9552694698325767
3,36,0.4262423515319824,123.11384868621826,0.9463414634146341,0.9474254742547426,0.9121951219512195,0.9117171080285834
4,48,0.5172128677368164,1196.4358584880829,0.9658536585365853,0.9669914513224204,0.9414634146341463,0.9411657259758526
5,60,0.9243128299713135,208.1267113685608,0.9560975609756097,0.9560975609756097,0.9658536585365853,0.9591511042088706
6,72,1.2382380962371826,189.4563672542572,0.9609756097560975,0.9627438984245659,0.9512195121951219,0.9516025305088321
