sample_local,Bx_nT,By_nT,Bz_nT,mag_nT
0,0.35228479,-1.72164956,-2.34267675,2.92853481
1,1.84395416,-1.03143451,-2.52000961,3.28853654
2,3.37231425,0.12742078,-2.52286352,4.21349971
3,4.89518363,1.94620616,-2.23250027,5.72141579
4,6.34475778,4.63304313,-1.48675215,7.99571585
5,7.61870239,8.37410301,-0.08648109,11.32155936
6,8.57101357,13.27103317,2.17663163,15.94742362
7,9.00337002,19.25708339,5.46243851,21.94844338
8,8.65634457,26.00525921,9.79701160,29.10648114
9,7.19767191,32.85731851,14.98651308,36.82397907
10,4.20550519,38.81908633,20.56950095,44.13289144
11,-0.84224033,42.67451342,25.91025190,49.93159939
12,-8.52528397,43.24627251,30.62884842,53.67538456
13,-19.29652860,39.48938244,34.54084055,55.90024157
14,-33.12620222,31.45030226,37.02176791,58.79692241
15,-49.29158363,20.07406383,36.18684416,64.35927241
16,-67.43012414,7.06394489,29.69642882,74.01755767
17,-88.87444086,-4.27764097,17.97547157,90.77489756
18,-115.01891226,-9.61151327,5.81532359,115.56621198
19,-141.41899077,-6.75421239,-1.63673113,141.58965084
20,-158.28234040,1.68146197,-3.48871229,158.32971203
21,-160.16814126,10.15180591,-2.15645141,160.50402774
22,-152.27728684,14.94543431,-0.10647344,153.00898480
23,-145.43470330,15.54629760,1.16885990,146.26792720
24,-143.50775850,12.64165977,0.83159812,144.06588724
25,-144.52130192,9.16328646,-0.16447367,144.81160029
26,-144.73869002,7.06010163,-0.61597436,144.91208661
27,-141.79001151,6.75303951,0.02239223,141.95073585
28,-135.00310226,8.39912806,2.18832639,135.28182341
29,-125.47890324,11.70170728,6.08355936,126.17010266
30,-114.78581784,15.04702853,10.87125731,116.27717437
31,-103.73392682,17.71150974,15.90708934,106.43054375
32,-92.78294829,19.21572451,20.78384307,97.00457563
33,-82.27303633,19.27729269,25.21539971,88.18323482
34,-72.42632157,17.85344695,29.05320639,80.05252292
35,-63.02143846,15.30317528,32.23846151,72.42380326
36,-54.01219052,12.18470485,34.71730734,65.35346346
37,-45.38389459,8.80117396,36.28966816,58.77157958
38,-37.34147016,5.37452999,36.88667825,52.76265724
39,-30.08900688,2.03958287,36.37902812,47.25401486
40,-23.82589853,-1.12580552,34.74255575,42.14244960
41,-18.81912634,-4.12799843,32.12787606,37.46198483
42,-15.27000673,-6.88510447,28.88941713,33.39425386
43,-13.23584101,-9.01785199,25.54972018,30.15455758
44,-12.56565899,-10.26389890,22.69688866,27.89968031
45,-12.93707331,-10.43851177,20.84453891,26.66130522
46,-13.72482087,-9.51132093,20.30638577,26.29040199
47,-14.48101605,-7.63785317,21.13349534,26.73314893
48,-14.89669527,-5.11989387,23.13150312,27.98555484
49,-14.80284461,-2.39217868,25.93863062,29.96096270
50,-14.16755682,0.17102576,29.12577257,32.38918869
51,-13.06687979,2.41651029,32.28353346,34.91145087
52,-11.64265368,4.24378421,35.07806064,37.20257286
53,-10.06065226,5.60403351,37.27449526,39.01294545
54,-8.47797798,6.49212248,38.73653253,40.18137277
55,-7.02306135,6.98341890,39.41271998,40.63808591
56,-5.78729357,7.16385975,39.30463316,40.36914466
57,-4.82514890,7.10639020,38.46333370,39.41079653
58,-4.15927638,6.87658541,37.02292830,37.88514520
59,-3.78767454,6.52944012,35.09773330,35.90029178
60,-3.69102219,6.10877218,32.80813391,33.57550287
61,-3.83911568,5.64806243,30.27275512,31.03351609
62,-4.19600109,5.17193918,27.60247110,28.39457327
63,-4.72377630,4.69783051,24.89605635,25.77202545
64,-5.38523158,4.23752966,22.23734119,23.26922259
65,-6.14556301,3.79855775,19.69373897,20.97713852
66,-6.97338992,3.38528869,17.31598066,18.97186160
67,-7.84127199,2.99984354,15.13885142,17.31096271
68,-8.72645240,2.64278057,13.18269146,16.02868100
69,-9.60721100,2.31361438,11.45541070,15.12870613
70,-10.46858419,2.01119713,9.95477726,14.58539541
71,-11.29914518,1.73399187,8.67076858,14.34780950
72,-12.09054216,1.48026368,7.58781652,14.35086583
73,-12.83709052,1.24820926,6.68682534,14.52799204
74,-13.53536528,1.03604183,5.94688830,14.82042430
75,-14.18380861,0.84204396,5.34667010,15.18144743
76,-14.78236311,0.66459816,4.86545532,15.57666862
77,-15.33213793,0.50220220,4.48388708,15.98223714
78,-15.83511254,0.35347442,4.18443525,16.38246721
79,-16.29387996,0.21715269,3.95164122,16.76762201
80,-16.71142983,0.09208944,3.77218804,17.13212684
81,-17.09096981,-0.02275534,3.63484228,17.47323225
82,-17.43578272,-0.12832223,3.53030854,17.79005520
83,-17.74911611,-0.22546078,3.45103140,18.08290831
84,-18.03410014,-0.32278978,3.39097186,18.35297391
85,-18.29368996,-0.41311293,3.34537914,18.60164822
86,-18.53062831,-0.49648951,3.31057200,18.83057552
87,-18.74742457,-0.57353562,3.28373889,19.04147611
88,-18.94634687,-0.64480784,3.26276200,19.23604566
89,-19.12942389,-0.71080883,3.24606691,19.41589704
90,-19.29845406,-0.77199285,3.23249765,19.58252647
91,-19.45501953,-0.82877066,3.22121525,19.73729650
92,-19.60050340,-0.88151402,3.21161717,19.88143066
93,-19.73610856,-0.93055957,3.20327458,20.01601585
94,-19.86287716,-0.97621248,3.19588444,20.14200976
95,-19.98170963,-1.01874957,3.18923354,20.26025126
