epoch,train_loss,train_loss_eval,train_acc,train_f1,val_loss,val_acc,val_f1
21,0.4532665788628566,0.44356499288122025,0.8117154811715481,0.793667077623574,0.3684766888618469,0.8585365853658536,0.843112282242717
22,0.4388630617113792,0.4232326653711965,0.8305439330543933,0.8222031281774355,0.3411279320716858,0.8829268292682927,0.8748403575989783
23,0.42465054078580944,0.4101873915564565,0.8336820083682008,0.8233497777781299,0.3321024477481842,0.8682926829268293,0.8537054327904001
24,0.4214122951280123,0.39918327930083336,0.8294979079497908,0.8170971694240944,0.3152346611022949,0.8585365853658536,0.8459782914008267
25,0.4332988704846993,0.4129537161922854,0.8190376569037657,0.7972231159239467,0.349969744682312,0.8439024390243902,0.8137651295687626
26,0.41679169680284156,0.39240906777242235,0.8420502092050209,0.8351634340379915,0.31770554184913635,0.8780487804878049,0.8684514139059593
27,0.3968293553366322,0.3807188632847375,0.8483263598326359,0.8413067618426816,0.3058411478996277,0.8780487804878049,0.8678914581353605
28,0.39467592194489354,0.3785035206807707,0.8389121338912134,0.8250410044362285,0.3163197934627533,0.8780487804878049,0.8618858712236802
29,0.3994263499102333,0.3789785936412452,0.8598326359832636,0.8511452767416071,0.3196204602718353,0.8878048780487805,0.8750547344975187
30,0.4012212942833681,0.392046643974392,0.8734309623430963,0.8654536033477865,0.33213356137275696,0.9024390243902439,0.8946052499986842
31,0.38925276840082274,0.3616717447795629,0.852510460251046,0.8450169345244772,0.2985635995864868,0.8926829268292683,0.8835502735332956
32,0.38290940056784883,0.36065758901909306,0.8472803347280334,0.8339789758861583,0.3103209435939789,0.8731707317073171,0.8567767712848608
33,0.3741510480517623,0.3590554984668309,0.8493723849372385,0.8383665330082617,0.295009583234787,0.8731707317073171,0.8571426708207187
34,0.365631950200851,0.3501606599805744,0.852510460251046,0.8449711419408389,0.2904498279094696,0.8878048780487805,0.8788849749310663
35,0.36229536186701083,0.34877313374226065,0.8535564853556485,0.8427629753211953,0.2929031550884247,0.8731707317073171,0.8574139670300749
36,0.3752472906930676,0.3358363202426224,0.8608786610878661,0.853143743439796,0.2849976420402527,0.8829268292682927,0.8714696703290165
37,0.35011158266326875,0.3408552515456866,0.8535564853556485,0.8457387853813211,0.2808647155761719,0.8926829268292683,0.8827904124679159
38,0.3689162998019901,0.3562868049204599,0.8922594142259415,0.8879884811271359,0.3239496052265167,0.8878048780487805,0.8852732953264405
39,0.35454879557737246,0.3665173482695384,0.8859832635983264,0.8842599520581622,0.3276929557323456,0.8926829268292683,0.8903570562019946
40,0.35794743184764016,0.3356634094126554,0.8859832635983264,0.8798719124421005,0.2980661392211914,0.8975609756097561,0.8919251377779013
41,0.343719023291536,0.3228753181057495,0.8608786610878661,0.8522711589252386,0.28179261088371277,0.8829268292682927,0.8714696703290165
42,0.34067304126887143,0.31740563708867986,0.8765690376569037,0.8700832052815786,0.2802838087081909,0.8878048780487805,0.8778906191228466
43,0.34009782976186426,0.31558789250491553,0.8723849372384938,0.8640141923403782,0.28114956617355347,0.8780487804878049,0.8637973149286987
44,0.33110022906478975,0.31041636932095723,0.8713389121338913,0.863463778273886,0.28000974655151367,0.8829268292682927,0.8729212969530745
45,0.3280405394701778,0.31199033639421025,0.8922594142259415,0.8877053109218829,0.2827089726924896,0.9024390243902439,0.8987951997660737
46,0.3252675729067256,0.3087637362744519,0.8723849372384938,0.8630867102200069,0.28367018699645996,0.8829268292682927,0.870833761291995
47,0.3348533869039065,0.32510486874869676,0.8870292887029289,0.877676736629709,0.30493319034576416,0.8829268292682927,0.8725642293546931
48,0.3521504145287071,0.3028652942330269,0.891213389121339,0.8875789134414723,0.2665473222732544,0.8975609756097561,0.8919251377779013
49,0.3301475757584911,0.295895925064466,0.8880753138075314,0.8837556902751974,0.26709243655204773,0.8926829268292683,0.8884920634920634
50,0.3129424361753663,0.30569960669493573,0.895397489539749,0.8902740950376926,0.2895275056362152,0.8878048780487805,0.8807588075880758
51,0.3095152501531226,0.29252669682811994,0.891213389121339,0.8877094258648662,0.2600928246974945,0.9073170731707317,0.9049765412454515
52,0.31446195309631,0.2977383065672599,0.8734309623430963,0.8683350731223071,0.2696754038333893,0.8926829268292683,0.8880906305434607
53,0.29969921957498813,0.282857551422578,0.891213389121339,0.8880687757385274,0.26353719830513,0.8926829268292683,0.8884920634920634
54,0.3040203856125038,0.2846746862433446,0.8849372384937239,0.8812782387250473,0.25793734192848206,0.8926829268292683,0.8880906305434607
55,0.31748502087393565,0.28671785665356464,0.8859832635983264,0.8807603736225683,0.26075321435928345,0.8878048780487805,0.8796555023923446
56,0.3072046972967092,0.28866043942493375,0.9016736401673641,0.8978928993363612,0.28113648295402527,0.8975609756097561,0.8952513478918585
57,0.3099582815020653,0.2844473733313413,0.893305439330544,0.8891072603289792,0.27170079946517944,0.9024390243902439,0.8983112256715438
58,0.29765874197293524,0.275128360822111,0.8901673640167364,0.8866080086672982,0.25216251611709595,0.8975609756097561,0.8924797881237803
59,0.2955461178738702,0.2740038163242979,0.895397489539749,0.8927065040333356,0.26296237111091614,0.8926829268292683,0.8876958746402304
60,0.30036059608020543,0.270212548609558,0.8943514644351465,0.8913578949698288,0.2535846531391144,0.8975609756097561,0.8924797881237803
61,0.29553568999138835,0.27409019785695493,0.8891213389121339,0.8842531122739299,0.2637273073196411,0.8926829268292683,0.8872341325885608
62,0.2816995459620424,0.2657227120888283,0.8985355648535565,0.8964841652205658,0.2606738209724426,0.8975609756097561,0.8912610722610723
63,0.2767232201338812,0.26439670445280594,0.899581589958159,0.8974411326375392,0.25979700684547424,0.9024390243902439,0.8985828374569372
64,0.2889344805703502,0.2592134764379038,0.9006276150627615,0.8977365337281626,0.2598184645175934,0.8878048780487805,0.8837179895654944
65,0.28519306035720154,0.26329296596628854,0.8943514644351465,0.8918539838814995,0.2510527968406677,0.8926829268292683,0.8876958746402304
66,0.2829274233415037,0.28400101185343757,0.8849372384937239,0.880800409554241,0.25781866908073425,0.8878048780487805,0.8800149511139693
67,0.2804909627183212,0.25948700570661154,0.8922594142259415,0.8897430545142156,0.25460922718048096,0.8926829268292683,0.8876958746402304
68,0.2736553094002991,0.2503621459131959,0.9016736401673641,0.8989791263880935,0.251958429813385,0.8878048780487805,0.8837179895654944
69,0.2916408040284113,0.25527023514693753,0.897489539748954,0.8944563591627386,0.24795112013816833,0.8926829268292683,0.8876958746402304
70,0.27753912417459686,0.2567094617433628,0.9048117154811716,0.9022916427116324,0.2647826373577118,0.9024390243902439,0.899214130096483
71,0.28621617844912794,0.2643135449377563,0.9131799163179917,0.9125375748400427,0.2669977843761444,0.8975609756097561,0.8964392573554797
72,0.26607896549681737,0.2770100719135675,0.8891213389121339,0.8827982595388323,0.2737187445163727,0.8829268292682927,0.875142028632431
73,0.26692447577560297,0.25545424597033894,0.895397489539749,0.8919817711561185,0.24927742779254913,0.8926829268292683,0.8876958746402304
74,0.26166137834722525,0.24591713283351277,0.9121338912133892,0.9113518991107578,0.2637687027454376,0.9024390243902439,0.901602656774006
75,0.26857352393940404,0.23873890905200687,0.9037656903765691,0.9029522377914986,0.24274753034114838,0.9024390243902439,0.8979192938209332
76,0.2613849426662573,0.24071115230416654,0.9100418410041841,0.9092403317571982,0.2536713778972626,0.9073170731707317,0.9031951219512195
77,0.2547556161880493,0.24097210686326526,0.9089958158995816,0.9066601869038772,0.2543669044971466,0.9024390243902439,0.8983112256715438
78,0.2723115121470336,0.23816360177854115,0.9131799163179917,0.9120724400076948,0.2519812285900116,0.9024390243902439,0.899214130096483
79,0.25715060451040705,0.23559689727537803,0.9089958158995816,0.9074347232372536,0.2429921180009842,0.8975609756097561,0.8949221914703306
80,0.25621370821567757,0.23462212222889378,0.9100418410041841,0.9075994837574869,0.24390965700149536,0.8926829268292683,0.8876958746402304
81,0.2527468519978942,0.2329261511190167,0.9100418410041841,0.9064080944433802,0.24686773121356964,0.8926829268292683,0.8876958746402304
