sample_local,Bx_nT,By_nT,Bz_nT,mag_nT
0,14.50930380,-1.49716184,-1.07384614,14.62581745
1,15.33610648,-1.12704811,-0.74450506,15.39547619
2,16.14718530,-0.70014067,-0.36503636,16.16647895
3,16.93523735,-0.21160231,0.06651799,16.93668989
4,17.69112885,0.34276711,0.55152476,17.70304236
5,18.40342914,0.96612684,1.09066293,18.46101705
6,19.05784847,1.66011336,1.68386364,19.20398296
7,19.63657315,2.42428681,2.33031302,19.92241276
8,20.11749909,3.25552156,3.02855246,20.60301726
9,20.47337756,4.14736746,3.77671942,21.22789333
10,20.67090678,5.08942083,4.57297960,21.77385436
11,20.66983217,6.06675754,5.41620549,22.21222165
12,20.42215920,7.05949214,6.30695395,22.50952429
13,19.87163571,8.04253381,7.24878007,22.62982696
14,18.95372567,8.98560818,8.24988843,22.53986536
15,17.59636700,9.85359676,9.32505637,22.21895986
16,15.72187080,10.60720724,10.49765489,21.67696531
17,13.25035416,11.20392146,11.80143120,20.98507851
18,10.10506726,11.59907177,13.28149918,20.32360870
19,6.21982300,11.74677659,14.99371977,20.03708040
20,1.54839859,11.60034685,17.00138200,20.64007207
21,-3.92481680,11.11170460,19.36789951,22.67134088
22,-10.17454217,10.22942015,22.14426188,26.42973097
23,-17.12744464,8.89529234,25.35043905,31.86095331
24,-24.66202848,7.04010265,28.95109052,38.67743963
25,-32.62025298,4.58035204,32.82800742,46.50525347
26,-40.83510495,1.41935450,36.75473844,54.95844940
27,-49.17569763,-2.54241386,40.38237195,63.68240786
28,-57.60578261,-7.38225532,43.24825161,72.41087730
29,-66.24295842,-13.11183653,44.81940272,81.04831064
30,-75.39642939,-19.61733836,44.57714731,89.75847364
31,-85.55560539,-26.59466366,42.13725187,99.00800848
32,-97.30650051,-33.50246296,37.38252563,109.49165853
33,-111.17237876,-39.56307117,30.56829987,121.89731480
34,-127.40713141,-43.83755483,22.35555260,136.57993660
35,-145.80222303,-45.38155540,13.74006404,153.31850238
36,-165.58217246,-43.45726899,5.87878251,171.29083498
37,-185.44566354,-37.74689051,-0.14573363,189.24836355
38,-203.76205931,-28.50053347,-3.55477426,205.77631944
39,-218.87683241,-16.56600288,-4.02881526,219.53981773
40,-229.44090945,-3.28370439,-1.74786430,229.47106282
41,-234.67445063,9.72883093,2.68402480,234.89136195
42,-234.50271241,22.08041728,8.39659137,235.68956214
43,-229.54408435,31.02038831,14.44351008,232.08051649
44,-220.96981769,35.42915929,19.97715320,224.68193588
45,-210.28010460,34.95752351,24.37500929,214.55510229
46,-199.04978838,29.90395365,27.30334308,203.12689935
47,-188.69265739,21.12646339,28.71981130,192.03144006
48,-180.28118335,9.87901934,28.82765265,182.83854531
49,-174.44302134,-2.39317629,27.99949827,176.69201140
50,-171.33956790,-14.26296890,26.68975425,173.99144459
51,-170.71753644,-24.46266223,25.35212226,174.31474176
52,-172.01367910,-31.74711668,24.37432632,176.60887010
53,-174.48689244,-36.22607552,24.03661449,179.82147541
54,-177.35160442,-37.78926447,24.49517106,182.97987186
55,-179.89097799,-36.63659694,25.78713742,185.38603144
56,-181.53638143,-33.06871007,27.85112224,186.61372505
57,-181.90846757,-27.33649802,30.55607551,186.47157544
58,-180.82292045,-20.44182392,33.73196310,185.07469319
59,-178.26907242,-13.03624182,37.19727273,182.57448584
