k,t,x,y,z
0,0,-758,-1143,-2466
1,0.0200000000000102,-754,-1146,-2466
2,0.0400000000000063,-756,-1149,-2468
3,0.0600000000000023,-763,-1146,-2472
4,0.0800000000000125,-762,-1145,-2475
5,0.100000000000009,-758,-1144,-2470
6,0.120000000000005,-758,-1145,-2470
7,0.140000000000001,-758,-1146,-2470
8,0.160000000000011,-759,-1146,-2471
9,0.180000000000007,-759,-1146,-2470
10,0.200000000000003,-757,-1145,-2469
11,0.220000000000013,-757,-1144,-2470
12,0.240000000000009,-758,-1144,-2471
13,0.260000000000005,-758,-1144,-2471
14,0.280000000000001,-758,-1145,-2470
15,0.300000000000011,-759,-1146,-2470
16,0.320000000000007,-762,-1146,-2467
17,0.340000000000003,-764,-1146,-2470
18,0.359999999999999,-760,-1146,-2468
19,0.38000000000001,-754,-1146,-2462
20,0.400000000000006,-755,-1145,-2467
21,0.420000000000002,-758,-1144,-2471
22,0.440000000000012,-758,-1144,-2473
23,0.460000000000008,-758,-1144,-2473
24,0.480000000000004,-758,-1144,-2472
25,0.5,-758,-1144,-2472
26,0.52000000000001,-759,-1144,-2472
27,0.540000000000006,-759,-1144,-2471
28,0.560000000000002,-758,-1144,-2471
29,0.580000000000013,-758,-1144,-2472
30,0.600000000000009,-758,-1144,-2472
31,0.620000000000005,-758,-1143,-2473
32,0.640000000000001,-757,-1143,-2472
33,0.660000000000011,-756,-1144,-2470
34,0.680000000000007,-756,-1145,-2471
35,0.700000000000003,-756,-1145,-2472
36,0.720000000000013,-756,-1144,-2472
37,0.740000000000009,-757,-1144,-2471
38,0.760000000000005,-758,-1144,-2470
39,0.780000000000001,-754,-1145,-2467
40,0.800000000000011,-757,-1145,-2470
41,0.820000000000007,-760,-1144,-2470
42,0.840000000000003,-754,-1145,-2462
43,0.859999999999999,-755,-1144,-2465
44,0.88000000000001,-758,-1143,-2471
45,0.900000000000006,-758,-1144,-2473
46,0.920000000000002,-758,-1144,-2473
47,0.940000000000012,-758,-1144,-2472
48,0.960000000000008,-759,-1144,-2472
49,0.980000000000004,-760,-1144,-2473
50,1,-760,-1144,-2472
51,1.02000000000001,-759,-1144,-2470
52,1.04000000000001,-758,-1144,-2471
53,1.06,-759,-1144,-2472
54,1.08000000000001,-760,-1144,-2474
55,1.10000000000001,-760,-1145,-2475
56,1.12,-760,-1146,-2474
57,1.14,-759,-1146,-2475
58,1.16000000000001,-759,-1146,-2476
59,1.18000000000001,-760,-1146,-2475
60,1.2,-760,-1146,-2474
61,1.22000000000001,-760,-1145,-2474
62,1.24000000000001,-760,-1144,-2473
63,1.26000000000001,-760,-1145,-2472
64,1.28,-759,-1146,-2471
65,1.30000000000001,-759,-1146,-2470
66,1.32000000000001,-760,-1146,-2470
67,1.34,-759,-1146,-2471
68,1.36,-759,-1146,-2473
69,1.38000000000001,-760,-1145,-2473
70,1.40000000000001,-760,-1145,-2472
71,1.42,-760,-1145,-2472
72,1.44000000000001,-760,-1145,-2471
73,1.46000000000001,-760,-1146,-2470
74,1.48,-760,-1146,-2470
75,1.5,-760,-1146,-2470
76,1.52000000000001,-760,-1146,-2471
77,1.54000000000001,-761,-1146,-2472
78,1.56,-761,-1146,-2471
79,1.58000000000001,-760,-1146,-2470
80,1.60000000000001,-760,-1146,-2470
81,1.62,-758,-1145,-2467
82,1.64,-761,-1144,-2468
83,1.66000000000001,-765,-1145,-2468
84,1.68000000000001,-760,-1145,-2462
85,1.7,-758,-1144,-2465
86,1.72000000000001,-760,-1145,-2471
87,1.74000000000001,-760,-1146,-2472
88,1.76000000000001,-760,-1146,-2472
89,1.78,-759,-1146,-2471
90,1.80000000000001,-755,-1146,-2465
91,1.82000000000001,-758,-1148,-2464
92,1.84,-762,-1148,-2466
93,1.86,-758,-1148,-2466
94,1.88000000000001,-758,-1148,-2468
95,1.90000000000001,-759,-1146,-2468
96,1.92,-758,-1146,-2469
97,1.94000000000001,-758,-1146,-2470
98,1.96000000000001,-758,-1146,-2470
99,1.98,-759,-1146,-2471
100,2,-760,-1146,-2473
101,2.02000000000001,-760,-1146,-2474
102,2.04000000000001,-760,-1145,-2473
103,2.06,-760,-1145,-2472
104,2.08000000000001,-760,-1145,-2472
105,2.10000000000001,-761,-1144,-2473
106,2.12,-762,-1144,-2473
107,2.14,-761,-1144,-2472
108,2.16000000000001,-760,-1145,-2472
109,2.18000000000001,-760,-1145,-2472
110,2.2,-760,-1144,-2473
111,2.22000000000001,-760,-1144,-2473
112,2.24000000000001,-759,-1144,-2472
113,2.26000000000001,-758,-1144,-2472
114,2.28,-759,-1144,-2473
115,2.30000000000001,-760,-1144,-2475
116,2.32000000000001,-759,-1144,-2475
117,2.34,-758,-1144,-2474
118,2.36,-758,-1144,-2474
119,2.38000000000001,-758,-1145,-2475
120,2.40000000000001,-758,-1145,-2475
121,2.42,-758,-1144,-2473
122,2.44000000000001,-758,-1144,-2472
123,2.46000000000001,-758,-1144,-2473
124,2.48,-759,-1145,-2474
125,2.5,-760,-1146,-2473
126,2.52000000000001,-760,-1145,-2472
127,2.54000000000001,-759,-1144,-2472
128,2.56,-759,-1145,-2474
129,2.58000000000001,-759,-1146,-2476
130,2.60000000000001,-757,-1146,-2475
131,2.62,-756,-1146,-2474
132,2.64,-756,-1146,-2474
133,2.66000000000001,-756,-1146,-2475
134,2.68000000000001,-756,-1146,-2476
135,2.7,-756,-1145,-2475
136,2.72000000000001,-756,-1144,-2473
137,2.74000000000001,-757,-1144,-2472
138,2.76000000000001,-759,-1144,-2473
139,2.78,-759,-1143,-2473
140,2.80000000000001,-759,-1142,-2472
141,2.82000000000001,-758,-1143,-2464
142,2.84,-758,-1144,-2470
143,2.86,-763,-1144,-2482
144,2.88000000000001,-761,-1145,-2472
145,2.90000000000001,-756,-1144,-2467
146,2.92,-756,-1143,-2471
147,2.94000000000001,-757,-1144,-2472
148,2.96000000000001,-758,-1144,-2472
149,2.98,-758,-1143,-2472
150,3,-758,-1143,-2472
151,3.02000000000001,-759,-1144,-2474
152,3.04000000000001,-760,-1144,-2476
153,3.06,-759,-1145,-2475
154,3.08000000000001,-758,-1146,-2474
155,3.10000000000001,-758,-1145,-2474
156,3.12,-759,-1144,-2476
157,3.14,-760,-1144,-2477
158,3.16000000000001,-760,-1144,-2475
159,3.18000000000001,-760,-1144,-2474
160,3.2,-761,-1144,-2475
161,3.22000000000001,-761,-1144,-2475
162,3.24000000000001,-760,-1144,-2474
163,3.26000000000001,-760,-1145,-2474
164,3.28,-759,-1145,-2474
165,3.30000000000001,-759,-1144,-2475
166,3.32000000000001,-760,-1144,-2476
167,3.34,-760,-1145,-2475
168,3.36,-759,-1146,-2474
169,3.38000000000001,-758,-1146,-2474
170,3.40000000000001,-759,-1146,-2475
171,3.42,-760,-1146,-2476
172,3.44000000000001,-759,-1145,-2475
173,3.46000000000001,-758,-1143,-2474
174,3.48,-759,-1142,-2475
175,3.5,-760,-1142,-2476
176,3.52000000000001,-760,-1142,-2476
177,3.54000000000001,-760,-1143,-2476
178,3.56,-760,-1144,-2476
179,3.58000000000001,-761,-1144,-2477
180,3.60000000000001,-762,-1144,-2478
181,3.62,-761,-1144,-2475
182,3.64,-759,-1144,-2472
183,3.66000000000001,-758,-1144,-2474
184,3.68000000000001,-758,-1145,-2476
185,3.7,-758,-1146,-2476
186,3.72000000000001,-759,-1146,-2476
187,3.74000000000001,-760,-1146,-2476
188,3.76000000000001,-760,-1145,-2478
189,3.78,-760,-1144,-2479
190,3.80000000000001,-759,-1145,-2478
191,3.82000000000001,-757,-1146,-2477
192,3.84,-756,-1146,-2475
193,3.86,-758,-1146,-2476
194,3.88000000000001,-760,-1145,-2478
195,3.90000000000001,-761,-1144,-2478
196,3.92,-761,-1143,-2477
197,3.94000000000001,-760,-1142,-2478
198,3.96000000000001,-760,-1142,-2479
199,3.98,-760,-1142,-2477
200,4,-758,-1143,-2476
201,4.02000000000001,-757,-1144,-2476
202,4.04000000000001,-758,-1144,-2477
203,4.06,-757,-1144,-2478
204,4.08000000000001,-757,-1144,-2477
205,4.10000000000001,-758,-1144,-2476
206,4.12,-758,-1144,-2478
207,4.14,-759,-1143,-2480
208,4.16000000000001,-760,-1142,-2480
209,4.18000000000001,-759,-1143,-2480
210,4.2,-758,-1144,-2479
211,4.22000000000001,-758,-1144,-2479
212,4.24000000000001,-758,-1144,-2479
213,4.26000000000001,-757,-1144,-2477
214,4.28,-756,-1143,-2477
215,4.30000000000001,-757,-1143,-2477
216,4.32000000000001,-759,-1144,-2478
217,4.34,-760,-1143,-2479
218,4.36,-760,-1142,-2477
219,4.38000000000001,-760,-1142,-2476
220,4.40000000000001,-760,-1142,-2477
221,4.42,-760,-1142,-2478
222,4.44000000000001,-760,-1142,-2479
223,4.46000000000001,-760,-1142,-2480
224,4.48,-760,-1142,-2479
225,4.5,-761,-1142,-2479
226,4.52000000000001,-762,-1143,-2480
227,4.54000000000001,-761,-1143,-2479
228,4.56,-759,-1143,-2478
229,4.58000000000001,-759,-1143,-2479
230,4.60000000000001,-760,-1142,-2479
231,4.62,-761,-1143,-2478
232,4.64,-762,-1144,-2478
233,4.66000000000001,-761,-1144,-2476
234,4.68000000000001,-760,-1144,-2476
235,4.7,-760,-1144,-2478
236,4.72000000000001,-760,-1145,-2483
237,4.74000000000001,-762,-1145,-2490
238,4.76000000000001,-762,-1144,-2480
239,4.78,-762,-1145,-2478
240,4.80000000000001,-762,-1145,-2484
241,4.82000000000001,-760,-1145,-2479
242,4.84,-763,-1146,-2479
243,4.86,-765,-1141,-2484
244,4.88000000000001,-767,-1138,-2490
245,4.90000000000001,-768,-1143,-2492
246,4.92,-763,-1144,-2485
247,4.94000000000001,-759,-1143,-2477
248,4.96000000000001,-759,-1144,-2478
249,4.98,-760,-1144,-2480
250,5,-759,-1144,-2479
251,5.02000000000001,-758,-1143,-2479
252,5.04000000000001,-758,-1142,-2480
253,5.06,-758,-1142,-2480
254,5.08000000000001,-758,-1142,-2480
255,5.10000000000001,-759,-1142,-2479
256,5.12,-760,-1142,-2478
257,5.14,-760,-1142,-2479
258,5.16000000000001,-760,-1142,-2480
259,5.18000000000001,-760,-1142,-2480
260,5.2,-760,-1142,-2480
261,5.22000000000001,-760,-1142,-2480
262,5.24000000000001,-760,-1143,-2481
263,5.26000000000001,-760,-1144,-2482
264,5.28,-760,-1144,-2481
265,5.30000000000001,-760,-1144,-2479
266,5.32000000000001,-759,-1144,-2478
267,5.34,-759,-1144,-2480
268,5.36,-759,-1144,-2482
269,5.38000000000001,-759,-1144,-2482
270,5.40000000000001,-762,-1145,-2481
271,5.42,-764,-1145,-2484
272,5.44000000000001,-765,-1145,-2490
273,5.46000000000001,-768,-1146,-2494
274,5.48,-767,-1144,-2488
275,5.5,-763,-1142,-2480
276,5.52000000000001,-762,-1142,-2480
277,5.54000000000001,-762,-1142,-2481
278,5.56,-761,-1142,-2481
279,5.58000000000001,-761,-1143,-2480
280,5.60000000000001,-761,-1144,-2481
281,5.62,-760,-1144,-2482
282,5.64,-760,-1144,-2482
283,5.66000000000001,-759,-1144,-2482
284,5.68000000000001,-759,-1144,-2481
285,5.7,-760,-1144,-2480
286,5.72000000000001,-761,-1144,-2480
287,5.74000000000001,-762,-1144,-2481
288,5.76000000000001,-761,-1144,-2482
289,5.78,-759,-1144,-2481
290,5.80000000000001,-759,-1143,-2482
291,5.82000000000001,-760,-1142,-2484
292,5.84,-760,-1143,-2484
293,5.86,-760,-1143,-2484
294,5.88000000000001,-760,-1143,-2482
295,5.90000000000001,-765,-1145,-2486
296,5.92,-768,-1146,-2492
297,5.94000000000001,-766,-1146,-2490
298,5.96000000000001,-764,-1146,-2484
299,5.98,-762,-1145,-2481
300,6,-761,-1144,-2482
301,6.02000000000001,-761,-1144,-2482
302,6.04000000000001,-762,-1144,-2482
303,6.06,-761,-1144,-2482
304,6.08000000000001,-760,-1143,-2483
305,6.10000000000001,-760,-1143,-2484
306,6.12,-760,-1143,-2484
307,6.14,-760,-1142,-2483
308,6.16000000000001,-760,-1142,-2482
309,6.18000000000001,-760,-1142,-2482
310,6.2,-761,-1142,-2483
311,6.22000000000001,-761,-1143,-2484
312,6.24000000000001,-760,-1144,-2483
313,6.26000000000001,-760,-1144,-2483
314,6.28,-760,-1144,-2484
315,6.30000000000001,-760,-1144,-2484
316,6.32000000000001,-760,-1144,-2484
317,6.34,-759,-1144,-2483
