k,t,x,y,z
8083,161.66,-746,-2154,-1638
8084,161.68,-746,-2154,-1642
8085,161.7,-745,-2154,-1645
8086,161.72,-744,-2153,-1646
8087,161.74,-744,-2152,-1647
8088,161.76,-743,-2151,-1648
8089,161.78,-741,-2149,-1649
8090,161.8,-740,-2148,-1651
8091,161.82,-741,-2148,-1652
8092,161.84,-741,-2148,-1653
8093,161.86,-740,-2147,-1655
8094,161.88,-741,-2146,-1656
8095,161.9,-742,-2146,-1657
8096,161.92,-744,-2146,-1660
8097,161.94,-741,-2146,-1660
8098,161.96,-738,-2146,-1658
8099,161.98,-745,-2146,-1658
8100,162,-745,-2145,-1659
8101,162.02,-739,-2144,-1660
8102,162.04,-738,-2144,-1660
8103,162.06,-738,-2144,-1661
8104,162.08,-737,-2144,-1663
8105,162.1,-737,-2143,-1664
8106,162.12,-738,-2142,-1664
8107,162.14,-738,-2141,-1665
8108,162.16,-739,-2140,-1665
8109,162.18,-740,-2140,-1665
8110,162.2,-740,-2140,-1667
8111,162.22,-740,-2140,-1668
8112,162.24,-739,-2140,-1668
8113,162.26,-738,-2139,-1668
8114,162.28,-737,-2138,-1668
8115,162.3,-735,-2138,-1669
8116,162.32,-734,-2138,-1670
8117,162.34,-735,-2138,-1670
8118,162.36,-736,-2138,-1671
8119,162.38,-737,-2138,-1671
8120,162.4,-739,-2137,-1670
8121,162.42,-739,-2136,-1670
8122,162.44,-738,-2136,-1671
8123,162.46,-737,-2136,-1673
8124,162.48,-736,-2137,-1674
8125,162.5,-736,-2138,-1674
8126,162.52,-736,-2138,-1673
8127,162.54,-737,-2138,-1672
8128,162.56,-738,-2137,-1672
8129,162.58,-738,-2136,-1672
8130,162.6,-738,-2136,-1672
8131,162.62,-737,-2135,-1673
8132,162.64,-736,-2135,-1675
8133,162.66,-737,-2136,-1676
8134,162.68,-738,-2136,-1676
8135,162.7,-738,-2135,-1676
8136,162.72,-737,-2137,-1675
8137,162.74,-734,-2135,-1672
8138,162.76,-734,-2133,-1674
8139,162.78,-738,-2135,-1680
8140,162.8,-738,-2134,-1679
8141,162.82,-736,-2134,-1676
8142,162.84,-736,-2134,-1676
8143,162.86,-736,-2133,-1677
8144,162.88,-736,-2132,-1678
8145,162.9,-736,-2132,-1678
8146,162.92,-735,-2131,-1678
8147,162.94,-735,-2130,-1677
8148,162.96,-736,-2131,-1676
8149,162.98,-736,-2132,-1677
8150,163,-736,-2132,-1678
8151,163.02,-736,-2133,-1678
8152,163.04,-735,-2133,-1677
8153,163.06,-735,-2131,-1677
8154,163.08,-736,-2131,-1678
8155,163.1,-736,-2131,-1678
8156,163.12,-735,-2130,-1678
8157,163.14,-734,-2130,-1678
8158,163.16,-734,-2130,-1678
8159,163.18,-735,-2129,-1679
8160,163.2,-736,-2129,-1679
8161,163.22,-736,-2130,-1678
8162,163.24,-736,-2131,-1678
8163,163.26,-735,-2132,-1678
8164,163.28,-734,-2131,-1678
8165,163.3,-734,-2130,-1678
8166,163.32,-734,-2129,-1678
8167,163.34,-734,-2129,-1678
8168,163.36,-735,-2130,-1678
8169,163.38,-736,-2130,-1678
8170,163.4,-735,-2129,-1679
8171,163.42,-734,-2128,-1680
8172,163.44,-734,-2128,-1680
8173,163.46,-734,-2129,-1680
8174,163.48,-734,-2130,-1679
8175,163.5,-734,-2131,-1678
8176,163.52,-734,-2131,-1678
8177,163.54,-734,-2130,-1678
8178,163.56,-734,-2130,-1678
8179,163.58,-734,-2130,-1678
8180,163.6,-734,-2130,-1678
8181,163.62,-734,-2130,-1678
8182,163.64,-735,-2131,-1678
8183,163.66,-737,-2131,-1678
8184,163.68,-738,-2130,-1679
8185,163.7,-738,-2130,-1681
8186,163.72,-737,-2129,-1682
8187,163.74,-735,-2128,-1682
8188,163.76,-735,-2128,-1682
8189,163.78,-736,-2128,-1682
8190,163.8,-735,-2129,-1681
8191,163.82,-735,-2130,-1680
8192,163.84,-736,-2130,-1680
8193,163.86,-735,-2130,-1680
8194,163.88,-734,-2130,-1680
8195,163.9,-734,-2130,-1680
