sample_local,Bx_nT,By_nT,Bz_nT,mag_nT
0,-12.89963945,5.41111958,36.62254396,39.20320955
1,-15.53691336,7.43680174,45.93444043,49.05786904
2,-18.13844796,10.21662439,54.46213851,58.30529341
3,-20.91538195,12.88408808,61.45236499,66.18040564
4,-24.35055933,8.61128627,56.80660794,62.40268180
5,-32.14775735,0.16817489,47.82724330,57.62769982
6,-40.13368123,-5.35549484,34.68938908,53.31742125
7,-45.83655062,-7.27516347,15.13439178,48.81564494
8,-50.29057629,-10.40914798,-7.75248887,51.93836259
9,-54.25236222,-12.85911329,-25.34687683,61.24654901
10,-56.34704706,-7.86649952,-33.46491879,66.00585063
11,-51.95883479,7.72107296,-32.47555686,61.75756855
12,-43.21824116,23.15869468,-24.98905703,55.03266738
13,-35.92979110,31.05839089,-13.08484798,49.26242767
14,-33.62939168,33.10286309,2.15826109,47.23762928
15,-34.36651406,34.50476976,17.77218459,51.84097771
16,-34.09903845,33.54836892,29.44112010,56.16953830
17,-33.10484245,25.05195660,36.19998872,55.08148788
18,-33.41438073,12.09239328,38.11592228,52.11113457
19,-34.77699708,3.51974754,37.65613120,51.37910437
20,-35.33716256,-0.43158249,36.60173737,50.87817312
21,-34.48936384,-1.14167777,38.74621549,51.88534342
22,-33.77080556,0.21597283,44.57238540,55.92147613
23,-36.55485561,2.17018611,50.41508834,62.31090040
24,-42.97619140,4.28941140,53.36215908,68.65036125
25,-50.55116773,6.99210297,54.71187971,74.81777760
26,-56.36179162,9.04513126,55.43653002,79.57182174
27,-60.80699299,9.43038918,55.65342233,82.96822316
28,-63.89668916,7.94168081,55.80972242,85.20905056
29,-64.28996590,4.60787831,55.60690414,85.12672933
30,-61.30657091,0.41158144,54.44073595,81.99060170
31,-55.74748849,-4.48482082,52.53771045,76.73400231
32,-49.06891913,-10.28781084,50.51714543,71.17288711
33,-41.17934051,-16.38536908,48.21492038,65.48967057
34,-31.23438176,-22.15034163,45.34467111,59.34950241
35,-19.70628757,-27.65867865,42.01481501,54.02392946
36,-7.73423987,-32.02931299,38.15241179,50.41132693
37,4.29935354,-34.70932797,34.08391098,48.83579504
38,16.39163943,-35.59756413,30.02872895,49.37202627
39,28.11355430,-35.05244675,26.18145375,52.00494668
40,37.18988335,-33.16672207,23.09963151,54.92460152
41,41.10747263,-29.68757663,20.78233074,54.80038123
42,40.45761181,-24.73515913,18.93034371,51.05883238
43,37.46571691,-18.99423497,17.50264856,45.50608325
44,33.44203540,-13.10563741,17.05106513,39.76010923
45,27.77118039,-7.60983862,17.38320986,33.63516150
46,20.02730300,-2.81449779,17.84578258,26.97195246
47,11.36933227,0.62694672,17.81549709,21.14347926
48,3.97508399,2.63365146,17.44607563,18.08598816
49,-0.94116571,3.93437624,16.95545284,17.43136513
50,-4.31882605,5.02591567,16.23626916,17.53649118
51,-7.38309005,5.20946467,14.55305249,17.13008692
52,-9.65613685,4.41377245,12.23550024,16.19968618
53,-9.98985134,3.43306022,9.89405302,14.47326216
54,-8.57229445,2.75104833,7.64578764,11.81145917
55,-6.18104182,1.97256160,5.06852726,8.23324030
56,-3.89002053,0.91010632,2.57076452,4.75072452
57,-2.11679972,0.09255389,0.84480133,2.28102971
58,-0.88711286,-0.09812601,0.17073483,0.90870695
59,-0.05950668,0.11650581,-0.04018621,0.13685605
60,0.10520406,-0.09255389,-0.47657596,0.49674818
61,0.05950668,-0.13082467,-0.54953025,0.56801376
62,0.10520406,0.32873722,0.04018621,0.34749242
