speed_kmh,sample_local,Bx_nT,By_nT,Bz_nT,mag_nT
20,0,-101.59928523,-44.00807299,-11.03268573,111.26924734
20,1,-113.57154753,-34.28390186,-10.22227355,119.07299111
20,2,-129.94815898,-20.98240809,-9.11372739,131.94637357
20,3,-142.27328917,-6.37266518,-6.37744033,142.55865957
20,4,-145.54570775,8.70799004,-1.01827739,145.80952994
20,5,-145.48781983,23.96188421,5.30578766,147.54331227
20,6,-137.97328880,36.29881739,11.43992162,143.12618340
20,7,-126.67707372,47.06589945,17.41337118,136.25529492
20,8,-114.65658437,52.22830711,22.13923366,127.92214065
20,9,-104.03691021,42.76144923,23.43506027,114.89744243
20,10,-93.93256716,27.91278533,23.46904721,100.76332138
20,11,-89.37016562,14.22574916,21.86511407,93.09931072
20,12,-88.98736724,2.22258204,19.18916138,91.05995450
20,13,-90.22651543,-7.29169255,16.60140273,92.03042671
20,14,-92.56843026,-4.67494203,16.94119269,94.22193680
20,15,-95.31603026,2.40456323,18.35796761,97.09759278
20,16,-96.68188740,8.69999533,19.95740701,99.10285245
20,17,-96.39126251,12.88772599,21.46390290,99.58949792
20,18,-95.49123348,16.30010758,22.93623135,99.55069004
20,19,-93.34214385,21.14735708,25.76029023,99.11386927
20,20,-90.73355049,26.52246497,29.08162295,98.90277613
20,21,-87.21021011,31.32840866,32.84259533,98.31442419
20,22,-82.35616318,34.90725076,37.10754379,96.84019608
20,23,-77.01257668,38.03466742,41.55789470,95.41819273
20,24,-70.21773145,40.00014411,45.38519175,92.68417863
20,25,-62.67717680,41.37222005,48.86809193,89.60010878
20,26,-54.66632176,42.13666621,52.04280987,86.44281019
20,27,-45.99259151,41.70437594,54.65049674,82.71185067
20,28,-37.07500309,40.83183094,57.04958455,79.35016931
20,29,-28.74661295,38.91474789,59.00675698,76.30545674
20,30,-20.90650259,36.26041874,60.65530764,73.69508914
20,31,-13.39182967,33.21705454,61.95764993,71.56440595
20,32,-6.87151419,29.32384618,61.73694439,68.69174597
20,33,-0.71700236,25.11799762,60.95594086,65.93219717
20,34,5.09718469,21.11227301,59.69642506,63.52458208
20,35,10.63187948,17.41649102,58.05660970,61.53812599
20,36,16.06372324,13.83473095,56.27686388,60.13757888
20,37,20.58077439,10.30649709,53.72172263,58.44497959
20,38,24.76129214,6.79795443,50.88132934,56.99336319
20,39,28.33997268,3.29742283,47.78522272,55.65478021
20,40,31.05997209,-0.19913907,44.39404281,54.18110888
20,41,33.46408036,-3.69424059,40.89431150,52.97015009
20,42,35.22461835,-6.86409696,37.26481154,51.73543993
20,43,36.66053620,-9.86020252,33.57260493,50.67877574
20,44,37.54918184,-12.71816071,29.78739926,49.58812179
20,45,37.16709854,-15.33976700,25.79319213,47.77018344
20,46,36.31754019,-17.87442428,21.72209767,45.93809199
20,47,34.69326985,-19.65391969,17.44716390,43.52359199
20,48,32.54295854,-20.86640214,13.02703615,40.79405055
20,49,30.16830427,-21.76460541,8.57457554,38.17522727
20,50,27.52625270,-21.91332422,4.23665601,35.43779932
20,51,24.78583117,-21.78632310,-0.05912621,32.99976964
20,52,21.73563051,-21.35692928,-3.89973235,30.72074176
20,53,18.36631845,-20.66560230,-7.24320183,28.58063584
20,54,14.87962684,-19.87788865,-10.40375821,26.92158868
20,55,11.62695652,-18.55747930,-13.00175245,25.46785665
20,56,8.46037783,-17.04110215,-15.39279164,24.47274382
20,57,5.66392007,-15.25182483,-17.49372662,23.88992721
20,58,3.45478408,-13.09447146,-19.20271118,23.49776229
20,59,1.46171170,-10.80171048,-20.76750525,23.45427092
20,60,0.61930397,-9.34932610,-21.53838930,23.48820235
20,61,0.37864576,-8.35439240,-21.89379226,23.43666752
20,62,0.31048107,-7.44551079,-22.10404357,23.32639646
20,63,0.18361574,-6.36276165,-22.28012899,23.17159033
20,64,0.03515566,-5.21605021,-22.44364548,23.04182367
20,65,-0.21722231,-2.95427762,-22.42593715,22.62073383
20,66,-0.54620688,0.15417782,-22.27094180,22.27817231
20,67,-0.73911008,3.49508695,-21.97711159,22.26556422
20,68,0.10309060,6.44762856,-21.10251738,22.06578305
20,69,1.32608473,9.25729774,-20.01427205,22.09133649
20,70,3.11664661,11.34922120,-18.99919558,22.34922237
20,71,5.43652539,12.67835275,-18.12482919,22.77731042
20,72,7.95115367,13.72684340,-17.30219988,23.47367025
20,73,10.88056168,14.31872153,-16.11980771,24.15078900
20,74,13.96255862,14.74262129,-14.80506618,25.12942320
20,75,16.97949645,15.05671404,-13.33930310,26.32384745
20,76,19.81095828,15.26641556,-11.68157994,27.60428992
20,77,22.57418732,15.43771369,-9.95323860,29.10298774
20,78,24.98091713,15.06667462,-8.63900641,30.42504457
20,79,27.20130005,14.40814141,-7.55041829,31.69407010
20,80,29.28036020,13.72222440,-6.50914447,32.98496472
20,81,31.12557770,13.22210543,-5.39607273,34.24533925
20,82,32.88476931,12.79033774,-4.25658800,35.54039017
20,83,34.16612154,12.37787118,-3.37993726,36.49602077
20,84,35.09328155,11.97016849,-2.70895408,37.17743638
20,85,35.87474252,11.45633324,-2.14770220,37.72078137
20,86,36.51027375,10.25659181,-1.83109914,37.96775854
20,87,37.09212042,8.80451960,-1.60449737,38.15651156
20,88,37.73635973,7.63751227,-1.11518475,38.51763332
20,89,38.46513657,6.85869243,-0.30744005,39.07304586
20,90,39.22501281,6.22273492,0.61743715,39.72033848
20,91,39.99392185,6.26305102,1.45079146,40.50733747
20,92,40.76615387,6.55215426,2.25047639,41.35063084
20,93,41.37424300,6.65379823,2.87024149,42.00403910
20,94,41.70154350,6.31464308,3.20052412,42.29818911
20,95,41.92554764,5.81332699,3.42431210,42.46495295
20,96,41.90247044,5.35980120,3.40263396,42.38068446
20,97,41.75367736,4.94175024,3.25629909,42.17100843
20,98,41.59736722,4.53802728,3.10147602,41.95895381
20,99,41.53507343,4.14276766,3.03691168,41.85149557
20,100,41.50736631,3.75062153,3.00555167,41.78470965
20,101,41.50004579,3.36396382,2.71759127,41.72475710
20,102,41.50328871,2.98106156,2.22775945,41.66980458
20,103,41.56461262,2.65347191,1.68360694,41.68323965
20,104,41.97219989,2.66954543,1.23903248,42.07525684
20,105,42.50717033,2.81204556,0.83109073,42.60818984
20,106,43.00731415,2.92615488,0.65482220,43.11171818
20,107,43.43340614,2.97366855,0.72735862,43.54115896
20,108,43.83221547,2.99668204,0.89141132,43.94357553
20,109,43.84597557,3.00129332,0.95991448,43.95905789
20,110,43.71808396,2.99913481,0.99326693,43.83209160
20,111,43.75852310,2.82906659,1.00456003,43.86138510
20,112,44.15467698,2.37676841,0.99557264,44.22980547
20,113,44.68169099,1.82064363,0.97912447,44.72948622
20,114,45.14050222,1.02114053,0.31547530,45.15315264
20,115,45.55485037,0.09793804,-0.69357597,45.56023520
20,116,45.84259437,-0.72135187,-1.64007273,45.87759415
20,117,45.80830178,-1.12907858,-2.08977357,45.86984286
20,118,45.65553855,-1.38539966,-2.35671339,45.73731114
20,119,45.56030181,-1.40895921,-2.11590003,45.63116589
20,120,45.52664822,-1.27610662,-1.51218915,45.56962654
20,121,45.57061457,-1.10559005,-0.92234225,45.59335431
20,122,45.97259905,-1.04036109,-1.22092271,46.00057464
20,123,46.50629104,-1.01386526,-1.84633734,46.55396858
20,124,47.00699728,-1.00386656,-2.43995708,47.08098270
20,125,47.43452084,-1.00162195,-2.90791475,47.53412440
20,126,47.83507478,-1.00222908,-3.32959516,47.96128695
20,127,47.85099109,-0.99727814,-3.34722916,47.97828524
20,128,47.72540712,-0.99028250,-3.21622279,47.84390487
20,129,47.59652032,-0.99184993,-3.08790408,47.70689326
20,130,47.53138730,-1.00898136,-3.03702648,47.63900032
20,131,47.48970799,-1.03183847,-3.01463786,47.59648198
20,132,46.47700422,-1.68715510,-2.66470959,46.58389304
20,133,44.94397993,-2.68008695,-2.13800984,45.07455251
20,134,43.34726724,-3.39543655,-1.37316911,43.50172594
20,135,42.04623282,-3.00486733,-0.08822863,42.15356101
20,136,40.85397236,-2.20745332,1.38804586,40.93710516
20,137,41.32489231,-1.26741347,1.92174841,41.38896203
20,138,43.05649453,-0.27772023,1.70378473,43.09108646
20,139,45.02532152,0.70905382,1.15665258,45.04575652
20,140,45.72363268,1.56778405,0.17290852,45.75082982
20,141,45.95454719,2.37940959,-0.97145609,46.02635901
20,142,45.51011246,2.71527141,-2.00584438,45.63514486
20,143,44.43989592,2.53248189,-2.87304887,44.60462110
20,144,43.13963631,2.15854689,-3.67863965,43.34997042
20,145,42.92960658,-0.67641199,-3.69621852,43.09374300
20,146,43.12065002,-4.41673096,-3.42390402,43.48127285
20,147,43.34421110,-7.33369113,-3.16446231,44.07400008
