t_local_s,t_plot_s,dBx_nT,dBy_nT,dBz_nT,b_nT
0.000000000000000000e+00,1.450000000000000000e+01,3.179999999999999716e+01,-2.799999999999999822e+00,2.660000000000000142e+01,4.155285790412014535e+01
1.999999999999990674e-02,1.451999999999999957e+01,3.479999999999999716e+01,-3.799999999999999822e+00,2.960000000000000142e+01,4.584364732435673062e+01
3.999999999999992450e-02,1.453999999999999915e+01,3.779999999999999716e+01,-6.799999999999999822e+00,3.360000000000000142e+01,5.102979521808803298e+01
5.999999999999994227e-02,1.456000000000000050e+01,3.979999999999999716e+01,-1.080000000000000071e+01,3.760000000000000142e+01,5.580716799838529596e+01
7.999999999999996003e-02,1.458000000000000007e+01,4.279999999999999716e+01,-1.580000000000000071e+01,4.160000000000000142e+01,6.174172009265695493e+01
9.999999999999997780e-02,1.459999999999999964e+01,4.679999999999999716e+01,-2.180000000000000071e+01,4.660000000000000142e+01,6.954883176588948857e+01
1.199999999999999956e-01,1.461999999999999922e+01,4.879999999999999716e+01,-2.480000000000000071e+01,4.960000000000000142e+01,7.386907336632833676e+01
1.400000000000000133e-01,1.464000000000000057e+01,4.979999999999999716e+01,-2.880000000000000071e+01,5.260000000000000142e+01,7.795024053843579281e+01
1.600000000000000311e-01,1.466000000000000014e+01,5.179999999999999716e+01,-3.779999999999999716e+01,5.960000000000000142e+01,8.754564523721325031e+01
1.800000000000000488e-01,1.467999999999999972e+01,5.279999999999999716e+01,-4.879999999999999716e+01,6.559999999999999432e+01,9.732748840897929199e+01
2.000000000000000666e-01,1.469999999999999929e+01,5.279999999999999716e+01,-6.179999999999999716e+01,7.159999999999999432e+01,1.083219276047098418e+02
2.199999999999998623e-01,1.472000000000000064e+01,5.079999999999999716e+01,-7.679999999999999716e+01,7.759999999999999432e+01,1.204186032139552793e+02
2.399999999999998801e-01,1.474000000000000021e+01,4.579999999999999716e+01,-9.379999999999999716e+01,8.259999999999999432e+01,1.331121331810139452e+02
2.599999999999998979e-01,1.475999999999999979e+01,3.679999999999999716e+01,-1.127999999999999972e+02,8.659999999999999432e+01,1.468932946053018327e+02
2.799999999999999156e-01,1.477999999999999936e+01,2.179999999999999716e+01,-1.318000000000000114e+02,8.659999999999999432e+01,1.592043969242055823e+02
2.999999999999999334e-01,1.480000000000000071e+01,3.799999999999997158e+00,-1.508000000000000114e+02,8.359999999999999432e+01,1.724646050643435728e+02
3.199999999999999512e-01,1.482000000000000028e+01,-1.720000000000000284e+01,-1.708000000000000114e+02,7.759999999999999432e+01,1.883885346829790706e+02
3.399999999999999689e-01,1.483999999999999986e+01,-4.220000000000000284e+01,-1.898000000000000114e+02,6.859999999999999432e+01,2.061815704664216753e+02
3.599999999999999867e-01,1.485999999999999943e+01,-6.920000000000000284e+01,-2.068000000000000114e+02,5.560000000000000142e+01,2.250471950502827383e+02
3.800000000000000044e-01,1.488000000000000078e+01,-9.820000000000000284e+01,-2.208000000000000114e+02,3.860000000000000142e+01,2.447158352048350878e+02
4.000000000000000222e-01,1.490000000000000036e+01,-1.281999999999999886e+02,-2.308000000000000114e+02,1.860000000000000142e+01,2.646693030935019806e+02
4.200000000000000400e-01,1.491999999999999993e+01,-1.591999999999999886e+02,-2.378000000000000114e+02,-5.399999999999998579e+00,2.862213129730209289e+02
4.400000000000000577e-01,1.493999999999999950e+01,-1.901999999999999886e+02,-2.408000000000000114e+02,-3.139999999999999858e+01,3.084584899139591130e+02
4.599999999999998535e-01,1.495999999999999908e+01,-2.211999999999999886e+02,-2.378000000000000114e+02,-5.839999999999999858e+01,3.299830904758605925e+02
4.799999999999998712e-01,1.498000000000000043e+01,-2.371999999999999886e+02,-2.348000000000000114e+02,-7.240000000000000568e+01,3.415210681641763699e+02
4.999999999999998890e-01,1.500000000000000000e+01,-2.511999999999999886e+02,-2.298000000000000114e+02,-8.540000000000000568e+01,3.510023361745616626e+02
5.199999999999999067e-01,1.501999999999999957e+01,-2.791999999999999886e+02,-2.168000000000000114e+02,-1.114000000000000057e+02,3.706276298388990540e+02
5.399999999999999245e-01,1.503999999999999915e+01,-3.041999999999999886e+02,-2.008000000000000114e+02,-1.354000000000000057e+02,3.888334347763833989e+02
5.599999999999999423e-01,1.506000000000000050e+01,-3.241999999999999886e+02,-1.828000000000000114e+02,-1.564000000000000057e+02,4.037108371099294573e+02
5.799999999999999600e-01,1.508000000000000007e+01,-3.421999999999999886e+02,-1.628000000000000114e+02,-1.744000000000000057e+02,4.171570927120860688e+02
5.999999999999999778e-01,1.509999999999999964e+01,-3.581999999999999886e+02,-1.428000000000000114e+02,-1.874000000000000057e+02,4.287398278676707832e+02
6.199999999999999956e-01,1.511999999999999922e+01,-3.711999999999999886e+02,-1.237999999999999972e+02,-1.964000000000000057e+02,4.378228408843010584e+02
6.400000000000000133e-01,1.514000000000000057e+01,-3.821999999999999886e+02,-1.067999999999999972e+02,-2.024000000000000057e+02,4.454759701712315518e+02
6.600000000000000311e-01,1.516000000000000014e+01,-3.921999999999999886e+02,-9.379999999999999716e+01,-2.064000000000000057e+02,4.530124060111378412e+02
6.800000000000000488e-01,1.517999999999999972e+01,-4.031999999999999886e+02,-8.379999999999999716e+01,-2.094000000000000057e+02,4.619967965256901721e+02
7.000000000000000666e-01,1.519999999999999929e+01,-4.161999999999999886e+02,-7.479999999999999716e+01,-2.094000000000000057e+02,4.718748139072480967e+02
7.199999999999998623e-01,1.522000000000000064e+01,-4.321999999999999886e+02,-6.879999999999999716e+01,-2.084000000000000057e+02,4.847275936028399883e+02
7.399999999999998801e-01,1.524000000000000021e+01,-4.511999999999999886e+02,-6.379999999999999716e+01,-2.064000000000000057e+02,5.002527761042410930e+02
7.599999999999998979e-01,1.525999999999999979e+01,-4.731999999999999886e+02,-5.779999999999999716e+01,-2.034000000000000057e+02,5.182959000416653907e+02
7.799999999999999156e-01,1.527999999999999936e+01,-4.971999999999999886e+02,-5.079999999999999716e+01,-2.024000000000000057e+02,5.392163202277913570e+02
