t_local_s,t_plot_s,dBx_nT,dBy_nT,dBz_nT,b_nT
0.000000000000000000e+00,2.520000000000000018e+00,2.500000000000000000e+00,-5.400000000000000355e+00,3.400000000000000355e+00,6.853466276272175861e+00
1.999999999999996225e-02,2.540000000000000036e+00,6.500000000000000000e+00,-7.400000000000000355e+00,5.400000000000000355e+00,1.123254200971445371e+01
3.999999999999998002e-02,2.560000000000000053e+00,7.500000000000000000e+00,-9.400000000000000355e+00,5.400000000000000355e+00,1.318218494787567430e+01
5.999999999999999778e-02,2.580000000000000071e+00,4.500000000000000000e+00,-1.040000000000000036e+01,8.400000000000000355e+00,1.410567261778041015e+01
8.000000000000001554e-02,2.600000000000000089e+00,6.500000000000000000e+00,-9.400000000000000355e+00,6.400000000000000355e+00,1.309847319346800987e+01
1.000000000000000333e-01,2.620000000000000107e+00,6.500000000000000000e+00,-1.540000000000000036e+01,9.400000000000000355e+00,1.917733036686806614e+01
1.199999999999999400e-01,2.640000000000000124e+00,4.500000000000000000e+00,-1.839999999999999858e+01,1.240000000000000036e+01,2.264000883392053609e+01
1.399999999999999578e-01,2.660000000000000142e+00,5.500000000000000000e+00,-2.039999999999999858e+01,1.240000000000000036e+01,2.449836729253604517e+01
1.599999999999999756e-01,2.680000000000000160e+00,2.500000000000000000e+00,-2.539999999999999858e+01,9.400000000000000355e+00,2.719871320485584931e+01
1.799999999999999933e-01,2.700000000000000178e+00,1.500000000000000000e+00,-2.839999999999999858e+01,1.140000000000000036e+01,3.063935377908613589e+01
2.000000000000000111e-01,2.720000000000000195e+00,-5.000000000000000000e-01,-3.339999999999999858e+01,1.340000000000000036e+01,3.599124893637340961e+01
2.200000000000000289e-01,2.740000000000000213e+00,-4.500000000000000000e+00,-3.639999999999999858e+01,1.140000000000000036e+01,3.840794188706288992e+01
2.399999999999999356e-01,2.759999999999999787e+00,-9.500000000000000000e+00,-4.239999999999999858e+01,1.340000000000000036e+01,4.547053991322293598e+01
2.599999999999999534e-01,2.779999999999999805e+00,-1.450000000000000000e+01,-4.439999999999999858e+01,1.440000000000000036e+01,4.887709074812043042e+01
2.799999999999999711e-01,2.799999999999999822e+00,-2.150000000000000000e+01,-4.839999999999999858e+01,1.739999999999999858e+01,5.574558278464760974e+01
2.999999999999999889e-01,2.819999999999999840e+00,-2.950000000000000000e+01,-4.839999999999999858e+01,1.639999999999999858e+01,5.900652506291147148e+01
3.200000000000000067e-01,2.839999999999999858e+00,-3.950000000000000000e+01,-5.239999999999999858e+01,1.839999999999999858e+01,6.815108216308820488e+01
3.400000000000000244e-01,2.859999999999999876e+00,-5.150000000000000000e+01,-5.339999999999999858e+01,1.939999999999999858e+01,7.668226652883963368e+01
3.599999999999999312e-01,2.879999999999999893e+00,-6.450000000000000000e+01,-5.439999999999999858e+01,1.939999999999999858e+01,8.657927003619283823e+01
3.799999999999999489e-01,2.899999999999999911e+00,-7.350000000000000000e+01,-5.439999999999999858e+01,2.339999999999999858e+01,9.438839971098143167e+01
