t_local_s,t_plot_s,dBx_nT,dBy_nT,dBz_nT,b_nT
0.000000000000000000e+00,8.140000000000000568e+00,-1.500000000000000000e+00,-1.919999999999999929e+01,1.919999999999999929e+01,2.719430087352862913e+01
2.000000000000001776e-02,8.160000000000000142e+00,-1.500000000000000000e+00,-1.819999999999999929e+01,1.919999999999999929e+01,2.649773575232419631e+01
4.000000000000003553e-02,8.179999999999999716e+00,5.000000000000000000e-01,-1.919999999999999929e+01,1.819999999999999929e+01,2.645996976566677716e+01
6.000000000000005329e-02,8.200000000000001066e+00,1.500000000000000000e+00,-2.119999999999999929e+01,1.819999999999999929e+01,2.798088633335262898e+01
8.000000000000007105e-02,8.220000000000000639e+00,-5.000000000000000000e-01,-2.119999999999999929e+01,1.919999999999999929e+01,2.860646780013219015e+01
9.999999999999997780e-02,8.240000000000000213e+00,-2.500000000000000000e+00,-2.519999999999999929e+01,2.019999999999999929e+01,3.239336351785655665e+01
1.199999999999999956e-01,8.259999999999999787e+00,-1.500000000000000000e+00,-2.519999999999999929e+01,2.419999999999999929e+01,3.497041606844276629e+01
1.400000000000000133e-01,8.280000000000001137e+00,-3.500000000000000000e+00,-2.919999999999999929e+01,2.519999999999999929e+01,3.872892975541668648e+01
1.600000000000000311e-01,8.300000000000000711e+00,-6.500000000000000000e+00,-3.119999999999999929e+01,2.619999999999999929e+01,4.125687821442625847e+01
1.800000000000000488e-01,8.320000000000000284e+00,-6.500000000000000000e+00,-3.320000000000000284e+01,2.719999999999999929e+01,4.340887006131350745e+01
2.000000000000000666e-01,8.339999999999999858e+00,-9.500000000000000000e+00,-3.520000000000000284e+01,2.719999999999999929e+01,4.548769064263429840e+01
2.199999999999999734e-01,8.360000000000001208e+00,-1.350000000000000000e+01,-3.920000000000000284e+01,2.819999999999999929e+01,5.014110090534511244e+01
2.399999999999999911e-01,8.380000000000000782e+00,-1.650000000000000000e+01,-4.120000000000000284e+01,3.019999999999999929e+01,5.368174736351267740e+01
2.600000000000000089e-01,8.400000000000000355e+00,-1.750000000000000000e+01,-4.420000000000000284e+01,3.119999999999999929e+01,5.686237772024662718e+01
2.800000000000000266e-01,8.419999999999999929e+00,-2.250000000000000000e+01,-4.720000000000000284e+01,3.019999999999999929e+01,6.038319302587434123e+01
3.000000000000000444e-01,8.440000000000001279e+00,-2.950000000000000000e+01,-4.820000000000000284e+01,3.019999999999999929e+01,6.407440986852708420e+01
3.200000000000000622e-01,8.460000000000000853e+00,-3.650000000000000000e+01,-5.220000000000000284e+01,2.919999999999999929e+01,7.006946553242717357e+01
3.400000000000000799e-01,8.480000000000000426e+00,-4.350000000000000000e+01,-5.320000000000000284e+01,2.919999999999999929e+01,7.466679315465476918e+01
3.600000000000000977e-01,8.500000000000000000e+00,-4.850000000000000000e+01,-5.520000000000000284e+01,2.819999999999999929e+01,7.870533654079626729e+01
3.800000000000001155e-01,8.520000000000001350e+00,-5.450000000000000000e+01,-5.520000000000000284e+01,3.019999999999999929e+01,8.324259726846587171e+01
4.000000000000001332e-01,8.540000000000000924e+00,-6.450000000000000000e+01,-5.720000000000000284e+01,2.819999999999999929e+01,9.070463053229421746e+01
4.199999999999999289e-01,8.560000000000000497e+00,-7.250000000000000000e+01,-6.120000000000000284e+01,2.819999999999999929e+01,9.897944231000698778e+01
4.399999999999999467e-01,8.580000000000000071e+00,-8.050000000000000000e+01,-6.220000000000000284e+01,2.719999999999999929e+01,1.053039885284503328e+02
4.599999999999999645e-01,8.600000000000001421e+00,-9.050000000000000000e+01,-6.120000000000000284e+01,2.719999999999999929e+01,1.125856562800075409e+02
4.799999999999999822e-01,8.620000000000000995e+00,-9.950000000000000000e+01,-6.320000000000000284e+01,2.719999999999999929e+01,1.209724348767106505e+02
5.000000000000000000e-01,8.640000000000000568e+00,-1.075000000000000000e+02,-6.220000000000000284e+01,2.519999999999999929e+01,1.267285682078038889e+02
5.200000000000000178e-01,8.660000000000000142e+00,-1.185000000000000000e+02,-6.320000000000000284e+01,2.119999999999999929e+01,1.359629729007129413e+02
5.400000000000000355e-01,8.679999999999999716e+00,-1.275000000000000000e+02,-6.320000000000000284e+01,2.019999999999999929e+01,1.437307552335268497e+02
5.600000000000000533e-01,8.700000000000001066e+00,-1.375000000000000000e+02,-6.320000000000000284e+01,1.719999999999999929e+01,1.523034142755834637e+02
5.800000000000000711e-01,8.720000000000000639e+00,-1.435000000000000000e+02,-6.120000000000000284e+01,1.619999999999999929e+01,1.568442858378971891e+02
6.000000000000000888e-01,8.740000000000000213e+00,-1.545000000000000000e+02,-6.020000000000000284e+01,1.419999999999999929e+01,1.664209421917806537e+02
6.200000000000001066e-01,8.760000000000001563e+00,-1.595000000000000000e+02,-5.920000000000000284e+01,1.419999999999999929e+01,1.707235484635907028e+02
6.400000000000001243e-01,8.780000000000001137e+00,-1.665000000000000000e+02,-5.920000000000000284e+01,1.119999999999999929e+01,1.770658916900711120e+02
6.599999999999999201e-01,8.800000000000000711e+00,-1.725000000000000000e+02,-5.820000000000000284e+01,1.019999999999999929e+01,1.823390523173793270e+02
6.799999999999999378e-01,8.820000000000000284e+00,-1.775000000000000000e+02,-5.720000000000000284e+01,1.019999999999999929e+01,1.867675828402776972e+02
6.999999999999999556e-01,8.839999999999999858e+00,-1.815000000000000000e+02,-5.720000000000000284e+01,7.200000000000000178e+00,1.904361572811213534e+02
7.199999999999999734e-01,8.860000000000001208e+00,-1.885000000000000000e+02,-5.320000000000000284e+01,7.200000000000000178e+00,1.959957397496180249e+02
7.399999999999999911e-01,8.880000000000000782e+00,-1.915000000000000000e+02,-5.420000000000000284e+01,2.200000000000000178e+00,1.990344944978131139e+02
7.600000000000000089e-01,8.900000000000000355e+00,-1.955000000000000000e+02,-5.220000000000000284e+01,2.200000000000000178e+00,2.023608904902328050e+02
7.800000000000000266e-01,8.919999999999999929e+00,-1.985000000000000000e+02,-5.220000000000000284e+01,2.000000000000001776e-01,2.052489464041167651e+02
8.000000000000000444e-01,8.940000000000001279e+00,-2.055000000000000000e+02,-4.720000000000000284e+01,-2.799999999999999822e+00,2.108694619901136775e+02
8.200000000000000622e-01,8.960000000000000853e+00,-2.125000000000000000e+02,-4.820000000000000284e+01,-5.799999999999999822e+00,2.179750673815700281e+02
8.400000000000000799e-01,8.980000000000000426e+00,-2.165000000000000000e+02,-4.620000000000000284e+01,-5.799999999999999822e+00,2.214505136593726604e+02
8.600000000000000977e-01,9.000000000000000000e+00,-2.165000000000000000e+02,-4.420000000000000284e+01,-8.800000000000000711e+00,2.211409731370466716e+02
8.800000000000001155e-01,9.020000000000001350e+00,-2.205000000000000000e+02,-4.220000000000000284e+01,-8.800000000000000711e+00,2.246742753409922386e+02
9.000000000000001332e-01,9.040000000000000924e+00,-2.235000000000000000e+02,-3.920000000000000284e+01,-8.800000000000000711e+00,2.270822097831532176e+02
9.199999999999999289e-01,9.060000000000000497e+00,-2.315000000000000000e+02,-3.620000000000000284e+01,-1.080000000000000071e+01,2.345619960692694974e+02
9.399999999999999467e-01,9.080000000000000071e+00,-2.405000000000000000e+02,-3.119999999999999929e+01,-1.180000000000000071e+01,2.428022446354234205e+02
9.599999999999999645e-01,9.100000000000001421e+00,-2.505000000000000000e+02,-2.219999999999999929e+01,-1.280000000000000071e+01,2.518073271372379907e+02
9.799999999999999822e-01,9.120000000000000995e+00,-2.625000000000000000e+02,-1.419999999999999929e+01,-1.180000000000000071e+01,2.631484942005179164e+02
1.000000000000000000e+00,9.140000000000000568e+00,-2.685000000000000000e+02,-6.200000000000000178e+00,-1.380000000000000071e+01,2.689258819823782005e+02
1.020000000000000018e+00,9.160000000000000142e+00,-2.755000000000000000e+02,3.799999999999999822e+00,-1.280000000000000071e+01,2.758233673929748875e+02
1.040000000000000036e+00,9.179999999999999716e+00,-2.835000000000000000e+02,1.580000000000000071e+01,-1.480000000000000071e+01,2.843253945745964870e+02
1.060000000000000053e+00,9.200000000000001066e+00,-2.865000000000000000e+02,2.580000000000000071e+01,-1.580000000000000071e+01,2.880929190382852880e+02
1.080000000000000071e+00,9.220000000000000639e+00,-2.885000000000000000e+02,3.779999999999999716e+01,-1.580000000000000071e+01,2.913944577372740810e+02
1.100000000000000089e+00,9.240000000000000213e+00,-2.905000000000000000e+02,4.879999999999999716e+01,-1.680000000000000071e+01,2.950490298238582909e+02
1.120000000000000107e+00,9.260000000000001563e+00,-2.845000000000000000e+02,6.079999999999999716e+01,-1.880000000000000071e+01,2.915310103573889364e+02
1.140000000000000124e+00,9.280000000000001137e+00,-2.795000000000000000e+02,7.079999999999999716e+01,-1.780000000000000071e+01,2.888766691860039941e+02
1.159999999999999920e+00,9.300000000000000711e+00,-2.745000000000000000e+02,8.079999999999999716e+01,-1.780000000000000071e+01,2.866979769722834703e+02
1.179999999999999938e+00,9.320000000000000284e+00,-2.595000000000000000e+02,8.679999999999999716e+01,-1.880000000000000071e+01,2.742771044035575301e+02
1.199999999999999956e+00,9.339999999999999858e+00,-2.515000000000000000e+02,9.379999999999999716e+01,-1.880000000000000071e+01,2.690801553440907128e+02
1.219999999999999973e+00,9.360000000000001208e+00,-2.355000000000000000e+02,9.779999999999999716e+01,-1.880000000000000071e+01,2.556922564333929984e+02
1.239999999999999991e+00,9.380000000000000782e+00,-2.215000000000000000e+02,1.037999999999999972e+02,-1.980000000000000071e+01,2.454154233132058209e+02
1.260000000000000009e+00,9.400000000000000355e+00,-2.075000000000000000e+02,1.037999999999999972e+02,-1.480000000000000071e+01,2.324859780717968363e+02
1.280000000000000027e+00,9.419999999999999929e+00,-1.915000000000000000e+02,1.067999999999999972e+02,-1.480000000000000071e+01,2.197669902419378332e+02
1.300000000000000044e+00,9.440000000000001279e+00,-1.725000000000000000e+02,1.047999999999999972e+02,-1.080000000000000071e+01,2.021284987328605212e+02
1.320000000000000062e+00,9.460000000000000853e+00,-1.595000000000000000e+02,1.037999999999999972e+02,-5.799999999999999822e+00,1.903899419612286295e+02
1.340000000000000080e+00,9.480000000000000426e+00,-1.435000000000000000e+02,1.017999999999999972e+02,-3.799999999999999822e+00,1.759827548369441672e+02
1.360000000000000098e+00,9.500000000000000000e+00,-1.265000000000000000e+02,9.679999999999999716e+01,-7.999999999999998224e-01,1.592894535115241013e+02
1.380000000000000115e+00,9.520000000000001350e+00,-1.155000000000000000e+02,9.079999999999999716e+01,4.200000000000000178e+00,1.469779915497555010e+02
1.400000000000000133e+00,9.540000000000000924e+00,-1.015000000000000000e+02,8.479999999999999716e+01,8.199999999999999289e+00,1.325161499591653751e+02
