t_local_s,t_plot_s,dBx_nT,dBy_nT,dBz_nT,b_nT
0.000000000000000000e+00,0.000000000000000000e+00,5.899999999999998579e+00,-6.999999999999999556e-01,9.000000000000000000e+00,1.078424777163432857e+01
2.000000000000001776e-02,2.000000000000001776e-02,5.899999999999998579e+00,-1.699999999999999956e+00,9.000000000000000000e+00,1.089495295997187796e+01
4.000000000000003553e-02,4.000000000000003553e-02,6.899999999999998579e+00,-2.700000000000000178e+00,1.000000000000000000e+01,1.244588285337765754e+01
6.000000000000005329e-02,6.000000000000005329e-02,7.899999999999998579e+00,-2.700000000000000178e+00,1.100000000000000000e+01,1.380941707676323205e+01
8.000000000000007105e-02,8.000000000000007105e-02,5.899999999999998579e+00,-2.700000000000000178e+00,1.200000000000000000e+01,1.364184738222796511e+01
9.999999999999997780e-02,9.999999999999997780e-02,9.899999999999998579e+00,-1.699999999999999956e+00,1.300000000000000000e+01,1.642863354025525524e+01
1.199999999999999956e-01,1.199999999999999956e-01,8.899999999999998579e+00,-2.700000000000000178e+00,1.400000000000000000e+01,1.680773631397160983e+01
1.400000000000000133e-01,1.400000000000000133e-01,9.899999999999998579e+00,-4.700000000000000178e+00,1.800000000000000000e+01,2.107368026710095066e+01
1.600000000000000311e-01,1.600000000000000311e-01,1.089999999999999858e+01,-5.700000000000000178e+00,1.800000000000000000e+01,2.180137610335641085e+01
1.800000000000000488e-01,1.800000000000000488e-01,1.189999999999999858e+01,-8.699999999999999289e+00,2.100000000000000000e+01,2.565735761920934621e+01
2.000000000000000666e-01,2.000000000000000666e-01,1.189999999999999858e+01,-8.699999999999999289e+00,2.300000000000000000e+01,2.731849190566711982e+01
2.199999999999999734e-01,2.199999999999999734e-01,1.389999999999999858e+01,-1.169999999999999929e+01,2.500000000000000000e+01,3.090469220037630294e+01
2.399999999999999911e-01,2.399999999999999911e-01,1.589999999999999858e+01,-1.269999999999999929e+01,2.500000000000000000e+01,3.223507406537171249e+01
2.600000000000000089e-01,2.600000000000000089e-01,1.489999999999999858e+01,-1.869999999999999929e+01,2.800000000000000000e+01,3.681983161286862583e+01
2.800000000000000266e-01,2.800000000000000266e-01,1.389999999999999858e+01,-2.769999999999999929e+01,3.000000000000000000e+01,4.313351365237939916e+01
3.000000000000000444e-01,3.000000000000000444e-01,8.899999999999998579e+00,-3.770000000000000284e+01,3.500000000000000000e+01,5.220632145631407894e+01
3.200000000000000622e-01,3.200000000000000622e-01,8.999999999999985789e-01,-4.970000000000000284e+01,3.700000000000000000e+01,6.196692666253507298e+01
3.399999999999999689e-01,3.399999999999999689e-01,-1.110000000000000142e+01,-5.770000000000000284e+01,3.900000000000000000e+01,7.052304587863459062e+01
3.599999999999999867e-01,3.599999999999999867e-01,-2.710000000000000142e+01,-6.770000000000000284e+01,3.600000000000000000e+01,8.132465800727354122e+01
3.800000000000000044e-01,3.800000000000000044e-01,-4.410000000000000142e+01,-7.370000000000000284e+01,3.300000000000000000e+01,9.200815181276058752e+01
4.000000000000000222e-01,4.000000000000000222e-01,-6.909999999999999432e+01,-7.770000000000000284e+01,2.800000000000000000e+01,1.076851893251806445e+02
4.200000000000000400e-01,4.200000000000000400e-01,-9.209999999999999432e+01,-7.370000000000000284e+01,2.200000000000000000e+01,1.199920830721760581e+02
4.400000000000000577e-01,4.400000000000000577e-01,-1.120999999999999943e+02,-6.670000000000000284e+01,1.600000000000000000e+01,1.314203180638366746e+02
4.599999999999999645e-01,4.599999999999999645e-01,-1.330999999999999943e+02,-5.570000000000000284e+01,8.000000000000000000e+00,1.445064012422978976e+02
4.799999999999999822e-01,4.799999999999999822e-01,-1.490999999999999943e+02,-3.870000000000000284e+01,1.000000000000000000e+00,1.540438249330364897e+02
