t_local_s,t_plot_s,dBx_nT,dBy_nT,dBz_nT,b_nT
0.000000000000000000e+00,1.059999999999999787e+01,-3.140000000000000568e+01,-4.310000000000000142e+01,4.200000000000002842e+00,5.349027949076355526e+01
1.999999999999990674e-02,1.061999999999999744e+01,-3.340000000000000568e+01,-4.110000000000000142e+01,6.200000000000002842e+00,5.332175916077788713e+01
3.999999999999992450e-02,1.063999999999999702e+01,-3.440000000000000568e+01,-4.510000000000000142e+01,1.020000000000000284e+01,5.763167531835249946e+01
5.999999999999994227e-02,1.065999999999999837e+01,-4.440000000000000568e+01,-4.810000000000000142e+01,5.200000000000002842e+00,6.566589678059686719e+01
7.999999999999996003e-02,1.067999999999999794e+01,-3.840000000000000568e+01,-5.310000000000000142e+01,1.020000000000000284e+01,6.631900180189687433e+01
9.999999999999997780e-02,1.069999999999999751e+01,-4.640000000000000568e+01,-5.910000000000000142e+01,1.120000000000000284e+01,7.596848030597953993e+01
1.199999999999999956e-01,1.071999999999999709e+01,-5.340000000000000568e+01,-7.009999999999999432e+01,1.020000000000000284e+01,8.871082233865267597e+01
1.400000000000000133e-01,1.073999999999999844e+01,-5.940000000000000568e+01,-6.709999999999999432e+01,1.020000000000000284e+01,9.019318156047052071e+01
1.600000000000000311e-01,1.075999999999999801e+01,-6.440000000000000568e+01,-7.909999999999999432e+01,1.120000000000000284e+01,1.026138879489516285e+02
1.800000000000000488e-01,1.077999999999999758e+01,-9.040000000000000568e+01,-9.409999999999999432e+01,1.320000000000000284e+01,1.311533834866642110e+02
2.000000000000000666e-01,1.079999999999999716e+01,-1.324000000000000057e+02,-1.180999999999999943e+02,1.220000000000000284e+01,1.778375944506672681e+02
2.199999999999998623e-01,1.081999999999999851e+01,-1.724000000000000057e+02,-1.430999999999999943e+02,9.200000000000002842e+00,2.242409641434855985e+02
2.399999999999998801e-01,1.083999999999999808e+01,-2.244000000000000057e+02,-1.690999999999999943e+02,1.200000000000002842e+00,2.809832913181849676e+02
2.599999999999998979e-01,1.085999999999999766e+01,-2.613999999999999773e+02,-1.820999999999999943e+02,2.000000000000028422e-01,3.185755954243827546e+02
2.799999999999999156e-01,1.087999999999999723e+01,-3.103999999999999773e+02,-1.860999999999999943e+02,-1.379999999999999716e+01,3.621764901260157785e+02
2.999999999999999334e-01,1.089999999999999858e+01,-3.383999999999999773e+02,-1.830999999999999943e+02,-2.379999999999999716e+01,3.854952788297153461e+02
3.199999999999999512e-01,1.091999999999999815e+01,-3.583999999999999773e+02,-1.850999999999999943e+02,-2.879999999999999716e+01,4.044032764456786140e+02
3.399999999999999689e-01,1.093999999999999773e+01,-3.793999999999999773e+02,-1.780999999999999943e+02,-3.079999999999999716e+01,4.202530309230380681e+02
3.599999999999999867e-01,1.095999999999999730e+01,-3.973999999999999773e+02,-1.740999999999999943e+02,-3.479999999999999716e+01,4.352569471013644602e+02
3.800000000000000044e-01,1.097999999999999865e+01,-4.203999999999999773e+02,-1.630999999999999943e+02,-3.779999999999999716e+01,4.525114473690140358e+02
4.000000000000000222e-01,1.099999999999999822e+01,-4.363999999999999773e+02,-1.520999999999999943e+02,-3.779999999999999716e+01,4.636897777609508466e+02
4.200000000000000400e-01,1.101999999999999780e+01,-4.623999999999999773e+02,-1.390999999999999943e+02,-4.379999999999999716e+01,4.848515339771547019e+02
4.400000000000000577e-01,1.103999999999999737e+01,-4.823999999999999773e+02,-1.290999999999999943e+02,-5.079999999999999716e+01,5.019533942509005442e+02
4.599999999999998535e-01,1.105999999999999694e+01,-5.023999999999999773e+02,-1.210999999999999943e+02,-6.179999999999999716e+01,5.204711423316377932e+02
4.799999999999998712e-01,1.107999999999999829e+01,-5.243999999999999773e+02,-1.110999999999999943e+02,-6.879999999999999716e+01,5.404368695786770331e+02
