t_local_s,t_plot_s,dBx_nT,dBy_nT,dBz_nT,b_nT
0.000000000000000000e+00,1.159999999999999920e+00,3.700000000000002842e+00,-2.500000000000000000e+00,3.400000000000000355e+00,5.612486080160913993e+00
2.000000000000001776e-02,1.179999999999999938e+00,6.700000000000002842e+00,-3.500000000000000000e+00,5.400000000000000355e+00,9.289779329994875212e+00
4.000000000000003553e-02,1.199999999999999956e+00,7.700000000000002842e+00,-4.500000000000000000e+00,6.400000000000000355e+00,1.097724920005007654e+01
5.999999999999999778e-02,1.219999999999999973e+00,6.700000000000002842e+00,-8.500000000000000000e+00,7.400000000000000355e+00,1.311106403004729515e+01
8.000000000000001554e-02,1.239999999999999991e+00,6.700000000000002842e+00,-1.050000000000000000e+01,8.400000000000000355e+00,1.502331521336086695e+01
1.000000000000000333e-01,1.260000000000000009e+00,7.700000000000002842e+00,-1.550000000000000000e+01,1.040000000000000036e+01,2.019158240455660902e+01
1.200000000000000511e-01,1.280000000000000027e+00,8.700000000000002842e+00,-1.750000000000000000e+01,1.140000000000000036e+01,2.262520718137184517e+01
1.400000000000000688e-01,1.300000000000000044e+00,5.700000000000002842e+00,-2.150000000000000000e+01,1.340000000000000036e+01,2.596728711282716873e+01
1.599999999999999756e-01,1.319999999999999840e+00,6.700000000000002842e+00,-2.150000000000000000e+01,1.340000000000000036e+01,2.620496136230694972e+01
1.799999999999999933e-01,1.339999999999999858e+00,5.700000000000002842e+00,-2.950000000000000000e+01,1.340000000000000036e+01,3.289832822500255816e+01
2.000000000000000111e-01,1.359999999999999876e+00,2.700000000000002842e+00,-3.450000000000000000e+01,1.440000000000000036e+01,3.748199567792515552e+01
2.200000000000000289e-01,1.379999999999999893e+00,-2.999999999999971578e-01,-3.850000000000000000e+01,1.340000000000000036e+01,4.076640773970647302e+01
2.400000000000000466e-01,1.399999999999999911e+00,-7.299999999999997158e+00,-4.650000000000000000e+01,1.739999999999999858e+01,5.018266633011840838e+01
2.600000000000000644e-01,1.419999999999999929e+00,-1.429999999999999716e+01,-4.950000000000000000e+01,1.739999999999999858e+01,5.438290172471490536e+01
2.799999999999999711e-01,1.439999999999999947e+00,-2.029999999999999716e+01,-5.250000000000000000e+01,1.639999999999999858e+01,5.862849136725248655e+01
2.999999999999999889e-01,1.459999999999999964e+00,-2.829999999999999716e+01,-5.750000000000000000e+01,1.739999999999999858e+01,6.640707793601522724e+01
3.200000000000000067e-01,1.479999999999999982e+00,-4.029999999999999716e+01,-5.950000000000000000e+01,2.139999999999999858e+01,7.498199783948145125e+01
3.400000000000000244e-01,1.500000000000000000e+00,-5.529999999999999716e+01,-5.750000000000000000e+01,2.339999999999999858e+01,8.313783735460046387e+01
3.600000000000000422e-01,1.520000000000000018e+00,-6.729999999999999716e+01,-5.850000000000000000e+01,2.339999999999999858e+01,9.219056350841988490e+01
3.800000000000000600e-01,1.540000000000000036e+00,-8.329999999999999716e+01,-6.050000000000000000e+01,2.439999999999999858e+01,1.058040641941508824e+02
3.999999999999999667e-01,1.559999999999999831e+00,-9.429999999999999716e+01,-5.850000000000000000e+01,2.639999999999999858e+01,1.140688388649590763e+02
4.199999999999999845e-01,1.579999999999999849e+00,-1.072999999999999972e+02,-5.450000000000000000e+01,2.839999999999999858e+01,1.236531439147424152e+02
4.400000000000000022e-01,1.599999999999999867e+00,-1.192999999999999972e+02,-5.050000000000000000e+01,2.939999999999999858e+01,1.328423878135288589e+02
4.600000000000000200e-01,1.619999999999999885e+00,-1.323000000000000114e+02,-4.150000000000000000e+01,3.039999999999999858e+01,1.419496389569202393e+02
4.800000000000000377e-01,1.639999999999999902e+00,-1.413000000000000114e+02,-3.050000000000000000e+01,3.039999999999999858e+01,1.477162821086423037e+02
5.000000000000000000e-01,1.659999999999999920e+00,-1.493000000000000114e+02,-1.850000000000000000e+01,3.039999999999999858e+01,1.534825723005709790e+02
5.200000000000000178e-01,1.679999999999999938e+00,-1.533000000000000114e+02,-1.150000000000000000e+01,2.839999999999999858e+01,1.563320184735040357e+02
5.400000000000000355e-01,1.699999999999999956e+00,-1.543000000000000114e+02,-4.500000000000000000e+00,2.539999999999999858e+01,1.564413628168714467e+02
5.600000000000000533e-01,1.719999999999999973e+00,-1.533000000000000114e+02,5.500000000000000000e+00,2.439999999999999858e+01,1.553270742658858126e+02
5.800000000000000711e-01,1.739999999999999991e+00,-1.513000000000000114e+02,1.250000000000000000e+01,2.039999999999999858e+01,1.531799595247368018e+02
6.000000000000000888e-01,1.760000000000000009e+00,-1.463000000000000114e+02,2.350000000000000000e+01,1.639999999999999858e+01,1.490801797691430295e+02
6.200000000000001066e-01,1.780000000000000027e+00,-1.383000000000000114e+02,3.150000000000000000e+01,1.340000000000000036e+01,1.424735063090678864e+02
6.400000000000001243e-01,1.800000000000000044e+00,-1.283000000000000114e+02,4.150000000000000000e+01,1.040000000000000036e+01,1.352453326366570252e+02
6.600000000000001421e-01,1.820000000000000062e+00,-1.192999999999999972e+02,5.050000000000000000e+01,8.400000000000000355e+00,1.298202603602380805e+02
6.800000000000001599e-01,1.840000000000000080e+00,-1.062999999999999972e+02,5.550000000000000000e+01,9.400000000000000355e+00,1.202842466825976260e+02
7.000000000000001776e-01,1.860000000000000098e+00,-9.429999999999999716e+01,5.650000000000000000e+01,8.400000000000000355e+00,1.102510770922443157e+02
7.199999999999999734e-01,1.879999999999999893e+00,-8.029999999999999716e+01,5.850000000000000000e+01,5.400000000000000355e+00,9.949623108439837438e+01
