t_local_s,t_plot_s,dBx_nT,dBy_nT,dBz_nT,b_nT
0.000000000000000000e+00,1.099999999999999867e+00,1.100000000000001421e+00,-6.000000000000000888e-01,-2.200000000000000178e+00,2.531797780234433137e+00
1.999999999999999001e-02,1.119999999999999885e+00,1.100000000000001421e+00,-2.600000000000000089e+00,-2.000000000000001776e-01,2.830194339616982191e+00
3.999999999999998002e-02,1.139999999999999902e+00,-8.999999999999985789e-01,-6.599999999999999645e+00,2.799999999999999822e+00,7.225648759800049170e+00
5.999999999999999778e-02,1.159999999999999920e+00,-8.999999999999985789e-01,-1.059999999999999964e+01,5.799999999999999822e+00,1.211651765153668237e+01
8.000000000000001554e-02,1.179999999999999938e+00,-3.899999999999998579e+00,-1.459999999999999964e+01,7.799999999999999822e+00,1.700617534897250138e+01
9.999999999999997780e-02,1.199999999999999734e+00,-9.899999999999998579e+00,-2.160000000000000142e+01,9.800000000000000711e+00,2.570233452431899579e+01
1.199999999999999956e-01,1.219999999999999751e+00,-1.289999999999999858e+01,-2.360000000000000142e+01,1.180000000000000071e+01,2.937022301583697725e+01
1.400000000000000133e-01,1.239999999999999769e+00,-2.189999999999999858e+01,-2.660000000000000142e+01,1.280000000000000071e+01,3.675608793111693728e+01
1.599999999999999756e-01,1.259999999999999787e+00,-3.589999999999999858e+01,-3.060000000000000142e+01,1.480000000000000071e+01,4.943895225427011297e+01
1.799999999999999933e-01,1.279999999999999805e+00,-4.989999999999999858e+01,-3.360000000000000142e+01,1.380000000000000071e+01,6.172041801543473127e+01
2.000000000000000111e-01,1.299999999999999822e+00,-6.189999999999999858e+01,-3.760000000000000142e+01,1.980000000000000071e+01,7.508268775157159780e+01
2.199999999999999734e-01,1.319999999999999840e+00,-7.490000000000000568e+01,-4.960000000000000142e+01,2.680000000000000071e+01,9.374651993540881278e+01
2.399999999999999911e-01,1.339999999999999858e+00,-9.390000000000000568e+01,-6.659999999999999432e+01,2.780000000000000071e+01,1.184297682172856412e+02
2.600000000000000089e-01,1.359999999999999876e+00,-1.229000000000000057e+02,-7.359999999999999432e+01,1.180000000000000071e+01,1.437379908027102147e+02
2.799999999999999711e-01,1.379999999999999893e+00,-1.549000000000000057e+02,-7.059999999999999432e+01,-1.019999999999999929e+01,1.705356560957268073e+02
2.999999999999999889e-01,1.399999999999999911e+00,-1.769000000000000057e+02,-5.260000000000000142e+01,-3.220000000000000284e+01,1.873424938448295620e+02
3.200000000000000067e-01,1.419999999999999929e+00,-1.779000000000000057e+02,-5.160000000000000142e+01,-3.420000000000000284e+01,1.883629740686847356e+02
3.400000000000000244e-01,1.439999999999999947e+00,-1.709000000000000057e+02,-4.960000000000000142e+01,-3.320000000000000284e+01,1.810226781372985840e+02
3.600000000000000422e-01,1.459999999999999964e+00,-1.649000000000000057e+02,-2.660000000000000142e+01,-3.620000000000000284e+01,1.709093619436922609e+02
