t_local_s,t_plot_s,dBx_nT,dBy_nT,dBz_nT,b_nT
0.000000000000000000e+00,1.341999999999999815e+01,-4.100000000000022737e+00,-1.739999999999999858e+01,4.370000000000000284e+01,4.721503997668539654e+01
2.000000000000001776e-02,1.343999999999999773e+01,-4.100000000000022737e+00,-1.539999999999999858e+01,4.970000000000000284e+01,5.219252820088331646e+01
4.000000000000003553e-02,1.345999999999999730e+01,-3.100000000000022737e+00,-2.039999999999999858e+01,5.270000000000000284e+01,5.659558286651000003e+01
5.999999999999994227e-02,1.347999999999999865e+01,-2.100000000000022737e+00,-2.239999999999999858e+01,5.870000000000000284e+01,6.286382107381001560e+01
7.999999999999996003e-02,1.349999999999999822e+01,-7.100000000000022737e+00,-2.539999999999999858e+01,6.170000000000000284e+01,6.710037257720705384e+01
9.999999999999997780e-02,1.351999999999999780e+01,-9.100000000000022737e+00,-2.739999999999999858e+01,6.770000000000000284e+01,7.359932064903860294e+01
1.199999999999999956e-01,1.353999999999999737e+01,-1.210000000000002274e+01,-3.439999999999999858e+01,6.870000000000000284e+01,7.777827460158782458e+01
1.400000000000000133e-01,1.355999999999999872e+01,-1.210000000000002274e+01,-4.139999999999999858e+01,7.570000000000000284e+01,8.712554160520323876e+01
1.600000000000000311e-01,1.357999999999999829e+01,-1.810000000000002274e+01,-4.439999999999999858e+01,8.370000000000000284e+01,9.646066555855811941e+01
1.799999999999999378e-01,1.359999999999999787e+01,-2.110000000000002274e+01,-4.939999999999999858e+01,8.870000000000000284e+01,1.036979266909420971e+02
1.999999999999999556e-01,1.361999999999999744e+01,-2.710000000000002274e+01,-5.439999999999999858e+01,9.170000000000000284e+01,1.100120902446635682e+02
2.199999999999999734e-01,1.363999999999999879e+01,-2.910000000000002274e+01,-6.339999999999999858e+01,9.770000000000000284e+01,1.200485735025618794e+02
2.399999999999999911e-01,1.365999999999999837e+01,-3.810000000000002274e+01,-7.340000000000000568e+01,1.037000000000000028e+02,1.326380789969456657e+02
2.600000000000000089e-01,1.367999999999999794e+01,-4.410000000000002274e+01,-8.340000000000000568e+01,1.087000000000000028e+02,1.439307472363011300e+02
2.800000000000000266e-01,1.369999999999999751e+01,-4.710000000000002274e+01,-8.540000000000000568e+01,1.097000000000000028e+02,1.467843997160461242e+02
3.000000000000000444e-01,1.371999999999999886e+01,-5.010000000000002274e+01,-9.340000000000000568e+01,1.157000000000000028e+02,1.569078073264680029e+02
3.200000000000000622e-01,1.373999999999999844e+01,-6.010000000000002274e+01,-1.004000000000000057e+02,1.177000000000000028e+02,1.659682499757107337e+02
3.400000000000000799e-01,1.375999999999999801e+01,-6.510000000000002274e+01,-1.014000000000000057e+02,1.217000000000000028e+02,1.712625469856150744e+02
3.600000000000000977e-01,1.377999999999999758e+01,-7.810000000000002274e+01,-1.114000000000000057e+02,1.197000000000000028e+02,1.812116442174729798e+02
3.799999999999998934e-01,1.379999999999999716e+01,-9.110000000000002274e+01,-1.204000000000000057e+02,1.267000000000000028e+02,1.970996194821289009e+02
3.999999999999999112e-01,1.381999999999999851e+01,-1.071000000000000227e+02,-1.334000000000000057e+02,1.346999999999999886e+02,2.177385129002216786e+02
4.199999999999999289e-01,1.383999999999999808e+01,-1.231000000000000227e+02,-1.364000000000000057e+02,1.336999999999999886e+02,2.272317319390054138e+02
4.399999999999999467e-01,1.385999999999999766e+01,-1.471000000000000227e+02,-1.424000000000000057e+02,1.326999999999999886e+02,2.439784006833392027e+02
4.599999999999999645e-01,1.387999999999999901e+01,-1.641000000000000227e+02,-1.514000000000000057e+02,1.336999999999999886e+02,2.602430786783771737e+02
4.799999999999999822e-01,1.389999999999999858e+01,-1.911000000000000227e+02,-1.584000000000000057e+02,1.306999999999999886e+02,2.805214073827521588e+02
5.000000000000000000e-01,1.391999999999999815e+01,-2.161000000000000227e+02,-1.644000000000000057e+02,1.326999999999999886e+02,3.022182324083045728e+02
5.200000000000000178e-01,1.393999999999999773e+01,-2.661000000000000227e+02,-1.664000000000000057e+02,1.336999999999999886e+02,3.411361311851912319e+02
5.400000000000000355e-01,1.395999999999999730e+01,-3.291000000000000227e+02,-1.574000000000000057e+02,1.207000000000000028e+02,3.842525992104672810e+02
5.600000000000000533e-01,1.397999999999999865e+01,-3.901000000000000227e+02,-1.494000000000000057e+02,1.177000000000000028e+02,4.339949999711978421e+02
5.800000000000000711e-01,1.399999999999999822e+01,-4.431000000000000227e+02,-1.424000000000000057e+02,1.127000000000000028e+02,4.788701911791962971e+02
6.000000000000000888e-01,1.401999999999999780e+01,-4.651000000000000227e+02,-1.384000000000000057e+02,1.017000000000000028e+02,4.957978015280019690e+02
6.199999999999998845e-01,1.403999999999999737e+01,-4.781000000000000227e+02,-1.314000000000000057e+02,9.570000000000000284e+01,5.049792669011273460e+02
6.399999999999999023e-01,1.405999999999999872e+01,-4.931000000000000227e+02,-1.294000000000000057e+02,8.770000000000000284e+01,5.172845058572700054e+02
6.599999999999999201e-01,1.407999999999999829e+01,-5.051000000000000227e+02,-1.264000000000000057e+02,8.170000000000000284e+01,5.270463546975730651e+02
6.799999999999999378e-01,1.409999999999999787e+01,-5.211000000000000227e+02,-1.224000000000000057e+02,7.570000000000000284e+01,5.406084165086592748e+02
6.999999999999999556e-01,1.411999999999999744e+01,-5.351000000000000227e+02,-1.124000000000000057e+02,6.670000000000000284e+01,5.508308814872310677e+02
7.199999999999999734e-01,1.413999999999999879e+01,-5.451000000000000227e+02,-1.024000000000000057e+02,5.270000000000000284e+01,5.571328925848840754e+02
