sample_local,Bx_nT,By_nT,Bz_nT,mag_nT
0,6.80615751,-2.13270627,-2.94536885,7.71669707
1,8.30945982,-1.49855247,-2.94627158,8.94277911
2,9.81864482,-0.55348368,-2.81884290,10.23024954
3,11.30195668,0.79602428,-2.51869169,11.60653641
4,12.71235349,2.64764619,-1.99305724,13.13720818
5,13.98119092,5.08949759,-1.18279444,14.92567211
6,15.00967398,8.17970431,-0.02657574,17.09381706
7,15.65753168,11.91967631,1.53295791,19.73795687
8,15.72868746,16.22356212,3.54313083,22.87245839
9,14.95501578,20.88930730,6.04008436,26.39125377
10,12.98278474,25.58019479,9.05996436,30.08291906
11,9.37352420,29.82819771,12.66806686,33.73520791
12,3.64170166,33.06848750,16.99709501,37.35890918
13,-4.64089417,34.70315596,22.24954825,41.48360314
14,-15.66070543,34.17111806,28.56843741,47.21311915
15,-29.16086492,30.98919425,35.67273331,55.52684130
16,-44.43281046,24.77822700,42.31797595,66.17436261
17,-60.80059289,15.43678246,46.06278185,77.82535718
18,-78.57141301,3.72433142,43.93204083,90.09640281
19,-99.48689518,-7.87966692,35.57240565,105.94870224
20,-125.17394055,-15.15293497,24.10716570,128.37165680
21,-153.91514941,-14.19838616,14.56053906,155.25294421
22,-179.26427939,-4.65889562,10.54584356,179.63463472
23,-193.44720751,9.11729750,12.16724591,194.04378135
24,-192.81397040,20.57529460,16.67321143,194.62416579
25,-181.69838306,24.95313562,20.46679069,184.54227403
26,-168.59457999,21.54595337,21.63310694,171.33695405
27,-159.78242608,13.15445469,20.32875358,161.60668793
28,-157.17957900,3.92222632,17.81524425,158.23459433
29,-158.82130220,-2.69870202,15.54095297,159.60266365
30,-161.16637659,-4.93860310,14.58005379,161.89987249
31,-161.27668522,-2.72352892,15.42354045,162.03540479
32,-157.80289099,2.81945003,18.00096283,158.85130268
33,-150.85375387,9.98909166,21.84442271,152.75410244
34,-141.35993760,17.07413214,26.31915829,144.79936478
35,-130.45494183,22.60980881,30.81926742,135.93940763
36,-119.09895790,25.85640267,34.89248477,126.76987349
37,-107.96626599,26.88524762,38.37308430,117.69462490
38,-97.29994710,25.97101278,41.20952121,108.81175418
39,-87.10263264,23.54300606,43.40236554,100.12445796
40,-77.27506076,20.07061952,44.95212995,91.62400761
41,-67.70026649,15.97726935,45.82625740,83.29852992
42,-58.30411667,11.58902185,45.95090793,75.13428903
43,-49.09645840,7.11955334,45.22777607,67.13197446
44,-40.19332891,2.68779252,43.57094891,59.33932513
45,-31.81595891,-1.64045324,40.95404453,51.88622256
46,-24.31009913,-5.80046254,37.45414207,45.02709233
47,-18.04077254,-9.68339168,33.27776419,39.07233212
48,-13.13632256,-13.11490202,28.75711761,34.22769987
49,-9.64652149,-15.86796267,24.31257217,30.59328001
50,-7.46273141,-17.70754708,20.38821196,28.01658028
51,-6.33562630,-18.45135234,17.37706629,26.12575351
52,-5.92283656,-18.02332575,15.55666518,24.53426371
53,-5.85281461,-16.48010348,15.05163846,23.07381785
54,-5.78742593,-14.00254456,15.83009306,21.91249414
55,-5.46832909,-10.85848187,17.72937746,21.49744349
56,-4.73945716,-7.35168424,20.49938595,22.28754226
57,-3.54616545,-3.77305436,23.84985060,24.40546255
58,-1.91750853,-0.36510660,27.49108364,27.56029429
59,0.05974471,2.69626160,31.16271210,31.27919471
60,2.26777511,5.30443896,34.64962743,35.12657907
61,4.58011779,7.41397231,37.78736275,38.77923733
62,6.87766947,9.02692145,40.46027694,42.02168081
63,9.05826468,10.17796720,42.59578620,44.72185346
64,11.04096565,10.92099733,44.15710194,46.80834068
65,12.76661503,11.31846942,45.13601620,48.25302237
66,14.19611545,11.43382635,45.54650438,49.05859905
67,15.30758764,11.32664847,45.41938623,49.24972944
68,16.09319644,11.04997200,44.79798593,48.86667982
69,16.55611696,10.64916588,43.73460467,47.96066501
70,16.70787574,10.16183398,42.28759837,46.59030969
71,16.56614442,9.61832676,40.51888912,44.81885458
72,16.15297114,9.04256437,38.49179390,42.71187944
73,15.49338972,8.45297379,36.26910782,40.33541958
74,14.61433174,7.86341877,33.91142099,37.75442386
75,13.54376935,7.28405600,31.47567475,35.03154665
76,12.31002809,6.72208655,29.01397465,32.22629306
77,10.94122355,6.18239400,26.57267859,29.39455078
78,9.46478970,5.66807325,24.19177054,26.58855130
79,7.90707871,5.18086070,21.90451886,23.85730827
80,6.29302135,4.72147870,19.73740472,21.24757925
81,4.64584313,4.28990794,17.71029395,18.80536307
82,2.98683499,3.88560008,15.83681598,16.57781082
83,1.33517916,3.50764198,14.12490703,14.61503522
84,-0.29216947,3.15488096,12.57747158,12.97040587
85,-1.88054678,2.82601913,11.19311692,11.69652541
86,-3.41758953,2.51968338,9.96691840,10.83365981
87,-4.89319573,2.23447640,8.89117845,10.39179020
88,-6.29944039,1.96901315,7.95614885,10.33732396
89,-7.63045273,1.72194603,7.15069296,10.59817516
90,-8.88226225,1.49198166,6.46287175,11.08554479
91,-10.05262116,1.27789134,5.88044435,11.71613521
92,-11.14081075,1.07851687,5.39127931,12.42363697
93,-12.14743918,0.89277295,4.98367818,13.16033321
94,-13.07423716,0.71964727,4.64661650,13.89404961
95,-13.92385770,0.55819892,4.36991000,14.60416080
96,-14.69968457,0.40755568,4.14431574,15.27816026
97,-15.40565355,0.26691063,3.96157851,15.90910139
98,-16.04608938,0.13551847,3.81443325,16.49379431
99,-16.62556016,0.01269150,3.69657341,17.03156090
100,-17.14875039,-0.10220427,3.60259471,17.52337794
101,-17.62035299,-0.20975306,3.52792233,17.97128464
102,-18.04497962,-0.31049301,3.46872855,18.37796978
103,-18.42708887,-0.40491976,3.42184637,18.74648225
104,-18.77093066,-0.49348981,3.38468353,19.08002759
105,-19.08050561,-0.57662365,3.35514017,19.38182537
106,-19.35953750,-0.65470863,3.33153232,19.65501064
107,-19.61145723,-0.72810173,3.31252261,19.90256749
108,-19.83939636,-0.79713202,3.29705888,20.12728657
109,-20.04618867,-0.86210294,3.28432082,20.33174034
110,-20.23437803,-0.92329443,3.27367442,20.51827164
111,-20.40623116,-0.98096487,3.26463367,20.68899213
112,-20.56375397,-1.03535284,3.25682890,20.84578776
113,-20.70871032,-1.08667877,3.24998087,20.99032943
114,-20.84264219,-1.13514643,3.24388001,21.12408693
115,-20.96689049,-1.18094426,3.23836979,21.24834499
116,-21.08261573,-1.22424667,3.23333374,21.36422039
