sample_local,Bx_nT,By_nT,Bz_nT,mag_nT
0,-0.00402219,0.39600696,0.16061795,0.42735912
1,-0.00723778,0.90030360,0.39193690,0.98194373
2,-0.00400845,1.58283827,0.76425265,1.75769030
3,0.00159185,2.33094306,1.18843822,2.61642571
4,0.02216116,0.85312360,0.57282934,1.02783484
5,0.06703139,-4.44337715,-1.83701500,4.80860872
6,0.12084144,-11.14469225,-4.90692168,12.17771113
7,-1.81947285,-27.81800253,-13.43593079,30.94634037
8,-4.82622377,-49.73537248,-24.84244698,55.80364579
9,-11.00402493,-65.75222675,-34.19065564,74.92292587
10,-25.29434044,-60.02662521,-34.99042890,73.94139238
11,-42.56908318,-46.30242119,-32.64540853,70.86440396
12,-51.92676493,-28.95379501,-27.29851106,65.42109650
13,-54.76643430,-9.99909594,-20.10939815,59.19233176
14,-54.16181855,8.38633118,-12.47934891,56.21002836
15,-46.01304875,19.60340960,-6.10739153,50.38645210
16,-35.08893979,28.18339992,-0.19826028,45.00641103
17,-24.47998161,27.91343623,3.37410549,37.28020935
18,-14.98892991,18.47869542,4.46216912,24.20828696
19,-5.90940282,5.67252843,4.63626152,9.41241421
20,-4.47515519,-5.40432715,3.15307181,7.69256965
21,-5.85344869,-15.84500463,1.06020210,16.92486519
22,-8.51946357,-21.57570352,-0.25742941,23.19824372
23,-11.99654528,-19.60671569,0.04262598,22.98569589
24,-15.77200180,-14.80517140,0.93779512,21.65245022
25,-17.36069385,-9.61571054,2.51732350,20.00481187
26,-17.76229375,-4.39252697,4.42615903,18.82509645
27,-17.43431615,0.83072678,6.74533432,18.71216240
28,-16.10592205,6.02317366,9.93829643,19.86074223
29,-14.40949528,11.20428733,13.45270675,22.67476412
30,-11.33481420,15.48188736,17.45906197,25.94196781
31,-7.25606937,19.06744713,21.79583599,29.85425513
32,-2.59602220,22.21341562,26.16664049,34.42191510
33,3.54893458,24.08808684,30.02503084,38.65660799
34,10.24015907,25.49507395,33.69491454,43.47650997
35,17.52428269,25.95564541,36.91362356,48.40879689
36,25.32041385,25.48739878,39.68004459,53.52790667
37,33.30485073,24.67739189,42.28004010,59.20969974
38,40.40817821,22.49764456,44.11376285,63.91391827
39,47.18736365,19.81399787,45.66558960,68.58999835
40,53.40991258,16.65202879,46.54125005,72.77359948
41,58.84463267,12.92358736,46.40505569,76.04695324
42,63.98952671,8.98675240,45.89662075,79.25857079
43,68.71916679,5.25745601,44.65110897,82.11995044
44,73.24462949,1.65185295,43.03446722,84.96746281
45,77.44435758,-1.87463769,41.10255703,87.69585499
46,80.89788915,-5.28802946,38.60795779,89.79424330
47,84.07691036,-8.65981448,35.90635682,91.83237830
48,86.35822238,-11.98999927,32.87426700,93.17843144
49,87.99069703,-15.29436591,29.61889431,94.09335413
50,89.29654743,-18.54865197,26.26067468,94.90810770
51,89.95494550,-21.54115160,22.74045307,95.25251513
52,90.37515918,-24.43734538,19.16063426,95.56141037
53,89.85207441,-27.07365729,15.42372977,95.10136505
54,88.34039497,-29.44607203,11.52769462,93.82954910
55,86.46497112,-31.72133977,7.57310268,92.41096532
56,83.61201605,-33.06299646,3.37648825,89.97517233
57,80.39944735,-34.06119683,-0.90916129,87.32160579
58,76.96212977,-34.61492951,-5.14921640,84.54511927
59,73.31889666,-34.58112459,-9.26806525,81.59296427
60,69.59991147,-34.33117665,-13.34232482,78.74512682
61,65.44267240,-33.63072003,-16.82683764,75.47788527
62,61.05585411,-32.70273713,-19.99889772,72.09190140
63,56.66380554,-31.54778479,-22.89863023,68.77788053
64,52.46782346,-29.95130694,-25.30487606,65.50030564
65,48.34397021,-28.19240094,-27.52957828,62.36849050
66,44.81072486,-26.21222469,-29.28253219,59.60325895
67,41.72029031,-24.08606721,-30.70002004,57.12453490
68,38.97138036,-22.00895858,-31.89514652,54.95874013
69,37.41910963,-20.56598115,-32.41518021,53.60870502
70,36.30705786,-19.35628755,-32.68686114,52.54806571
71,35.25920425,-18.05799902,-32.79613235,51.42848539
72,34.16168195,-16.59635348,-32.79239099,50.17768797
73,33.04587549,-15.07450674,-32.74705165,48.90439685
74,31.78900377,-12.35829218,-32.43094759,47.06415310
75,30.48023704,-9.20269424,-32.01523476,45.15207291
76,29.64504519,-6.03358225,-31.37285046,43.58312248
77,29.64071154,-3.05692547,-30.39380419,42.56406826
78,29.94203353,-0.15106900,-29.29090691,41.88681680
79,30.99701575,1.82175918,-28.18471632,41.93461608
80,32.43604033,3.30029917,-27.08435353,42.38573927
81,34.11442548,4.46582007,-25.90747802,43.06895625
82,36.12594728,5.18839311,-24.50590757,43.96069831
83,38.26002321,5.74801473,-23.02167646,45.02073563
84,40.23720198,6.10187457,-21.39195391,45.97696150
85,42.07590828,6.32174141,-19.66269775,46.87182688
86,43.80840566,6.43425514,-17.94303324,47.77581488
87,45.17050277,6.15920920,-16.50391274,48.48390779
88,46.39633724,5.74158802,-15.16799862,49.14930442
89,47.42651808,5.34384407,-13.90254242,49.71028035
90,48.27562491,5.00763499,-12.68736355,50.16554158
91,49.05805087,4.69405338,-11.49071399,50.60398206
92,49.19141661,4.29681355,-10.60928076,50.50559289
93,49.08600644,3.86879757,-9.84380915,50.21259007
94,48.84657402,3.22444299,-9.18433322,49.80699552
95,48.49629000,2.22726969,-8.64826054,49.31169521
96,48.10522596,1.10030162,-8.15758537,48.80440172
97,47.82237032,0.34700266,-7.38003453,48.38971402
98,47.59983843,-0.19865970,-6.44639870,48.03478053
99,47.39881007,-0.52766297,-5.47455939,47.71683586
100,47.20397251,-0.42647594,-4.53668103,47.42339483
101,47.01141242,-0.16703073,-3.61129622,47.15020952
102,46.54409512,-0.12300456,-2.95107227,46.63771809
103,45.86552616,-0.26761877,-2.49256106,45.93398492
104,45.07436966,-0.48692968,-2.13928620,45.12773478
105,44.03276645,-0.76548727,-2.01072434,44.08529805
106,42.89902905,-1.06584049,-1.96482976,42.95722600
107,41.80885006,-1.35964800,-1.94572329,41.87617969
108,40.79275556,-1.64013006,-1.93375535,40.87148569
109,39.80391657,-1.91570074,-1.92444386,39.89643052
110,38.83582948,-2.11624937,-2.15675142,38.95319935
111,37.87537658,-2.28919894,-2.47794566,38.02531785
112,37.08024866,-2.33682568,-2.78557559,37.25808673
113,36.56251536,-2.18486976,-3.02656267,36.75256817
114,36.14682983,-1.95949147,-3.24303321,36.34487829
115,35.64615704,-1.73099708,-3.18532797,35.83003177
116,35.09381962,-1.50533448,-2.98261365,35.25249199
117,34.41526769,-1.30862029,-2.73461825,34.54853505
118,33.42243917,-1.19227651,-2.49011362,33.53627334
119,32.31399476,-1.10549936,-2.24689317,32.41087649
120,31.53039544,-1.27883913,-2.14220256,31.62894715
121,31.01315295,-1.64750001,-2.14366032,31.13077564
122,30.57449080,-2.11119248,-2.25177411,30.72990576
123,30.04842739,-2.74874940,-2.80430217,30.30392256
124,29.49021086,-3.45026749,-3.52032110,29.89932345
125,28.69970637,-3.94032816,-4.00574679,29.24457794
