"X","Y","Z"
"-430","-3108","547"
"-430","-3108","546"
"-430","-3108","547"
"-430","-3109","548"
"-431","-3110","548"
"-431","-3110","548"
"-431","-3110","547"
"-432","-3109","546"
"-432","-3109","547"
"-432","-3109","548"
"-432","-3108","548"
"-432","-3108","547"
"-431","-3109","546"
"-430","-3110","546"
"-430","-3110","546"
"-430","-3110","546"
"-430","-3110","546"
"-430","-3109","546"
"-430","-3108","545"
"-430","-3109","545"
"-430","-3110","547"
"-431","-3110","548"
"-432","-3110","548"
"-432","-3110","549"
"-431","-3110","551"
"-430","-3110","552"
"-430","-3110","553"
"-430","-3110","553"
"-430","-3111","552"
"-430","-3112","552"
"-430","-3112","552"
"-430","-3112","552"
"-431","-3112","551"
"-432","-3112","550"
"-432","-3112","549"
"-433","-3112","547"
"-434","-3112","546"
"-434","-3112","546"
"-434","-3112","546"
"-435","-3112","546"
"-436","-3112","546"
"-436","-3112","547"
"-436","-3112","548"
"-435","-3112","549"
"-434","-3112","550"
"-434","-3112","550"
"-434","-3112","549"
"-434","-3112","548"
"-433","-3112","548"
"-432","-3112","548"
"-433","-3111","548"
"-433","-3110","547"
"-433","-3110","547"
"-434","-3110","548"
"-434","-3110","549"
"-431","-3109","555"
"-435","-3109","558"
"-437","-3109","554"
"-432","-3111","550"
"-432","-3114","548"
"-428","-3115","550"
"-433","-3113","554"
"-437","-3113","554"
"-432","-3114","552"
"-432","-3112","552"
"-431","-3112","551"
"-430","-3112","548"
"-430","-3112","547"
"-431","-3112","547"
"-431","-3112","546"
"-431","-3112","546"
"-432","-3111","547"
"-432","-3109","548"
"-432","-3108","549"
"-432","-3108","550"
"-432","-3108","551"
"-432","-3108","552"
"-432","-3108","552"
"-432","-3108","552"
"-432","-3108","552"
"-432","-3109","552"
"-432","-3110","552"
"-432","-3110","552"
"-431","-3110","553"
"-430","-3110","554"
"-430","-3110","554"
"-431","-3110","555"
"-431","-3110","556"
"-430","-3110","556"
"-430","-3110","556"
"-430","-3109","557"
"-430","-3108","558"
"-431","-3108","558"
"-432","-3108","558"
"-432","-3109","557"
"-432","-3110","555"
"-432","-3110","554"
"-432","-3110","553"
"-432","-3110","552"
"-433","-3110","551"
"-433","-3110","550"
"-432","-3111","550"
"-432","-3111","551"
"-432","-3111","552"
"-432","-3112","552"
"-431","-3111","553"
"-430","-3110","554"
"-430","-3110","554"
"-429","-3110","554"
"-428","-3110","554"
"-428","-3110","554"
"-428","-3110","554"
"-429","-3110","554"
"-430","-3110","554"
"-430","-3111","554"
"-430","-3112","554"
"-430","-3111","555"
"-431","-3110","556"
"-431","-3110","556"
"-430","-3110","556"
"-430","-3110","557"
"-430","-3110","557"
"-430","-3110","556"
"-430","-3110","557"
"-430","-3110","558"
"-430","-3111","558"
"-429","-3113","557"
"-428","-3114","554"
"-430","-3114","552"
"-434","-3111","554"
"-434","-3111","558"
"-430","-3107","556"
"-433","-3105","554"
"-435","-3110","556"
"-432","-3110","556"
"-432","-3109","556"
"-432","-3108","556"
"-432","-3108","557"
"-432","-3108","558"
"-432","-3108","558"
"-433","-3108","559"
"-433","-3109","560"
"-432","-3110","559"
"-432","-3110","558"
"-432","-3110","558"
"-432","-3110","557"
"-432","-3111","556"
"-432","-3112","556"
"-433","-3111","555"
"-434","-3110","554"
"-434","-3110","554"
"-434","-3110","555"
"-433","-3110","556"
"-432","-3110","556"
"-432","-3110","556"
"-432","-3109","556"
"-432","-3108","556"
"-431","-3109","556"
"-430","-3109","556"
"-429","-3108","555"
"-429","-3108","555"
"-430","-3108","556"
"-430","-3108","556"
"-430","-3108","556"
"-430","-3108","556"
"-430","-3107","556"
"-431","-3107","556"
"-432","-3108","557"
"-433","-3108","558"
"-434","-3108","558"
"-434","-3108","558"
"-434","-3109","558"
"-433","-3110","559"
"-432","-3110","560"
"-432","-3110","560"
"-431","-3110","559"
"-430","-3110","558"
"-430","-3110","558"
"-429","-3110","558"
"-428","-3110","558"
"-429","-3110","558"
"-430","-3110","558"
"-429","-3110","558"
"-428","-3110","559"
"-429","-3110","560"
"-429","-3109","560"
"-428","-3108","560"
"-428","-3108","561"
"-428","-3108","562"
"-428","-3108","561"
"-428","-3108","560"
"-428","-3108","559"
"-428","-3108","558"
"-429","-3109","558"
"-430","-3110","558"
"-430","-3110","558"
"-429","-3110","558"
"-429","-3109","558"
"-430","-3108","558"
"-430","-3108","559"
"-430","-3108","561"
"-430","-3108","561"
"-430","-3108","560"
"-430","-3108","560"
"-430","-3108","560"
"-430","-3108","559"
"-430","-3108","558"
"-430","-3108","557"
"-430","-3109","556"
"-430","-3110","556"
"-431","-3110","556"
"-432","-3110","556"
"-435","-3110","550"
"-435","-3109","556"
"-435","-3108","564"
"-433","-3108","560"
"-432","-3109","560"
"-432","-3110","560"
"-430","-3113","558"
"-435","-3115","558"
"-437","-3117","558"
"-434","-3118","556"
"-428","-3113","556"
"-428","-3111","557"
"-432","-3112","558"
"-432","-3112","558"
"-432","-3112","557"
"-432","-3112","557"
"-432","-3112","557"
"-431","-3111","557"
"-430","-3110","558"
"-430","-3110","558"
"-430","-3110","558"
"-430","-3110","557"
"-430","-3110","557"
"-430","-3110","557"
"-430","-3110","556"
"-431","-3110","556"
"-432","-3110","556"
"-432","-3110","556"
"-432","-3110","556"
"-432","-3110","556"
"-432","-3110","555"
"-432","-3110","554"
"-432","-3109","555"
"-428","-3109","556"
"-430","-3110","558"
"-434","-3110","558"
"-432","-3112","556"
"-430","-3114","556"
"-432","-3115","554"
"-433","-3113","554"
"-430","-3110","556"
"-430","-3111","556"
"-430","-3112","556"
"-431","-3111","554"
"-432","-3109","554"
"-432","-3109","550"
"-435","-3109","552"
"-435","-3111","556"
"-434","-3111","554"
"-436","-3111","556"
"-434","-3112","555"
"-432","-3110","554"
"-432","-3109","554"
"-433","-3108","554"
"-433","-3109","554"
"-432","-3110","554"
"-432","-3110","552"
"-432","-3110","550"
"-431","-3109","550"
"-430","-3108","549"
"-430","-3108","548"
"-430","-3108","548"
"-429","-3108","548"
"-428","-3108","549"
"-429","-3107","550"
"-430","-3106","551"
"-430","-3107","552"
"-430","-3108","552"
"-430","-3108","552"
"-430","-3108","552"
"-431","-3109","552"
"-432","-3110","551"
"-432","-3110","550"
"-431","-3110","550"
"-430","-3110","550"
"-431","-3110","550"
"-432","-3110","550"
"-432","-3109","550"
"-432","-3109","551"
"-428","-3110","550"
"-428","-3109","552"
"-428","-3109","556"
"-426","-3109","554"
"-428","-3108","550"
"-430","-3108","550"
"-430","-3106","550"
"-428","-3106","549"
"-428","-3108","550"
"-428","-3108","550"
"-428","-3107","550"
"-428","-3106","549"
"-428","-3106","548"
"-429","-3106","548"
"-430","-3106","548"
"-430","-3106","548"
"-430","-3106","548"
"-430","-3106","548"
"-431","-3106","547"
"-432","-3106","547"
"-432","-3106","547"
"-432","-3106","547"
"-432","-3106","547"
"-432","-3106","546"
"-432","-3107","546"
"-432","-3108","547"
"-432","-3107","548"
"-431","-3106","548"
"-430","-3106","547"
"-430","-3105","547"
"-430","-3105","547"
"-431","-3106","546"
"-432","-3106","547"
"-432","-3106","548"
"-432","-3105","548"
"-432","-3105","548"
"-432","-3106","548"
"-432","-3107","548"
"-432","-3108","548"
"-432","-3108","549"
"-432","-3108","549"
"-432","-3108","547"
"-431","-3109","546"
"-431","-3110","546"
"-432","-3109","545"
"-433","-3108","544"
"-434","-3108","544"
"-435","-3107","544"
"-435","-3106","544"
"-434","-3106","545"
"-434","-3106","546"
"-433","-3106","547"
"-432","-3106","548"
"-432","-3106","548"
"-432","-3107","548"
"-432","-3108","548"
"-432","-3108","548"
"-431","-3108","547"
"-431","-3108","546"
"-432","-3108","545"
"-432","-3108","544"
"-432","-3108","544"
"-431","-3108","544"
"-431","-3108","545"
"-431","-3108","546"
"-430","-3108","547"
"-430","-3108","548"
"-431","-3108","549"
"-432","-3108","550"
"-432","-3108","550"
"-432","-3108","549"
"-433","-3108","548"
"-434","-3108","548"
"-434","-3108","548"
"-434","-3108","547"
"-433","-3108","546"
"-432","-3108","546"
"-432","-3108","546"
"-431","-3108","546"
"-430","-3107","547"
"-430","-3106","548"
"-430","-3106","548"
"-430","-3105","549"
"-430","-3104","550"
"-430","-3104","550"
"-431","-3104","550"
"-432","-3105","550"
"-432","-3105","550"
"-431","-3104","549"
"-431","-3104","548"
"-432","-3105","548"
"-433","-3106","548"
"-433","-3107","547"
"-432","-3108","546"
"-432","-3107","546"
"-432","-3107","545"
"-432","-3108","545"
"-432","-3108","546"
"-432","-3108","546"
"-431","-3108","547"
"-430","-3107","547"
"-430","-3106","546"
"-430","-3106","546"
"-431","-3106","546"
"-432","-3106","547"
"-432","-3107","547"
"-432","-3108","546"
"-432","-3108","546"
"-432","-3108","546"
"-433","-3108","547"
"-433","-3108","548"
"-432","-3108","548"
"-432","-3108","549"
"-432","-3108","550"
"-432","-3108","550"
"-432","-3107","550"
"-432","-3106","550"
"-432","-3106","550"
"-433","-3106","549"
"-434","-3106","548"
"-434","-3106","547"
"-434","-3106","545"
"-435","-3106","544"
"-435","-3106","543"
"-434","-3106","543"
"-434","-3107","544"
"-434","-3108","544"
"-433","-3108","544"
"-432","-3108","544"
"-432","-3108","545"
"-432","-3107","547"
"-431","-3106","548"
"-431","-3106","548"
"-432","-3106","548"
"-433","-3107","548"
"-433","-3108","548"
"-432","-3107","549"
"-433","-3107","549"
"-433","-3108","548"
"-433","-3108","548"
"-433","-3108","549"
"-432","-3108","550"
"-431","-3108","550"
"-430","-3108","550"
"-430","-3107","550"
"-430","-3106","550"
"-430","-3106","550"
"-430","-3106","549"
"-430","-3106","548"
"-431","-3105","548"
"-432","-3104","548"
"-433","-3104","548"
"-434","-3105","547"
"-435","-3105","547"
"-436","-3104","547"
"-436","-3105","546"
"-436","-3106","546"
"-436","-3106","546"
"-436","-3106","546"
"-436","-3106","547"
"-436","-3106","549"
"-436","-3106","549"
"-435","-3107","548"
"-434","-3108","549"
"-434","-3108","550"
"-434","-3108","550"
"-434","-3109","550"
"-433","-3110","549"
"-432","-3110","547"
"-432","-3110","546"
"-433","-3110","546"
"-434","-3110","546"
"-434","-3110","546"
"-434","-3110","546"
"-434","-3110","546"
"-433","-3109","546"
"-432","-3108","547"
"-432","-3108","547"
"-432","-3108","546"
"-432","-3109","546"
"-432","-3109","545"
"-433","-3108","544"
"-434","-3109","544"
"-433","-3110","544"
"-432","-3110","544"
"-433","-3110","544"
"-434","-3110","544"
"-433","-3109","550"
"-432","-3108","556"
"-434","-3104","554"
"-432","-3105","550"
"-430","-3109","552"
"-432","-3111","556"
"-430","-3111","556"
"-426","-3109","552"
"-427","-3109","550"
"-430","-3108","551"
"-430","-3108","550"
"-430","-3109","550"
"-430","-3110","549"
"-430","-3109","547"
"-430","-3108","546"
"-431","-3108","546"
"-432","-3108","546"
"-432","-3108","546"
"-432","-3108","547"
"-433","-3108","548"
"-434","-3108","549"
"-434","-3108","550"
"-434","-3108","550"
"-434","-3108","549"
"-434","-3108","549"
"-433","-3109","549"
"-432","-3110","548"
"-432","-3110","547"
"-433","-3109","546"
"-434","-3108","546"
"-434","-3108","546"
"-434","-3108","546"
"-433","-3108","546"
"-433","-3108","546"
"-434","-3107","546"
"-434","-3107","546"
"-433","-3108","547"
"-432","-3108","548"
"-432","-3108","548"
"-432","-3108","549"
"-432","-3108","549"
"-432","-3108","548"
"-432","-3108","548"
"-431","-3108","548"
"-430","-3108","548"
"-430","-3108","548"
"-430","-3108","548"
"-430","-3108","547"
"-430","-3108","546"
"-430","-3108","546"
"-430","-3108","547"
"-431","-3108","548"
"-431","-3108","548"
"-431","-3108","548"
"-432","-3107","548"
"-432","-3107","548"
"-431","-3108","548"
"-430","-3108","549"
"-430","-3107","550"
"-430","-3107","549"
"-431","-3108","549"
"-432","-3108","550"
"-432","-3107","550"
"-432","-3106","549"
"-432","-3106","549"
"-432","-3106","550"
"-432","-3107","550"
"-432","-3108","549"
"-432","-3107","548"
"-432","-3106","548"
"-432","-3106","547"
"-432","-3107","547"
"-432","-3108","547"
"-432","-3108","547"
"-432","-3108","547"
"-432","-3108","546"
"-432","-3108","546"
"-432","-3108","546"
"-432","-3108","546"
"-432","-3108","547"
"-431","-3108","547"
"-430","-3108","546"
"-430","-3108","547"
"-431","-3108","548"
"-432","-3108","547"
"-432","-3108","546"
"-432","-3109","546"
"-432","-3109","546"
"-433","-3108","546"
"-434","-3108","546"
"-433","-3108","545"
"-432","-3108","544"
"-432","-3107","543"
"-432","-3106","543"
"-432","-3106","545"
"-432","-3106","545"
"-432","-3106","544"
"-432","-3106","545"
"-432","-3107","546"
"-433","-3108","546"
"-433","-3108","547"
"-432","-3108","548"
"-432","-3108","548"
"-432","-3108","549"
"-432","-3108","550"
"-431","-3108","549"
"-430","-3108","548"
"-430","-3108","548"
"-430","-3107","548"
"-430","-3106","548"
"-431","-3106","548"
"-431","-3106","548"
"-431","-3106","548"
"-432","-3106","549"
"-432","-3106","550"
"-432","-3106","551"
"-431","-3106","552"
"-430","-3106","552"
"-430","-3106","552"
"-431","-3106","552"
"-432","-3106","552"
"-432","-3106","552"
"-432","-3106","552"
"-432","-3107","552"
"-432","-3108","552"
"-432","-3108","552"
"-432","-3108","552"
"-432","-3108","552"
"-432","-3108","552"
"-431","-3108","552"
"-431","-3108","552"
"-432","-3107","553"
"-432","-3106","554"
"-431","-3106","554"
"-431","-3106","555"
"-432","-3107","556"
"-432","-3108","556"
"-432","-3108","556"
"-432","-3108","556"
"-432","-3108","554"
"-432","-3108","552"
"-432","-3108","552"
"-433","-3108","551"
"-434","-3108","550"
"-434","-3108","550"
"-434","-3108","550"
"-433","-3108","550"
"-432","-3108","552"
"-432","-3108","553"
"-430","-3112","552"
"-430","-3113","550"
"-432","-3110","548"
"-432","-3112","554"
"-432","-3112","556"
"-434","-3110","552"
"-432","-3107","550"
"-429","-3107","550"
"-430","-3110","552"
"-430","-3109","553"
"-430","-3108","554"
"-430","-3108","553"
"-430","-3108","553"
"-430","-3109","554"
"-430","-3110","555"
"-430","-3110","556"
"-430","-3110","555"
"-430","-3110","554"
"-430","-3110","554"
"-430","-3111","553"
"-431","-3112","552"
"-432","-3112","552"
"-432","-3111","551"
"-432","-3110","550"
"-431","-3110","550"
"-430","-3110","551"
"-430","-3110","553"
"-429","-3109","553"
"-428","-3108","553"
"-428","-3108","555"
"-428","-3108","556"
"-429","-3108","555"
"-430","-3108","554"
"-430","-3108","554"
"-429","-3108","555"
"-428","-3108","555"
"-429","-3108","555"
"-430","-3108","556"
"-430","-3108","556"
"-430","-3109","557"
"-430","-3110","559"
"-430","-3111","559"
"-430","-3112","557"
"-430","-3112","557"
"-430","-3111","557"
"-429","-3111","556"
"-429","-3111","555"
"-430","-3110","554"
"-429","-3110","554"
"-428","-3110","554"
"-428","-3110","554"
"-428","-3110","555"
"-429","-3109","555"
"-430","-3108","556"
"-430","-3108","558"
"-430","-3108","557"
"-430","-3107","556"
"-431","-3106","556"
"-432","-3107","556"
"-432","-3108","555"
"-432","-3108","554"
"-432","-3111","559"
"-432","-3114","564"
"-432","-3114","560"
"-430","-3111","558"
"-428","-3112","554"
"-426","-3118","554"
"-428","-3114","558"
"-430","-3109","556"
"-428","-3111","557"
"-429","-3112","557"
"-429","-3112","557"
"-428","-3112","558"
"-428","-3111","559"
"-429","-3110","560"
"-430","-3109","561"
"-430","-3108","562"
"-430","-3108","562"
"-430","-3108","562"
"-430","-3109","562"
"-430","-3109","563"
"-430","-3108","563"
"-430","-3108","562"
"-430","-3108","562"
"-431","-3109","561"
"-430","-3110","558"
"-430","-3109","560"
"-432","-3108","564"
"-432","-3109","566"
"-432","-3110","568"
"-430","-3109","564"
"-429","-3108","561"
"-430","-3108","563"
"-430","-3108","564"
"-430","-3108","564"
"-429","-3108","563"
"-428","-3108","562"
"-428","-3108","562"
"-428","-3107","561"
"-428","-3107","560"
"-428","-3108","560"
"-428","-3108","559"
"-428","-3107","559"
"-429","-3107","561"
"-430","-3108","562"
"-430","-3107","563"
"-429","-3106","564"
"-428","-3106","565"
"-428","-3106","566"
"-427","-3106","567"
"-426","-3106","568"
"-425","-3107","567"
"-424","-3108","565"
"-424","-3108","565"
"-424","-3109","566"
"-424","-3111","565"
"-425","-3112","564"
"-426","-3112","564"
"-427","-3112","565"
"-428","-3112","567"
"-427","-3112","568"
"-427","-3111","568"
"-428","-3110","568"
"-428","-3110","568"
"-426","-3109","576"
"-424","-3108","574"
"-428","-3108","564"
"-432","-3104","560"
"-428","-3105","560"
"-424","-3110","564"
"-423","-3109","564"
"-424","-3107","564"
"-426","-3106","563"
"-426","-3107","562"
"-426","-3108","562"
"-426","-3109","563"
"-426","-3110","564"
"-427","-3110","564"
"-428","-3110","564"
"-429","-3110","564"
"-430","-3109","565"
"-430","-3109","566"
"-430","-3110","565"
"-431","-3109","564"
"-432","-3108","564"
"-432","-3108","564"
"-432","-3108","563"
"-432","-3108","562"
"-432","-3108","562"
"-432","-3107","562"
"-432","-3106","563"
"-432","-3106","563"
"-432","-3106","562"
"-432","-3106","562"
"-432","-3106","563"
"-432","-3106","564"
"-432","-3106","564"
"-432","-3106","563"
"-432","-3106","561"
"-432","-3106","560"
"-432","-3107","560"
"-432","-3108","560"
"-431","-3108","559"
"-430","-3108","558"
"-430","-3109","558"
"-430","-3110","559"
"-431","-3110","559"
"-431","-3110","558"
"-430","-3110","558"
"-430","-3110","559"
"-430","-3110","560"
"-430","-3110","560"
"-430","-3110","560"
"-430","-3109","561"
"-430","-3107","562"
"-429","-3106","562"
"-428","-3107","562"
"-429","-3108","562"
"-431","-3108","561"
"-432","-3107","560"
"-432","-3105","560"
"-431","-3105","560"
"-430","-3106","560"
"-430","-3106","560"
"-431","-3106","560"
"-431","-3106","560"
"-430","-3106","561"
"-429","-3106","563"
"-428","-3106","564"
"-428","-3107","564"
"-428","-3108","561"
"-428","-3108","559"
"-428","-3108","559"
"-428","-3108","558"
"-428","-3109","558"
"-428","-3109","558"
"-428","-3108","558"
"-428","-3108","559"
"-428","-3108","560"
"-428","-3108","562"
"-429","-3107","564"
"-430","-3107","564"
"-430","-3108","564"
"-430","-3108","564"
"-430","-3108","564"
"-429","-3108","564"
"-429","-3109","564"
"-429","-3110","564"
"-428","-3111","563"
"-428","-3112","562"
"-428","-3111","562"
"-428","-3110","562"
"-428","-3110","562"
"-428","-3110","562"
"-428","-3110","562"
"-428","-3109","562"
"-429","-3108","562"
"-430","-3108","563"
"-430","-3108","564"
"-430","-3109","564"
"-430","-3110","564"
"-430","-3110","564"
"-430","-3110","563"
"-430","-3110","562"
"-429","-3109","561"
"-429","-3108","560"
"-429","-3108","559"
"-428","-3108","558"
"-428","-3108","558"
"-428","-3108","559"
"-428","-3108","560"
"-428","-3108","561"
"-429","-3107","562"
"-430","-3107","562"
"-429","-3108","562"
"-429","-3109","563"
"-429","-3110","564"
"-429","-3110","564"
"-430","-3110","563"
"-429","-3110","562"
"-428","-3110","562"
"-429","-3110","561"
"-430","-3109","559"
"-430","-3108","558"
"-430","-3108","558"
"-430","-3107","556"
"-430","-3106","553"
"-430","-3106","553"
"-430","-3107","554"
"-430","-3108","554"
"-430","-3108","556"
"-430","-3108","558"
"-430","-3108","558"
"-430","-3107","560"
"-431","-3106","562"
"-432","-3106","561"
"-432","-3106","561"
"-432","-3107","563"
"-432","-3108","564"
"-432","-3108","563"
"-431","-3108","562"
"-430","-3108","562"
"-430","-3108","563"
"-429","-3108","564"
"-428","-3109","564"
"-428","-3110","564"
"-427","-3109","564"
"-426","-3108","564"
"-426","-3108","563"
"-426","-3108","562"
"-425","-3108","561"
"-424","-3108","560"
"-424","-3108","559"
"-424","-3108","558"
"-425","-3108","558"
"-426","-3108","557"
"-427","-3108","556"
"-428","-3107","557"
"-428","-3106","559"
"-429","-3107","560"
"-430","-3108","560"
"-430","-3108","561"
"-430","-3107","563"
"-430","-3107","564"
"-431","-3108","564"
"-432","-3108","563"
"-432","-3108","562"
"-432","-3108","562"
"-432","-3108","562"
"-432","-3108","562"
"-431","-3108","562"
"-430","-3109","561"
"-431","-3110","560"
"-431","-3110","560"
"-430","-3110","560"
"-430","-3109","560"
"-430","-3108","560"
"-430","-3109","560"
"-430","-3110","560"
"-430","-3109","560"
"-429","-3108","561"
"-429","-3108","562"
"-430","-3109","561"
"-430","-3110","560"
"-429","-3110","560"
"-428","-3110","559"
"-427","-3110","558"
"-427","-3109","558"
"-428","-3108","559"
"-429","-3108","559"
"-430","-3108","558"
"-430","-3107","559"
"-430","-3107","560"
"-430","-3108","560"
"-431","-3108","560"
"-432","-3108","560"
"-432","-3108","560"
"-432","-3108","560"
"-432","-3108","560"
"-432","-3108","560"
"-432","-3108","560"
"-432","-3108","560"
"-433","-3107","559"
"-433","-3106","558"
"-432","-3106","558"
"-432","-3106","558"
"-432","-3106","558"
"-432","-3106","558"
"-432","-3106","558"
"-432","-3106","558"
"-432","-3107","558"
"-432","-3108","557"
"-432","-3108","556"
"-432","-3108","556"
"-432","-3108","557"
"-432","-3107","558"
"-432","-3106","557"
"-432","-3106","556"
"-431","-3106","556"
"-429","-3106","556"
"-428","-3106","556"
"-429","-3106","556"
"-430","-3106","556"
"-430","-3106","556"
"-430","-3106","556"
"-430","-3106","556"
"-431","-3106","557"
"-432","-3106","558"
"-432","-3106","558"
"-432","-3106","558"
"-432","-3106","558"
"-431","-3106","558"
"-430","-3106","557"
"-430","-3106","556"
"-431","-3106","556"
"-432","-3106","556"
"-432","-3106","556"
"-431","-3106","556"
"-431","-3107","556"
"-434","-3108","556"
"-434","-3108","558"
"-432","-3106","554"
"-434","-3106","548"
"-436","-3108","548"
"-432","-3108","550"
"-432","-3108","554"
"-434","-3107","554"
"-432","-3106","552"
"-432","-3106","551"
"-432","-3105","549"
"-432","-3104","548"
"-432","-3104","549"
"-433","-3103","550"
"-433","-3102","549"
"-433","-3102","549"
"-434","-3103","550"
"-434","-3104","552"
"-436","-3106","553"
"-438","-3108","552"
"-435","-3104","554"
"-432","-3105","556"
"-432","-3109","552"
"-432","-3109","550"
"-434","-3109","550"
"-436","-3108","552"
"-435","-3107","553"
"-433","-3106","551"
"-433","-3107","552"
"-434","-3107","551"
"-434","-3107","551"
"-434","-3107","551"
"-434","-3106","550"
"-434","-3106","550"
"-434","-3106","550"
"-434","-3106","550"
"-433","-3106","549"
"-432","-3105","548"
"-432","-3105","548"
"-431","-3106","548"
"-430","-3106","548"
"-430","-3107","548"
"-430","-3108","548"
"-430","-3108","549"
"-430","-3108","550"
"-431","-3108","551"
"-432","-3108","552"
"-433","-3107","552"
"-434","-3107","553"
"-434","-3108","554"
"-434","-3108","554"
"-434","-3107","554"
"-434","-3106","554"
"-434","-3107","554"
"-434","-3108","553"
"-434","-3107","551"
"-434","-3106","550"
"-434","-3106","550"
"-434","-3105","550"
"-433","-3105","550"
"-433","-3105","549"
"-434","-3104","548"
"-433","-3104","549"
"-432","-3105","550"
"-432","-3106","550"
"-433","-3106","550"
"-433","-3107","550"
"-432","-3107","550"
"-432","-3106","550"
"-432","-3107","550"
"-432","-3108","550"
"-432","-3108","550"
"-432","-3108","550"
"-432","-3107","550"
"-432","-3106","551"
"-432","-3107","552"
"-432","-3108","552"
"-432","-3107","552"
"-432","-3107","552"
"-432","-3108","552"
"-432","-3108","552"
"-432","-3108","552"
"-433","-3108","552"
"-434","-3108","552"
"-433","-3108","553"
"-433","-3108","554"
"-434","-3108","552"
"-434","-3108","549"
"-434","-3107","548"
"-434","-3106","548"
"-436","-3107","550"
"-438","-3108","554"
"-437","-3109","556"
"-436","-3110","554"
"-436","-3110","552"
"-432","-3109","558"
"-430","-3104","554"
"-432","-3104","548"
"-433","-3107","552"
"-433","-3106","552"
"-432","-3106","552"
"-432","-3106","552"
"-432","-3106","552"
"-433","-3106","551"
"-434","-3107","550"
"-434","-3108","550"
"-434","-3108","551"
"-433","-3108","552"
"-432","-3106","552"
"-432","-3104","552"
"-435","-3107","554"
"-437","-3110","554"
"-434","-3109","552"
"-432","-3111","550"
"-434","-3109","552"
"-435","-3106","554"
"-434","-3108","552"
"-434","-3108","552"
"-433","-3108","551"
"-432","-3107","550"
"-432","-3106","550"
"-432","-3106","550"
"-432","-3106","551"
"-432","-3106","552"
"-432","-3106","552"
"-432","-3106","552"
"-433","-3106","553"
"-434","-3106","553"
"-434","-3106","553"
"-434","-3106","554"
"-435","-3106","554"
"-436","-3105","552"
"-436","-3104","550"
"-436","-3105","550"
"-436","-3106","549"
"-435","-3106","549"
"-434","-3106","550"
"-434","-3106","550"
"-434","-3106","550"
"-434","-3106","550"
"-434","-3106","550"
"-434","-3107","550"
"-434","-3108","551"
"-434","-3108","552"
"-434","-3108","551"
"-434","-3108","551"
"-434","-3108","552"
"-434","-3108","552"
"-434","-3108","552"
"-434","-3108","552"
"-434","-3108","551"
"-434","-3108","550"
"-434","-3108","550"
"-434","-3108","550"
"-434","-3108","550"
"-434","-3107","550"
"-434","-3106","551"
"-434","-3106","552"
"-434","-3106","553"
"-434","-3105","554"
"-434","-3105","554"
"-434","-3106","554"
"-434","-3106","553"
"-434","-3107","552"
"-434","-3108","551"
"-434","-3108","549"
"-434","-3108","547"
"-434","-3109","546"
"-434","-3109","546"
"-434","-3108","546"
"-433","-3108","547"
"-432","-3108","548"
"-432","-3108","548"
"-432","-3108","548"
"-432","-3108","549"
"-432","-3108","551"
"-432","-3107","551"
"-432","-3106","550"
"-432","-3106","550"
"-432","-3107","549"
"-430","-3108","550"
"-426","-3108","550"
"-428","-3106","554"
"-432","-3104","556"
"-432","-3104","552"
"-432","-3104","554"
"-430","-3106","552"
"-430","-3106","550"
"-430","-3104","553"
"-428","-3104","554"
"-429","-3104","554"
"-430","-3104","554"
"-430","-3105","554"
"-430","-3106","554"
"-430","-3106","554"
"-430","-3107","554"
"-430","-3108","553"
"-431","-3108","551"
"-432","-3108","550"
"-432","-3108","550"
"-432","-3108","550"
"-432","-3108","550"
"-431","-3108","550"
"-430","-3107","550"
"-430","-3106","550"
"-430","-3106","550"
"-430","-3106","550"
"-430","-3106","550"
"-430","-3106","550"
"-430","-3106","550"
"-431","-3106","549"
"-432","-3106","548"
"-432","-3106","548"
"-433","-3107","548"
"-434","-3108","548"
"-434","-3107","548"
"-433","-3106","549"
"-432","-3106","550"
"-433","-3106","550"
"-434","-3106","550"
"-434","-3106","550"
"-434","-3106","551"
"-434","-3106","552"
"-434","-3106","551"
"-434","-3106","551"
"-434","-3107","551"
"-434","-3108","549"
"-434","-3108","548"
"-434","-3108","549"
"-434","-3108","550"
"-434","-3108","550"
"-434","-3108","550"
"-434","-3108","550"
"-434","-3108","550"
"-434","-3108","550"
"-434","-3108","550"
"-434","-3108","550"
"-434","-3108","549"
"-434","-3108","548"
"-434","-3108","548"
"-434","-3108","548"
"-434","-3108","547"
"-433","-3108","547"
"-432","-3107","548"
"-432","-3106","548"
"-432","-3106","548"
"-432","-3106","549"
"-433","-3106","550"
"-434","-3106","550"
"-434","-3106","550"
"-434","-3106","551"
"-434","-3106","552"
"-434","-3106","552"
"-434","-3106","552"
"-434","-3107","552"
"-434","-3108","551"
"-434","-3108","550"
"-434","-3108","550"
"-434","-3108","550"
"-434","-3108","550"
"-435","-3107","550"
"-436","-3106","550"
"-436","-3105","551"
"-436","-3104","552"
"-435","-3104","552"
"-434","-3104","553"
"-434","-3104","554"
"-434","-3104","554"
"-434","-3104","553"
"-434","-3104","552"
"-434","-3105","552"
"-433","-3106","552"
"-432","-3105","552"
"-432","-3104","552"
"-432","-3104","552"
"-432","-3104","552"
"-432","-3104","552"
"-432","-3104","553"
"-432","-3104","554"
"-432","-3104","555"
"-433","-3104","555"
"-434","-3104","554"
"-434","-3104","554"
"-434","-3104","553"
"-434","-3104","553"
