"X","Y","Z"
"-436","-3116","558"
"-436","-3116","557"
"-436","-3116","557"
"-436","-3117","558"
"-436","-3118","558"
"-436","-3118","559"
"-436","-3118","562"
"-436","-3118","565"
"-436","-3119","566"
"-436","-3120","566"
"-436","-3119","567"
"-436","-3118","568"
"-435","-3118","567"
"-434","-3118","565"
"-434","-3118","563"
"-434","-3118","562"
"-434","-3118","561"
"-434","-3117","559"
"-434","-3116","558"
"-434","-3117","557"
"-435","-3117","557"
"-436","-3117","558"
"-436","-3117","557"
"-436","-3116","556"
"-436","-3116","556"
"-436","-3116","557"
"-436","-3116","559"
"-435","-3116","560"
"-433","-3115","561"
"-432","-3114","562"
"-432","-3114","563"
"-431","-3114","564"
"-430","-3115","565"
"-430","-3116","565"
"-430","-3116","563"
"-431","-3116","561"
"-433","-3116","560"
"-434","-3117","559"
"-434","-3118","558"
"-434","-3118","559"
"-434","-3118","559"
"-434","-3118","558"
"-434","-3117","558"
"-434","-3117","558"
"-434","-3118","558"
"-434","-3118","558"
"-434","-3118","558"
"-435","-3118","558"
"-436","-3119","558"
"-435","-3120","559"
"-434","-3120","560"
"-433","-3120","561"
"-432","-3120","564"
"-432","-3120","566"
"-432","-3121","567"
"-431","-3122","568"
"-431","-3121","568"
"-431","-3120","569"
"-430","-3121","570"
"-430","-3122","570"
"-430","-3122","570"
"-430","-3121","568"
"-431","-3120","565"
"-432","-3119","564"
"-431","-3118","563"
"-430","-3118","562"
"-431","-3117","562"
"-432","-3116","562"
"-432","-3116","562"
"-432","-3116","563"
"-432","-3116","566"
"-432","-3117","568"
"-432","-3119","570"
"-432","-3120","573"
"-433","-3120","573"
"-433","-3120","572"
"-432","-3120","571"
"-432","-3119","570"
"-432","-3119","570"
"-433","-3119","569"
"-434","-3119","566"
"-433","-3120","564"
"-433","-3120","564"
"-434","-3120","564"
"-434","-3121","565"
"-434","-3122","567"
"-434","-3122","568"
"-434","-3122","568"
"-433","-3121","569"
"-432","-3120","570"
"-432","-3120","570"
"-432","-3120","570"
"-432","-3120","569"
"-432","-3120","567"
"-432","-3119","565"
"-432","-3119","564"
"-433","-3120","564"
"-434","-3119","564"
"-434","-3118","564"
"-434","-3118","563"
"-434","-3117","562"
"-434","-3116","561"
"-434","-3116","560"
"-434","-3117","561"
"-434","-3117","561"
"-435","-3116","560"
"-436","-3116","560"
"-436","-3116","560"
"-436","-3117","560"
"-436","-3118","561"
"-436","-3118","562"
"-436","-3118","562"
"-436","-3118","562"
"-436","-3118","562"
"-436","-3118","562"
"-436","-3118","562"
"-436","-3118","562"
"-436","-3118","561"
"-436","-3118","560"
"-436","-3118","560"
"-436","-3118","560"
"-436","-3119","561"
"-436","-3120","562"
"-436","-3121","562"
"-436","-3122","562"
"-436","-3122","563"
"-436","-3121","564"
"-436","-3120","564"
"-439","-3118","568"
"-440","-3120","566"
"-440","-3122","558"
"-442","-3118","560"
"-437","-3118","560"
"-432","-3118","562"
"-435","-3118","566"
"-437","-3119","563"
"-436","-3118","561"
"-436","-3118","560"
"-436","-3118","560"
"-435","-3118","560"
"-434","-3118","560"
"-435","-3119","559"
"-436","-3120","558"
"-436","-3120","557"
"-435","-3120","556"
"-434","-3120","556"
"-434","-3120","557"
"-434","-3120","557"
"-434","-3121","557"
"-435","-3122","557"
"-436","-3122","557"
"-436","-3122","558"
"-436","-3122","559"
"-436","-3122","560"
"-436","-3122","560"
"-436","-3121","559"
"-437","-3120","558"
"-438","-3120","558"
"-437","-3119","558"
"-436","-3119","558"
"-436","-3119","558"
"-436","-3118","558"
"-436","-3118","558"
"-434","-3117","565"
"-432","-3120","576"
"-434","-3124","574"
"-436","-3120","564"
"-437","-3120","554"
"-438","-3116","548"
"-433","-3112","548"
"-431","-3117","554"
"-435","-3118","560"
"-436","-3118","560"
"-435","-3118","558"
"-434","-3118","556"
"-435","-3118","555"
"-435","-3118","555"
"-434","-3118","557"
"-435","-3118","559"
"-435","-3119","560"
"-434","-3120","560"
"-435","-3120","560"
"-435","-3119","561"
"-434","-3118","563"
"-434","-3119","564"
"-433","-3120","564"
"-432","-3121","564"
"-432","-3122","564"
"-432","-3121","564"
"-432","-3120","564"
"-432","-3120","564"
"-432","-3120","563"
"-432","-3120","562"
"-432","-3120","563"
"-433","-3120","565"
"-434","-3120","566"
"-433","-3120","567"
"-432","-3121","569"
"-432","-3122","571"
"-432","-3121","573"
"-431","-3120","574"
"-430","-3121","573"
"-430","-3122","572"
"-429","-3121","571"
"-428","-3121","570"
"-428","-3121","569"
"-428","-3120","567"
"-429","-3120","564"
"-430","-3121","562"
"-430","-3121","562"
"-431","-3120","562"
"-433","-3120","562"
"-434","-3120","562"
"-434","-3121","564"
"-434","-3122","567"
"-434","-3122","568"
"-433","-3122","569"
"-432","-3122","570"
"-432","-3123","570"
"-432","-3123","570"
"-431","-3123","571"
"-430","-3124","572"
"-430","-3124","572"
"-430","-3124","571"
"-430","-3124","570"
"-430","-3124","570"
"-430","-3123","571"
"-430","-3123","572"
"-431","-3123","572"
"-432","-3122","572"
"-432","-3122","572"
"-432","-3122","572"
"-433","-3122","572"
"-434","-3122","572"
"-434","-3122","572"
"-433","-3122","572"
"-432","-3122","572"
"-433","-3122","571"
"-433","-3122","570"
"-432","-3122","570"
"-432","-3122","570"
"-432","-3122","571"
"-431","-3122","571"
"-430","-3122","571"
"-430","-3122","572"
"-430","-3122","573"
"-430","-3122","574"
"-430","-3122","574"
"-430","-3123","574"
"-431","-3124","573"
"-432","-3123","571"
"-431","-3122","569"
"-430","-3123","568"
"-430","-3125","568"
"-430","-3125","568"
"-430","-3124","568"
"-430","-3124","568"
"-430","-3124","569"
"-430","-3124","571"
"-430","-3124","572"
"-430","-3123","572"
"-430","-3122","572"
"-429","-3122","572"
"-428","-3122","571"
"-428","-3122","570"
"-428","-3122","569"
"-428","-3122","568"
"-428","-3122","567"
"-428","-3122","566"
"-428","-3121","566"
"-429","-3120","566"
"-430","-3120","566"
"-430","-3120","567"
"-430","-3119","568"
"-431","-3118","567"
"-431","-3118","567"
"-430","-3118","568"
"-430","-3118","568"
"-433","-3119","568"
"-432","-3120","570"
"-430","-3122","574"
"-432","-3125","572"
"-432","-3125","568"
"-430","-3120","564"
"-433","-3121","564"
"-435","-3123","568"
"-432","-3121","568"
"-432","-3122","567"
"-432","-3121","566"
"-432","-3120","566"
"-432","-3120","566"
"-432","-3120","566"
"-432","-3120","566"
"-432","-3120","566"
"-432","-3120","566"
"-432","-3121","566"
"-432","-3122","566"
"-432","-3122","566"
"-432","-3122","566"
"-432","-3122","566"
"-432","-3123","566"
"-433","-3125","566"
"-433","-3125","566"
"-431","-3124","566"
"-430","-3124","566"
"-430","-3124","566"
"-430","-3124","566"
"-430","-3123","566"
"-431","-3123","566"
"-431","-3123","566"
"-429","-3122","566"
"-429","-3122","566"
"-431","-3121","566"
"-432","-3121","566"
"-431","-3123","566"
"-430","-3124","566"
"-430","-3123","566"
"-431","-3126","567"
"-430","-3127","568"
"-430","-3125","566"
"-434","-3125","568"
"-436","-3124","572"
"-437","-3124","572"
"-435","-3124","568"
"-432","-3125","566"
"-432","-3125","567"
"-432","-3124","566"
"-432","-3124","565"
"-433","-3124","564"
"-433","-3124","564"
"-431","-3124","563"
"-430","-3124","562"
"-430","-3123","562"
"-431","-3122","562"
"-432","-3122","563"
"-432","-3122","564"
"-432","-3122","564"
"-432","-3122","565"
"-432","-3122","566"
"-432","-3122","567"
"-431","-3122","568"
"-431","-3123","569"
"-431","-3124","570"
"-430","-3124","570"
"-430","-3124","569"
"-430","-3124","567"
"-430","-3123","567"
"-431","-3122","568"
"-432","-3122","568"
"-432","-3122","567"
"-432","-3122","566"
"-433","-3122","566"
"-433","-3122","567"
"-432","-3122","567"
"-432","-3122","566"
"-432","-3122","566"
"-432","-3123","566"
"-432","-3123","566"
"-431","-3122","566"
"-431","-3122","566"
"-432","-3122","566"
"-432","-3122","567"
"-432","-3122","567"
"-431","-3121","565"
"-431","-3120","564"
"-432","-3120","564"
"-432","-3120","564"
"-432","-3119","563"
"-432","-3118","562"
"-433","-3117","562"
"-433","-3117","563"
"-433","-3118","564"
"-433","-3118","565"
"-432","-3119","566"
"-432","-3120","566"
"-432","-3120","567"
"-432","-3121","567"
"-432","-3122","566"
"-432","-3121","566"
"-432","-3120","565"
"-432","-3120","564"
"-432","-3120","565"
"-432","-3120","566"
"-432","-3120","566"
"-432","-3119","567"
"-432","-3118","568"
"-432","-3119","569"
"-432","-3120","570"
"-432","-3119","570"
"-432","-3119","570"
"-431","-3119","570"
"-431","-3119","569"
"-432","-3120","567"
"-432","-3120","566"
"-432","-3119","565"
"-432","-3118","564"
"-431","-3118","564"
"-431","-3118","564"
"-432","-3118","564"
"-432","-3118","564"
"-432","-3117","565"
"-431","-3116","567"
"-431","-3116","568"
"-432","-3116","568"
"-433","-3117","568"
"-434","-3117","567"
"-435","-3115","561"
"-434","-3117","560"
"-432","-3118","566"
"-432","-3120","568"
"-432","-3124","568"
"-434","-3120","564"
"-436","-3116","564"
"-436","-3116","568"
"-435","-3116","566"
"-434","-3116","565"
"-434","-3116","567"
"-434","-3116","568"
"-435","-3116","568"
"-436","-3116","568"
"-436","-3117","568"
"-436","-3118","567"
"-436","-3118","565"
"-436","-3118","563"
"-436","-3118","561"
"-436","-3118","560"
"-436","-3118","559"
"-436","-3118","557"
"-436","-3118","557"
"-436","-3118","558"
"-436","-3119","558"
"-436","-3120","559"
"-436","-3119","560"
"-436","-3118","561"
"-435","-3118","562"
"-435","-3118","563"
"-436","-3118","563"
"-436","-3117","562"
"-436","-3116","562"
"-436","-3116","562"
"-436","-3116","561"
"-436","-3116","559"
"-436","-3116","558"
"-435","-3116","558"
"-435","-3116","557"
"-436","-3115","556"
"-436","-3114","556"
"-436","-3114","557"
"-436","-3114","559"
"-436","-3114","560"
"-436","-3114","560"
"-436","-3114","559"
"-436","-3114","558"
"-436","-3115","558"
"-436","-3116","558"
"-436","-3117","558"
"-435","-3118","558"
"-435","-3118","557"
"-436","-3118","556"
"-436","-3118","556"
"-436","-3118","556"
"-436","-3118","556"
"-436","-3117","557"
"-436","-3116","557"
"-437","-3115","557"
"-438","-3114","558"
"-438","-3114","558"
"-437","-3115","557"
"-436","-3116","557"
"-436","-3116","558"
"-436","-3116","557"
"-436","-3116","555"
"-436","-3116","554"
"-436","-3116","553"
"-436","-3116","552"
"-436","-3116","552"
"-436","-3115","552"
"-436","-3114","553"
"-437","-3114","555"
"-437","-3114","556"
"-436","-3115","556"
"-436","-3116","557"
"-436","-3116","558"
"-436","-3115","558"
"-436","-3114","558"
"-436","-3114","557"
"-435","-3114","555"
"-434","-3115","553"
"-435","-3116","552"
"-436","-3115","551"
"-436","-3114","549"
"-436","-3113","548"
"-437","-3112","549"
"-438","-3112","550"
"-438","-3112","550"
"-438","-3112","551"
"-438","-3112","552"
"-437","-3113","554"
"-436","-3114","556"
"-436","-3114","556"
"-436","-3114","556"
"-435","-3114","556"
"-435","-3114","556"
"-435","-3114","556"
"-434","-3114","556"
"-433","-3114","555"
"-433","-3114","553"
"-434","-3114","552"
"-434","-3114","552"
"-434","-3114","552"
"-438","-3114","552"
"-439","-3111","554"
"-437","-3112","552"
"-437","-3115","546"
"-436","-3114","544"
"-437","-3112","544"
"-437","-3117","544"
"-437","-3122","548"
"-437","-3117","550"
"-436","-3114","548"
"-436","-3115","547"
"-437","-3116","546"
"-438","-3116","547"
"-438","-3116","549"
"-439","-3116","551"
"-439","-3116","552"
"-439","-3116","552"
"-439","-3116","552"
"-438","-3116","552"
"-438","-3116","552"
"-437","-3116","552"
"-434","-3118","552"
"-434","-3120","554"
"-436","-3120","556"
"-434","-3125","558"
"-435","-3125","558"
"-435","-3122","560"
"-433","-3122","559"
"-434","-3119","554"
"-434","-3118","553"
"-434","-3118","552"
"-435","-3117","551"
"-436","-3115","549"
"-436","-3115","550"
"-436","-3116","552"
"-436","-3116","552"
"-439","-3116","550"
"-439","-3115","548"
"-439","-3114","552"
"-439","-3114","550"
"-439","-3115","544"
"-440","-3115","547"
"-438","-3114","550"
"-438","-3114","550"
"-438","-3114","550"
"-438","-3114","550"
"-438","-3114","550"
"-438","-3114","550"
"-438","-3114","550"
"-437","-3113","551"
"-436","-3112","550"
"-436","-3113","549"
"-436","-3114","550"
"-434","-3119","549"
"-435","-3120","546"
"-435","-3113","544"
"-434","-3117","546"
"-436","-3122","546"
"-432","-3122","554"
"-430","-3120","558"
"-433","-3117","551"
"-434","-3118","551"
"-434","-3118","552"
"-434","-3118","552"
"-434","-3118","553"
"-434","-3117","553"
"-434","-3116","552"
"-434","-3115","551"
"-435","-3114","550"
"-436","-3114","549"
"-435","-3113","548"
"-435","-3112","548"
"-436","-3112","547"
"-436","-3112","548"
"-437","-3113","549"
"-437","-3113","548"
"-436","-3113","549"
"-436","-3114","549"
"-436","-3114","548"
"-436","-3114","549"
"-436","-3114","550"
"-436","-3115","550"
"-435","-3115","550"
"-434","-3114","550"
"-434","-3115","550"
"-434","-3116","550"
"-435","-3116","551"
"-436","-3116","552"
"-435","-3116","553"
"-435","-3116","554"
"-435","-3116","555"
"-434","-3116","555"
"-434","-3116","554"
"-434","-3116","554"
"-433","-3118","551"
"-430","-3118","554"
"-433","-3116","552"
"-437","-3115","546"
"-434","-3117","550"
"-432","-3122","552"
"-432","-3124","550"
"-432","-3121","549"
"-433","-3118","550"
"-434","-3119","550"
"-434","-3120","551"
"-434","-3120","553"
"-434","-3119","554"
"-434","-3119","554"
"-434","-3120","554"
"-434","-3119","555"
"-433","-3118","555"
"-432","-3118","555"
"-432","-3118","556"
"-432","-3118","556"
"-432","-3118","555"
"-433","-3119","555"
"-434","-3118","556"
"-434","-3117","556"
"-435","-3117","557"
"-436","-3116","558"
"-436","-3116","559"
"-435","-3116","561"
"-434","-3117","562"
"-434","-3118","562"
"-433","-3117","561"
"-432","-3117","561"
"-433","-3118","562"
"-433","-3118","562"
"-432","-3119","563"
"-432","-3120","564"
"-432","-3120","564"
"-432","-3120","564"
"-432","-3120","564"
"-432","-3121","564"
"-431","-3121","563"
"-431","-3120","562"
"-432","-3120","561"
"-431","-3119","560"
"-430","-3118","560"
"-431","-3118","560"
"-432","-3118","560"
"-432","-3117","561"
"-432","-3116","562"
"-432","-3117","563"
"-432","-3118","564"
"-431","-3118","563"
"-431","-3118","562"
"-432","-3119","562"
"-432","-3120","562"
"-432","-3120","562"
"-432","-3121","561"
"-432","-3121","560"
"-432","-3120","560"
"-432","-3120","560"
"-432","-3120","560"
"-432","-3120","560"
"-432","-3119","560"
"-432","-3118","560"
"-432","-3118","561"
"-431","-3118","562"
"-430","-3118","562"
"-430","-3118","562"
"-430","-3118","562"
"-430","-3119","563"
"-430","-3120","564"
"-430","-3120","563"
"-430","-3121","562"
"-431","-3121","562"
"-432","-3120","562"
"-432","-3120","562"
"-432","-3120","562"
"-433","-3120","562"
"-433","-3120","562"
"-432","-3120","562"
"-432","-3121","562"
"-432","-3122","563"
"-432","-3123","564"
"-432","-3124","564"
"-432","-3124","564"
"-432","-3124","564"
"-432","-3123","563"
"-431","-3122","562"
"-430","-3122","562"
"-430","-3122","562"
"-430","-3122","562"
"-430","-3122","562"
"-430","-3121","562"
"-430","-3120","562"
"-430","-3120","562"
"-430","-3120","563"
"-430","-3120","564"
"-431","-3121","564"
"-431","-3122","564"
"-430","-3122","564"
"-431","-3123","564"
"-432","-3124","563"
"-432","-3123","562"
"-432","-3122","562"
"-432","-3122","560"
"-432","-3122","559"
"-432","-3121","559"
"-432","-3120","558"
"-432","-3120","558"
"-432","-3120","558"
"-431","-3119","558"
"-430","-3119","558"
"-431","-3120","559"
"-432","-3120","559"
"-432","-3120","557"
"-433","-3120","556"
"-434","-3120","555"
"-434","-3120","553"
"-434","-3120","552"
"-434","-3120","552"
"-434","-3120","552"
"-434","-3120","552"
"-434","-3120","553"
"-434","-3120","555"
"-434","-3120","556"
"-434","-3120","556"
"-435","-3120","556"
"-435","-3120","556"
"-434","-3120","556"
"-434","-3120","555"
"-434","-3120","554"
"-434","-3119","553"
"-434","-3119","552"
"-434","-3120","552"
"-434","-3119","552"
"-434","-3118","553"
"-434","-3118","554"
"-434","-3118","553"
"-434","-3119","553"
"-434","-3120","556"
"-434","-3120","558"
"-434","-3120","558"
"-433","-3120","558"
"-432","-3120","558"
"-433","-3120","558"
"-434","-3120","558"
"-434","-3120","558"
"-434","-3120","557"
"-434","-3120","556"
"-434","-3120","556"
"-434","-3120","556"
"-433","-3120","556"
"-432","-3120","556"
"-432","-3122","558"
"-430","-3120","554"
"-432","-3120","550"
"-434","-3122","550"
"-432","-3122","552"
"-432","-3122","558"
"-432","-3122","560"
"-432","-3123","557"
"-432","-3122","553"
"-432","-3122","552"
"-432","-3122","552"
"-432","-3122","553"
"-432","-3123","554"
"-432","-3123","554"
"-432","-3123","553"
"-432","-3124","552"
"-432","-3123","553"
"-432","-3122","555"
"-433","-3122","557"
"-433","-3122","557"
"-432","-3122","557"
"-432","-3122","558"
"-431","-3122","559"
"-430","-3121","560"
"-430","-3121","559"
"-430","-3122","558"
"-430","-3121","558"
"-429","-3121","557"
"-429","-3121","557"
"-429","-3120","557"
"-428","-3120","557"
"-429","-3119","557"
"-430","-3119","557"
"-430","-3120","558"
"-430","-3120","558"
"-431","-3120","558"
"-432","-3120","558"
"-432","-3120","558"
"-432","-3120","559"
"-432","-3121","559"
"-432","-3122","558"
"-432","-3122","558"
"-432","-3122","558"
"-432","-3122","558"
"-431","-3122","558"
"-430","-3122","557"
"-430","-3122","556"
"-430","-3122","556"
"-430","-3123","556"
"-431","-3124","556"
"-431","-3124","556"
"-431","-3124","556"
"-432","-3124","557"
"-432","-3124","558"
"-432","-3124","558"
"-432","-3125","558"
"-432","-3125","558"
"-432","-3124","558"
"-432","-3124","559"
"-432","-3124","560"
"-432","-3124","560"
"-432","-3123","559"
"-432","-3122","559"
"-432","-3121","560"
"-432","-3121","560"
"-432","-3121","560"
"-432","-3121","559"
"-432","-3122","559"
"-432","-3122","560"
"-432","-3122","560"
"-432","-3122","561"
"-432","-3122","561"
"-432","-3123","560"
"-431","-3123","561"
"-431","-3122","562"
"-432","-3122","562"
"-432","-3121","562"
"-432","-3120","562"
"-432","-3120","562"
"-432","-3121","562"
"-433","-3121","562"
"-434","-3121","561"
"-434","-3121","559"
"-434","-3120","559"
"-434","-3120","560"
"-434","-3120","559"
"-434","-3120","558"
"-434","-3120","559"
"-433","-3120","560"
"-432","-3119","560"
"-431","-3118","560"
"-430","-3119","560"
"-431","-3119","561"
"-432","-3119","562"
"-432","-3120","561"
"-432","-3121","559"
"-432","-3122","557"
"-433","-3122","557"
"-434","-3122","558"
"-434","-3122","558"
"-434","-3121","557"
"-434","-3121","554"
"-434","-3122","552"
"-435","-3121","552"
"-436","-3120","551"
"-435","-3120","551"
"-434","-3120","551"
"-434","-3120","550"
"-435","-3120","555"
"-434","-3118","564"
"-432","-3120","564"
"-432","-3124","558"
"-434","-3125","558"
"-439","-3120","562"
"-442","-3114","564"
"-439","-3117","562"
"-435","-3120","560"
"-433","-3119","561"
"-433","-3119","561"
"-434","-3120","560"
"-434","-3119","560"
"-434","-3117","560"
"-434","-3117","559"
"-433","-3118","558"
"-433","-3118","558"
"-434","-3118","558"
"-434","-3118","558"
"-433","-3118","558"
"-432","-3118","558"
"-432","-3118","558"
"-432","-3118","559"
"-432","-3119","560"
"-433","-3119","559"
"-433","-3118","558"
"-432","-3118","558"
"-432","-3119","558"
"-432","-3120","558"
"-432","-3120","557"
"-432","-3120","556"
"-432","-3120","556"
"-432","-3120","556"
"-432","-3120","557"
"-432","-3120","558"
"-432","-3119","558"
"-432","-3118","558"
"-432","-3118","557"
"-432","-3118","556"
"-432","-3119","556"
"-432","-3120","556"
"-432","-3121","556"
"-432","-3121","556"
"-432","-3121","556"
"-432","-3122","556"
"-432","-3122","557"
"-432","-3123","557"
"-432","-3123","557"
"-431","-3122","558"
"-430","-3123","559"
"-430","-3124","560"
"-430","-3124","560"
"-430","-3124","559"
"-430","-3124","559"
"-430","-3124","560"
"-430","-3124","560"
"-429","-3124","561"
"-429","-3124","561"
"-430","-3124","560"
"-430","-3124","560"
"-429","-3125","560"
"-429","-3126","560"
"-430","-3125","559"
"-430","-3124","559"
"-431","-3123","559"
"-432","-3122","558"
"-432","-3122","558"
"-432","-3122","558"
"-432","-3122","558"
"-433","-3121","558"
"-433","-3119","558"
"-432","-3118","559"
"-432","-3118","560"
"-431","-3118","560"
"-430","-3119","560"
"-430","-3119","559"
"-430","-3118","558"
"-430","-3119","558"
"-431","-3120","558"
"-432","-3120","558"
"-432","-3119","558"
"-432","-3118","558"
"-433","-3119","557"
"-434","-3120","556"
"-434","-3120","556"
"-433","-3120","555"
"-432","-3120","554"
"-432","-3121","555"
"-431","-3121","555"
"-430","-3120","555"
"-430","-3120","556"
"-430","-3120","556"
"-429","-3120","555"
"-429","-3120","555"
"-430","-3120","556"
"-430","-3120","556"
"-430","-3120","556"
"-430","-3121","556"
"-430","-3122","555"
"-430","-3122","554"
"-430","-3122","554"
"-431","-3123","554"
"-432","-3124","554"
"-431","-3124","555"
"-431","-3124","555"
"-432","-3124","553"
"-432","-3124","552"
"-432","-3125","551"
"-432","-3126","550"
"-432","-3126","549"
"-431","-3126","549"
"-430","-3126","550"
"-430","-3126","549"
"-430","-3126","548"
"-430","-3126","548"
"-430","-3126","548"
"-430","-3126","548"
"-429","-3125","549"
"-428","-3124","550"
"-428","-3124","550"
"-428","-3124","550"
"-429","-3124","550"
"-430","-3124","550"
"-430","-3124","551"
"-430","-3124","552"
"-430","-3124","552"
"-430","-3124","552"
"-430","-3124","552"
"-430","-3124","552"
"-431","-3123","552"
"-432","-3122","553"
"-432","-3122","553"
"-432","-3122","552"
"-428","-3119","550"
"-428","-3120","548"
"-428","-3122","550"
"-426","-3123","554"
"-432","-3123","554"
"-430","-3122","554"
"-426","-3124","554"
"-427","-3122","551"
"-426","-3120","550"
"-427","-3121","550"
"-428","-3122","551"
"-428","-3122","551"
"-428","-3122","550"
"-428","-3122","550"
"-428","-3122","550"
"-429","-3122","550"
"-430","-3122","550"
"-430","-3123","551"
"-430","-3123","551"
"-430","-3122","551"
"-430","-3122","552"
"-430","-3122","552"
"-430","-3122","552"
"-430","-3122","552"
"-431","-3124","550"
"-432","-3126","550"
"-430","-3123","552"
"-430","-3123","552"
"-430","-3121","554"
"-430","-3120","556"
"-428","-3124","554"
"-427","-3123","552"
"-429","-3122","552"
"-428","-3122","552"
"-428","-3123","552"
"-428","-3124","552"
"-428","-3124","552"
"-428","-3124","552"
"-428","-3124","552"
"-429","-3125","552"
"-430","-3125","552"
"-430","-3125","553"
"-430","-3126","554"
"-430","-3125","554"
"-431","-3124","555"
"-432","-3124","556"
"-431","-3124","555"
"-430","-3124","554"
"-429","-3124","554"
"-428","-3124","553"
"-428","-3124","552"
"-428","-3124","551"
"-428","-3124","550"
"-428","-3124","550"
"-428","-3125","550"
"-429","-3125","551"
"-430","-3124","552"
"-430","-3124","553"
"-430","-3123","554"
"-431","-3122","554"
"-432","-3122","555"
"-432","-3123","556"
"-432","-3124","557"
"-431","-3124","557"
"-430","-3124","555"
"-430","-3124","554"
"-430","-3125","554"
"-430","-3126","554"
"-430","-3125","554"
"-430","-3124","555"
"-430","-3124","555"
"-430","-3123","553"
"-430","-3122","552"
"-430","-3122","553"
"-430","-3123","554"
"-430","-3123","554"
"-430","-3123","554"
"-431","-3124","554"
"-431","-3124","555"
"-430","-3125","556"
"-430","-3126","556"
"-430","-3125","556"
"-430","-3124","556"
"-430","-3125","555"
"-430","-3126","554"
"-430","-3125","553"
"-430","-3124","551"
"-430","-3124","550"
"-430","-3124","551"
"-430","-3124","552"
"-430","-3124","552"
"-430","-3123","553"
"-430","-3122","555"
"-430","-3123","557"
"-430","-3124","559"
"-430","-3124","560"
"-430","-3124","560"
"-430","-3124","560"
"-431","-3124","560"
"-432","-3123","559"
"-431","-3122","559"
"-430","-3122","559"
"-431","-3122","557"
"-432","-3122","556"
"-431","-3122","557"
"-430","-3121","558"
"-430","-3120","558"
"-430","-3121","558"
"-430","-3122","558"
"-430","-3122","559"
"-429","-3122","559"
"-428","-3122","558"
"-428","-3122","558"
"-428","-3122","558"
"-428","-3122","559"
"-428","-3122","560"
"-430","-3121","560"
"-432","-3118","558"
"-430","-3118","556"
"-428","-3122","554"
"-430","-3125","558"
"-428","-3125","560"
"-428","-3120","556"
"-431","-3118","557"
"-430","-3120","557"
"-430","-3121","556"
"-430","-3122","557"
"-430","-3122","558"
"-430","-3122","559"
"-430","-3122","560"
"-431","-3121","560"
"-431","-3121","560"
"-429","-3122","560"
"-429","-3122","560"
"-430","-3122","560"
"-430","-3122","561"
"-430","-3121","561"
"-429","-3121","560"
"-429","-3122","560"
"-430","-3122","561"
"-431","-3122","562"
"-431","-3122","562"
"-430","-3122","562"
"-430","-3122","562"
"-431","-3119","557"
"-432","-3118","558"
"-428","-3122","564"
"-428","-3124","564"
"-430","-3124","564"
"-428","-3122","564"
"-430","-3122","562"
"-430","-3123","561"
"-428","-3123","562"
"-428","-3124","561"
"-428","-3124","560"
"-428","-3123","560"
"-428","-3122","560"
"-428","-3123","560"
"-428","-3124","559"
"-428","-3124","558"
"-429","-3124","558"
"-430","-3124","558"
"-429","-3124","559"
"-429","-3125","559"
"-430","-3126","558"
"-430","-3126","558"
"-430","-3126","559"
"-429","-3126","559"
"-428","-3126","559"
"-428","-3126","559"
"-429","-3126","559"
"-430","-3126","560"
"-429","-3126","560"
"-428","-3126","561"
"-428","-3127","562"
"-428","-3128","562"
"-429","-3129","563"
"-430","-3129","564"
"-430","-3128","564"
"-430","-3129","563"
"-429","-3129","562"
"-428","-3127","561"
"-429","-3126","561"
"-430","-3125","562"
"-430","-3124","562"
"-430","-3124","563"
"-430","-3124","564"
"-430","-3124","564"
"-430","-3124","564"
"-430","-3124","565"
"-430","-3124","566"
"-429","-3124","566"
"-428","-3124","566"
"-428","-3123","566"
"-428","-3122","565"
"-428","-3122","564"
"-429","-3122","564"
"-430","-3122","564"
"-430","-3122","563"
"-430","-3122","563"
"-430","-3122","564"
"-430","-3122","564"
"-430","-3121","565"
"-430","-3121","566"
"-430","-3122","566"
"-429","-3123","567"
"-428","-3123","568"
"-429","-3122","569"
"-430","-3123","569"
"-429","-3124","568"
"-429","-3125","567"
"-430","-3126","566"
"-430","-3125","566"
"-430","-3124","566"
"-429","-3124","565"
"-428","-3124","565"
"-428","-3124","566"
"-428","-3124","566"
"-428","-3124","567"
"-428","-3124","568"
"-428","-3124","567"
"-428","-3124","566"
"-428","-3124","567"
"-428","-3124","567"
"-428","-3124","566"
"-428","-3124","566"
"-428","-3124","566"
"-428","-3124","566"
"-427","-3124","566"
"-426","-3125","566"
"-427","-3126","566"
"-428","-3126","566"
"-428","-3126","567"
"-427","-3126","569"
"-426","-3125","570"
"-426","-3124","570"
"-426","-3124","571"
"-426","-3123","572"
"-426","-3122","572"
"-426","-3122","572"
"-426","-3122","571"
"-426","-3122","569"
"-427","-3122","568"
"-429","-3122","568"
"-429","-3123","567"
"-429","-3125","566"
"-430","-3126","566"
"-430","-3126","566"
"-430","-3126","566"
"-429","-3126","566"
"-428","-3126","566"
"-428","-3126","566"
"-427","-3126","565"
"-426","-3125","564"
"-426","-3124","564"
"-426","-3124","565"
"-426","-3124","566"
"-427","-3124","566"
"-428","-3124","567"
"-428","-3124","567"
"-429","-3124","566"
"-430","-3124","566"
"-430","-3124","567"
"-430","-3124","568"
"-430","-3123","568"
"-430","-3122","568"
"-430","-3123","568"
"-430","-3124","568"
"-429","-3124","569"
"-429","-3124","571"
"-430","-3124","571"
"-430","-3124","570"
"-430","-3124","570"
