t,Bx,By,Bz
231.36,-878.754005615171,-2462.62674298294,-2652.82279316541
231.38,-878.696609873929,-2462.81289557785,-2652.77934468043
231.4,-878.631047854225,-2462.94012694835,-2652.78960545086
231.42,-878.556367138328,-2462.99575682427,-2652.8044392797
231.44,-878.47541686983,-2462.97908131885,-2652.82353529187
231.46,-878.390673013642,-2462.91003129597,-2652.83762637558
231.48,-878.310287429362,-2462.81648352565,-2652.80743196067
231.5,-878.236041951704,-2462.69767106097,-2652.73497893933
231.52,-878.199523641171,-2462.59501431703,-2652.6726828202
231.54,-878.208269513479,-2462.54311475302,-2652.65466528282
231.56,-878.264984539838,-2462.54157434212,-2652.68064816325
231.58,-878.351361382631,-2462.60078228807,-2652.70655887833
231.6,-878.705065599701,-2462.71095362424,-2652.73039143428
231.62,-879.251242558466,-2462.87135804667,-2652.6972086555
231.64,-879.593449562275,-2463.06167689162,-2652.33332132927
231.66,-879.702489691086,-2463.27528604497,-2651.63200182708
231.68,-879.682403127967,-2463.49774618192,-2650.73148682923
231.7,-879.650565789726,-2463.6789469079,-2649.88327593171
231.72,-879.611264041979,-2463.82060940322,-2649.08846631901
231.74,-879.566131461911,-2463.95295247816,-2648.41973959864
231.76,-879.550393218682,-2464.09710759419,-2648.12269707906
231.78,-879.561448369875,-2464.25130228402,-2648.19532908291
231.8,-879.783406905639,-2465.12637399532,-2647.67500984718
231.82,-880.235817505127,-2466.92082388371,-2646.14769924338
231.84,-880.922264858506,-2469.63412800147,-2643.61493970719
231.86,-881.618718044444,-2472.3157446134,-2641.02829921544
231.88,-882.328698039574,-2474.94561395489,-2638.37899858148
231.9,-883.048764456824,-2477.52638424481,-2635.66317009151
231.92,-883.588746753816,-2479.37402596392,-2633.6976762861
231.94,-883.896422908442,-2480.31559748185,-2632.6871789293
231.96,-883.972689934699,-2480.35178643503,-2632.67628077772
231.98,-884.045166639031,-2480.40080671011,-2632.75329241718
232,-884.117482654409,-2480.46307716054,-2632.97572185749
232.02,-884.177699782842,-2480.53568128582,-2632.92883432993
232.04,-884.226508870325,-2480.60897573503,-2632.89450966922
232.06,-884.262847683707,-2480.68236297274,-2632.87622552257
232.08,-884.289169688991,-2480.75679135244,-2632.86512126256
232.1,-884.301894682527,-2480.83200323315,-2632.8546590393
232.12,-884.301272203207,-2480.90782902467,-2632.844128909
232.14,-884.282933818789,-2480.96967516126,-2632.57423405437
232.16,-884.253475503414,-2481.0179453208,-2632.46488571144
232.18,-884.212069863775,-2481.05089757575,-2632.49511081606
232.2,-884.160227053654,-2481.0582225349,-2632.53882412266
232.22,-884.096515552024,-2481.03956327526,-2632.59574245328
232.24,-883.938545088291,-2481.00052671713,-2632.65984002893
232.26,-883.878539134179,-2480.96469103502,-2632.7080924403
232.28,-883.830276577978,-2480.9647272817,-2632.74209249048
232.3,-883.797063156836,-2481.08531170855,-2632.76962370031
232.32,-883.775323727813,-2481.33705089586,-2632.79758649376
232.34,-883.767936858702,-2481.51528820998,-2632.82640433232
232.36,-883.779068787041,-2481.53801602424,-2632.86023450135
232.38,-883.804505303088,-2481.65042289995,-2632.9068647541
232.4,-883.846550443056,-2481.76187042054,-2632.96605087546
232.42,-883.890535278445,-2481.72247554566,-2633.02038985809
232.44,-883.934260155139,-2481.65859349897,-2633.06285332064
232.46,-883.976729112943,-2481.58109331651,-2633.0926878429
232.48,-884.006866333141,-2481.59075337079,-2633.09743744275
232.5,-884.024182313429,-2481.86044620128,-2633.07682145295
232.52,-884.032476188332,-2482.04021336111,-2633.03086669003
232.54,-884.053907259704,-2481.96019507719,-2632.97218380401
232.56,-884.090507018774,-2482.01731423484,-2632.89883470471
232.58,-884.130683630063,-2481.94411487837,-2632.82159699647
232.6,-884.17048764502,-2482.02193634466,-2632.75588049923
232.62,-885.039807996863,-2482.16086028248,-2631.6558830882
232.64,-885.884894436989,-2482.33361667491,-2630.572579921
232.66,-886.710663291047,-2482.58499334683,-2629.50250872495
232.68,-887.265409638429,-2482.892049648,-2628.44492041983
232.7,-887.814689214669,-2483.11469161927,-2627.4048231116
232.72,-888.408723229012,-2483.28179889233,-2626.36896051589
232.74,-888.281761648558,-2483.27914197975,-2626.35849531592
232.76,-888.286437360367,-2483.27636041664,-2626.31286123792
232.78,-888.291389008276,-2483.36071240312,-2626.30348925892
232.8,-888.297806132376,-2483.5830253811,-2626.29203752013
232.82,-888.303436103102,-2483.71903207106,-2626.27924653871
232.84,-888.308580544712,-2483.71729327401,-2626.26815902129
232.86,-888.314501344219,-2483.71565244003,-2626.25561600944
232.88,-888.319873539349,-2483.71476278912,-2626.24297540799
232.9,-888.326664795352,-2483.7133712449,-2626.22909937318
232.92,-888.334981975136,-2483.71172676877,-2626.21374347723
232.94,-888.345597558469,-2483.70993343474,-2625.87059723643
232.96,-888.357486735453,-2483.84514927226,-2625.42737828775
232.98,-888.191345606828,-2483.84234920927,-2625.27301412438
233,-888.197256074206,-2483.83994797718,-2625.1842229593
233.02,-887.788522647179,-2484.11313901009,-2625.12969822866
233.04,-887.470393615506,-2484.24895546201,-2625.11234429876
233.06,-890.626039145532,-2482.07518974615,-2625.46506914105
233.08,-893.042530555221,-2480.52831117023,-2625.34710740242
233.1,-894.707121608741,-2479.62187546224,-2624.82692013228
233.12,-895.191045041139,-2479.44969582844,-2623.4967253674
233.14,-893.715886397488,-2480.18841423581,-2622.04120032592
233.16,-889.282431135387,-2481.56777866024,-2620.48998979292
233.18,-883.770976843915,-2483.22048678862,-2619.55563283127
233.2,-878.724766882842,-2484.10625415547,-2618.73734821122
233.22,-873.493733693788,-2484.3922611148,-2617.66427277244
233.24,-867.839063566588,-2483.9309642117,-2616.19633965615
233.26,-860.934044839681,-2482.37359228818,-2614.56734847749
233.28,-854.254067399331,-2480.42639076523,-2613.53993735427
233.3,-849.645346602963,-2477.94466162547,-2612.86170890443
233.32,-846.227167755014,-2474.76750646349,-2612.38028361295
233.34,-843.481756175221,-2471.72097493897,-2612.16003114778
233.36,-841.580865997892,-2468.7265757199,-2612.10912429649
233.38,-840.777934009656,-2465.38210050249,-2612.1508065685
233.4,-841.380345219551,-2462.41887937607,-2612.47082709966
233.42,-842.758133985616,-2459.39465466662,-2613.57280167577
233.44,-844.320639167157,-2456.15707820047,-2615.21000428082
233.46,-846.663520673834,-2453.67080862026,-2616.95297584697
233.48,-850.126367697719,-2451.70112903308,-2618.89462525523
233.5,-854.330896822096,-2451.50636333866,-2621.06429783513
233.52,-858.523347789294,-2452.37719930363,-2623.70397640162
233.54,-862.270074801299,-2452.33577061929,-2626.39025124476
233.56,-865.925010728959,-2451.85814206667,-2628.52967407882
233.58,-866.060367864999,-2453.61410743142,-2629.79902437449
233.6,-865.000738199088,-2456.28897250012,-2630.78228730528
233.62,-863.637840700608,-2459.33988274155,-2631.38068045403
233.64,-862.187582234961,-2462.84039167803,-2630.88329527709
233.66,-860.472379119669,-2466.46920804815,-2630.04171847073
233.68,-858.400603235332,-2470.4271712134,-2629.87875336169
233.7,-859.320378033363,-2471.82733863433,-2630.5264217394
233.72,-860.759739589717,-2472.05988281387,-2631.2897276541
233.74,-861.763454504954,-2472.3771628362,-2632.28781046896
233.76,-861.963427363289,-2472.55762235405,-2633.54998771835
233.78,-864.4561562467,-2476.80467485353,-2632.06127821318
233.8,-867.27946058349,-2481.03768458925,-2630.11959956214
233.82,-869.807137094263,-2485.20918078544,-2627.58544796839
233.84,-871.068036018888,-2489.32051008937,-2624.68462282758
233.86,-871.951078542379,-2493.20784321826,-2621.56823529765
233.88,-873.736025129953,-2497.03190276244,-2617.82277740867
233.9,-873.241662747536,-2497.03497246913,-2617.3136058977
233.92,-870.746638854679,-2497.03714588688,-2617.30413580014
233.94,-868.749387315529,-2497.03880632902,-2617.29636427753
233.96,-868.250953544438,-2497.03919635635,-2617.28823739221
233.98,-867.254708374472,-2497.04008763762,-2616.77887884634
234,-866.255252391146,-2497.04189311699,-2616.27087197153
234.02,-865.756876242868,-2497.04363730852,-2616.26322940792
234.04,-865.258547837799,-2497.04583912591,-2616.25684187618
234.06,-864.258956962861,-2497.04833500313,-2616.25030549686
234.08,-863.257282937421,-2497.05184440411,-2616.24461570735
234.1,-861.757127468493,-2497.05592542358,-2615.73995613936
234.12,-859.758109784154,-2497.06039051989,-2615.23502676471
234.14,-858.261762199513,-2497.06491387252,-2615.22917716949
234.16,-857.269203535297,-2497.06924896957,-2615.22295225358
234.18,-855.776975868107,-2497.07378824715,-2615.21502971771
234.2,-853.782867161655,-2497.07732615497,-2614.70923380799
234.22,-851.291729122198,-2497.08072941596,-2614.2042001101
234.24,-847.799765146218,-2497.08457120395,-2613.70043243188
234.26,-844.308412584702,-2497.08869208365,-2613.19591443121
234.28,-841.3150647931,-2497.09205075785,-2613.19182320905
234.3,-837.319981040563,-2497.09438804093,-2612.68764170796
234.32,-831.32470019239,-2497.09662470402,-2611.68200351385
234.34,-825.329660259201,-2497.09936011462,-2611.17690481576
234.36,-821.330747135533,-2497.10167827988,-2611.17222798824
234.38,-819.333266955756,-2497.10405001247,-2611.1669334906
234.4,-818.33243886585,-2497.10623479581,-2611.16232945647
234.42,-815.837105767535,-2497.10844498964,-2611.15912739368
234.44,-819.852907247488,-2491.63508118666,-2611.99987648143
234.46,-823.218300725368,-2486.44210361911,-2612.42180015619
234.48,-824.739706318258,-2481.84277046718,-2612.96683168407
234.5,-824.57742404657,-2478.49294185274,-2611.72068836815
