t,Bx,By,Bz
241.44,-647.400124247009,-2469.01270576548,-2535.85202482929
241.46,-647.410544222273,-2469.01370406564,-2535.85645290378
241.48,-648.42051411619,-2469.0132353427,-2535.86212946713
241.5,-649.430704183065,-2469.01188702241,-2535.86733870599
241.52,-649.439474116861,-2468.01304791044,-2535.87419802017
241.54,-649.445308398372,-2467.01668701203,-2533.88221468776
241.56,-649.449355288951,-2467.02113726872,-2532.89013101185
241.58,-649.453119884198,-2467.02562922638,-2534.89778663935
241.6,-649.45484089977,-2467.02873034229,-2535.90768208204
241.62,-649.456186673371,-2467.03269013599,-2535.91721938474
241.64,-648.457475477748,-2466.0367952485,-2535.92596568055
241.66,-647.459640690765,-2466.04165522775,-2533.93414911405
241.68,-649.462337623706,-2468.04728374752,-2535.94166603339
241.7,-649.462258395201,-2469.05227233171,-2535.94885305823
241.72,-647.460882898598,-2467.05725813314,-2529.95680537657
241.74,-651.459912122214,-2465.06265222456,-2531.96736486131
241.76,-652.458286855337,-2466.06721167932,-2535.9785005929
241.78,-650.454843160751,-2467.07126271028,-2534.98963643135
241.8,-653.449398393443,-2468.07600601534,-2531.00038484047
241.82,-650.443136433284,-2466.08119786451,-2528.01295560812
241.84,-650.438297292878,-2464.08475815128,-2538.02596780857
241.86,-653.433263864854,-2467.08835513674,-2544.03807464863
241.88,-651.427355716794,-2467.09419515019,-2537.04866263855
241.9,-651.42217236811,-2466.09824332402,-2534.05930919667
241.92,-651.416838446853,-2468.10404925935,-2534.0709860462
241.94,-651.411102383129,-2469.11135863288,-2534.08365699527
241.96,-651.407694675722,-2469.11753535912,-2534.09673251542
241.98,-651.403542458577,-2468.12345287349,-2534.10990752018
242,-651.399214075318,-2467.12827309521,-2534.12287787843
242.02,-652.394641813587,-2467.13108904304,-2534.13735086724
242.04,-654.388611332767,-2468.13315015241,-2537.15116562026
242.06,-653.381714133497,-2466.13527500898,-2536.16699233194
242.08,-651.373860330634,-2466.13807860732,-2532.18314867464
242.1,-651.365406388673,-2468.13951357392,-2532.19891835791
242.12,-648.470854408187,-2467.63462804063,-2537.43496275737
242.14,-643.860262912139,-2468.10384570719,-2542.31551384984
242.16,-634.613361124587,-2469.24383904791,-2545.48362194154
242.18,-621.373807370428,-2467.71022187402,-2547.77267123414
242.2,-608.448264603982,-2462.38963668889,-2549.78840617195
242.22,-595.906276068882,-2456.82057888154,-2551.44012725817
242.24,-583.539708367266,-2450.21001825,-2553.68882031117
242.26,-575.096351758437,-2443.34977112117,-2555.92960685799
242.28,-576.599017070086,-2440.23767002851,-2557.51043109838
242.3,-580.243698695005,-2437.92076054571,-2562.71322437142
242.32,-583.318261802299,-2438.12074057326,-2564.18407963558
242.34,-581.215078105244,-2438.80269670716,-2563.3419627315
242.36,-580.612378854751,-2431.77223725441,-2566.82613487065
242.38,-586.08864842926,-2427.35712277094,-2572.42973906264
242.4,-595.202327178829,-2427.93902827168,-2577.18486476744
242.42,-602.502090835151,-2426.50549229075,-2581.8346761329
242.44,-608.993070918593,-2427.01032508134,-2586.52667803081
242.46,-614.350048762615,-2429.63723371966,-2597.15680393649
242.48,-625.514492616895,-2430.87077739286,-2590.89404421132
242.5,-630.01698712669,-2432.0954072812,-2576.98850901194
242.52,-633.890535853118,-2431.64836037095,-2572.56163159266
242.54,-643.747780776812,-2432.36224364676,-2569.83190284819
242.56,-651.781823600178,-2434.92187912633,-2565.16793829223
242.58,-653.34965950808,-2437.46089228468,-2564.88519289116
242.6,-652.840592480774,-2440.41754476102,-2564.16989195027
242.62,-646.703720645386,-2444.28650432631,-2560.48627459476
242.64,-638.197557592522,-2446.38818439315,-2557.67118969842
242.66,-627.355107083928,-2446.52923752431,-2555.14322361088
242.68,-614.350838690774,-2443.91765132094,-2549.3513471128
242.7,-603.476719791742,-2435.72717990513,-2541.03142768133
242.72,-599.49936336882,-2420.90524240847,-2532.26886100659
242.74,-602.427018844447,-2405.82456677195,-2524.68810287175
242.76,-612.394578293397,-2392.37195791279,-2517.35839120461
242.78,-628.821924642102,-2381.67792200795,-2513.06748371346
242.8,-649.779086813303,-2388.90252625376,-2515.24850503073
242.82,-664.591352747968,-2402.1115024057,-2521.0962393322
242.84,-671.253221471676,-2418.29006025926,-2525.627170897
242.86,-671.692294617949,-2433.38249051768,-2528.86775648498
242.88,-668.579124405226,-2446.40791143095,-2531.63345376771
242.9,-663.447185049506,-2456.21078557909,-2533.25984842423
242.92,-656.180843933253,-2462.6586774666,-2534.35540442943
242.94,-648.975629035241,-2466.25276358098,-2533.90719834683
242.96,-648.965583502997,-2466.25729908989,-2532.92035659619
242.98,-648.955824970185,-2467.26337345964,-2532.93418973349
243,-648.943847155254,-2467.27059459301,-2532.94570334315
243.02,-648.931081655073,-2467.27845325379,-2531.95601885116
243.04,-649.918401683717,-2467.28778811316,-2530.96613113944
243.06,-650.904550636879,-2466.29680412277,-2530.97629308603
243.08,-649.888134808899,-2465.30646464023,-2532.98618024606
243.1,-648.872071683033,-2465.31610740812,-2533.99709286413
243.12,-647.855236415492,-2465.3230979046,-2533.00917636086
243.14,-646.840412490122,-2465.3318683028,-2533.02139232152
243.16,-646.825089215434,-2465.34158287666,-2534.03337446983
243.18,-646.809404996213,-2464.35282629983,-2535.04499244674
243.2,-646.792551983339,-2463.36545568124,-2534.05671907505
243.22,-646.778212924021,-2463.37642744537,-2532.06699041657
243.24,-646.765817393484,-2463.38729822245,-2531.07733787374
243.26,-647.753584233623,-2463.39806384116,-2532.08761806148
243.28,-648.74272017494,-2463.40713142153,-2532.09811800414
243.3,-648.731670244389,-2463.41541732807,-2531.10800809257
243.32,-647.720415489248,-2464.42197983871,-2531.1198907046
243.34,-646.709245316215,-2465.42767110857,-2531.1329714009
243.36,-646.697727611957,-2465.43350208723,-2530.14729877809
243.38,-646.683899707756,-2465.44041031262,-2528.15955814494
243.4,-646.671396805854,-2465.44758410471,-2527.17151000517
243.42,-646.661707044389,-2464.45532249667,-2528.18283405732
243.44,-646.652501710137,-2464.46175301338,-2530.19257288793
243.46,-647.64305152893,-2464.46633399104,-2531.20402952516
243.48,-647.632415446206,-2463.47209367587,-2531.21454101178
243.5,-646.622145493807,-2463.47843514658,-2531.22417716187
243.52,-646.614656402845,-2463.48519718494,-2531.23374601638
243.54,-646.608287889661,-2463.49075091797,-2531.24237485624
243.56,-645.602598472982,-2463.49724292571,-2530.2499126199
243.58,-645.597534893452,-2463.50547840872,-2529.25753435077
243.6,-646.589182315825,-2463.5164599361,-2530.26655712243
243.62,-646.578859505969,-2463.5266968393,-2531.27543652464
243.64,-647.571106028166,-2463.53559676811,-2530.28302444318
243.66,-648.565993343756,-2463.54236836869,-2529.29047102306
243.68,-647.558865291888,-2463.54804977207,-2530.29876177658
243.7,-646.551811244842,-2462.55406565381,-2531.30750761273
243.72,-646.545436744244,-2461.55991537623,-2531.31650011395
243.74,-645.536103511483,-2462.56571951397,-2531.32369189083
243.76,-644.525706674426,-2463.57175722743,-2531.33010009365
243.78,-644.515813467263,-2464.57777986336,-2532.33560814384
243.8,-645.506226540155,-2464.58454129291,-2533.34046922114
243.82,-646.497891102614,-2463.58966624189,-2533.34515939046
243.84,-646.488850517995,-2464.59487916148,-2532.34976464442
243.86,-645.478466324952,-2464.59917024339,-2531.35388995425
243.88,-644.46779495869,-2463.6027546995,-2531.36029027258
243.9,-644.455181684419,-2464.6058775788,-2531.36594608375
243.92,-644.442398623956,-2465.60639077346,-2531.37241735501
243.94,-644.430874988784,-2465.60735986478,-2531.3768817482
243.96,-644.421533758428,-2464.60783856637,-2532.38090085794
243.98,-645.413585364751,-2463.60641510463,-2533.3845415721
244,-646.40634397719,-2463.60323404375,-2531.3862219221
244.02,-646.397433148473,-2463.60130141475,-2529.3877586097
244.04,-646.389578013403,-2462.59991431132,-2529.38882030911
244.06,-646.381691163286,-2461.59639377223,-2529.38967658897
244.08,-646.371707175961,-2461.59078380161,-2528.38945870805
244.1,-646.365773142686,-2461.58310621954,-2527.38899392369
244.12,-646.358845087496,-2461.57562924443,-2528.38743046487
244.14,-646.354481973324,-2461.56858627309,-2529.38582244082
244.16,-645.351887343472,-2461.55863767066,-2529.38310648972
244.18,-644.349535658874,-2461.54975743179,-2528.38068286548
244.2,-644.346517955089,-2461.54017135285,-2527.37934427022
244.22,-644.34337502186,-2461.52906589232,-2527.3792015264
244.24,-644.339563466988,-2461.51808344856,-2527.38015805877
244.26,-651.501198687597,-2456.57341504782,-2528.66099281948
244.28,-657.79310823782,-2451.73771476966,-2529.58616008256
244.3,-664.990772718568,-2447.4110145089,-2529.70472216101
244.32,-671.588671622092,-2443.12158661578,-2530.16793163706
244.34,-674.349960082985,-2440.42309658005,-2528.88726522855
244.36,-674.137633744182,-2440.39432464841,-2526.07709654528
244.38,-671.302434829988,-2442.7443476119,-2523.06031844008
244.4,-667.115890552725,-2445.41644265759,-2520.75960968896
244.42,-659.956539079493,-2448.31632240149,-2520.15919746716
244.44,-654.788774636917,-2450.06840788927,-2518.96887964783
244.46,-651.539744415661,-2451.175932811,-2516.95185889028
244.48,-648.202233103805,-2452.13604001931,-2514.93853566957
244.5,-644.47125171589,-2453.28343717743,-2514.07539626248
244.52,-638.880750137964,-2453.70475907581,-2513.11909579967
244.54,-629.292225899604,-2454.09770349173,-2511.99999840927
244.56,-618.099156745834,-2455.28711350716,-2511.04234515953
244.58,-606.658334913395,-2454.21571328975,-2510.0878489382
244.6,-602.641508381933,-2454.59125302711,-2508.94679853082
244.62,-596.538036726684,-2458.51316128249,-2506.93740452046
244.64,-585.322698563639,-2457.67522421699,-2504.08386683622
244.66,-579.19420343569,-2452.98008602834,-2503.10527835581
244.68,-573.266323782844,-2448.16512430961,-2502.13384381473
244.7,-566.341707418601,-2444.4819082935,-2501.27510402789
244.72,-559.565873937543,-2440.96601544555,-2501.48485483546
244.74,-554.218716533779,-2436.19665164121,-2501.02509705998
244.76,-549.239401848442,-2431.52620810044,-2502.05738619005
244.78,-544.788726872708,-2427.31585822398,-2503.34708481912
244.8,-541.00571436684,-2423.63867433609,-2501.86625379779
244.82,-538.986448160991,-2421.20966590537,-2504.02723466913
244.84,-538.777127326242,-2416.66567295664,-2509.36988282967
244.86,-538.177190774305,-2412.67331171982,-2508.36283128554
244.88,-536.813376564286,-2408.14137860902,-2503.23853328331
244.9,-533.516676976124,-2402.30325312628,-2500.52798181696
244.92,-531.150848062301,-2397.49238308978,-2500.86774061327
244.94,-532.335983801602,-2391.66741710954,-2504.1636069214
244.96,-535.332815115894,-2386.93383828719,-2505.76087778426
244.98,-533.543332750181,-2382.28942040806,-2503.67812784743
245,-531.944188438944,-2377.54141769852,-2503.49277147238
245.02,-536.499999013952,-2372.88741640754,-2506.3149787535
245.04,-541.527455885797,-2368.46275892543,-2508.47079225877
245.06,-546.948594976497,-2364.23225195126,-2508.93720704394
245.08,-551.232991346948,-2360.29240888295,-2511.53418665374
245.1,-554.209963628958,-2356.64384759398,-2515.17788487007
245.12,-558.011756237434,-2354.44332037067,-2518.75224572113
245.14,-561.732518335784,-2352.9429769414,-2521.24746033847
245.16,-563.694030955531,-2350.91741757269,-2522.80712882985
245.18,-567.187414272967,-2349.18386541118,-2525.53247028483
245.2,-573.153138362075,-2346.94520560077,-2528.33054132673
245.22,-581.610663382838,-2344.90580027295,-2532.17853988865
245.24,-590.654194643841,-2344.33192357807,-2535.5451619057
245.26,-598.837813562747,-2344.51078452666,-2538.33213227087
245.28,-609.640132084296,-2344.25812955785,-2544.96291870223
245.3,-616.429401655469,-2349.18920907564,-2550.31033505331
245.32,-617.868121346519,-2352.67634405089,-2552.93896512282
245.34,-617.651134678971,-2348.24154048884,-2556.30804721641
245.36,-618.570844359421,-2344.91233213112,-2557.14446181064
245.38,-619.513670803931,-2345.99697290867,-2555.77727455354
245.4,-612.064692074659,-2351.04992598357,-2553.14652201974
245.42,-600.996029268252,-2359.2424345858,-2550.4443529545
245.44,-590.343703398716,-2368.94450786872,-2548.54222140846
245.46,-581.314491270963,-2377.04930946806,-2548.36399405606
245.48,-576.328668972146,-2384.49022687601,-2548.8931058437
245.5,-578.397009935515,-2388.0763259795,-2548.2638426652
245.52,-582.808831982819,-2388.31034610404,-2547.66497277004
245.54,-586.166067244019,-2387.59129582953,-2548.78831703099
245.56,-589.467878627899,-2386.9319000945,-2550.0428858971
245.58,-591.766339274314,-2387.35385749256,-2550.77181917851
245.6,-592.328221410784,-2387.60505670447,-2552.1642785999
245.62,-592.643734406032,-2387.78679669983,-2554.84151549019
245.64,-593.193917085373,-2390.09582880298,-2557.34999176069
245.66,-593.098536981059,-2392.46336002824,-2558.78405661375
245.68,-592.389673816793,-2391.90887702344,-2559.0562773398
245.7,-594.041705643645,-2391.4300665629,-2559.32091813382
245.72,-596.67104167008,-2391.80074127468,-2560.0097732202
245.74,-598.263656281987,-2391.01870792826,-2561.03658039293
245.76,-599.657578021024,-2390.20510382362,-2563.02030197133
245.78,-600.670061637305,-2390.35985110852,-2563.71239267323
245.8,-601.395004479699,-2390.4906800965,-2565.14656804691
245.82,-601.900963304186,-2391.61033495847,-2567.49922185804
245.84,-608.283058638186,-2400.83077956912,-2562.52353424861
245.86,-613.646288620146,-2410.11620766333,-2557.24584130107
245.88,-618.100542790565,-2418.44144563833,-2551.56758868978
245.9,-623.48117962295,-2425.72566963741,-2546.39595631519
245.92,-627.676672212804,-2432.90067676625,-2540.97059373673
245.94,-631.557862333246,-2439.83491903594,-2533.40579932173
245.96,-635.945115289735,-2447.35841048409,-2525.68891082693
245.98,-640.128170477339,-2453.71060097401,-2518.99133705213
246,-640.130000560945,-2453.70476680921,-2519.98989228189
246.02,-641.132240098199,-2454.69781363799,-2519.98803677563
246.04,-641.133575433096,-2454.69022073947,-2518.98483729928
246.06,-641.133801413681,-2454.68438648262,-2519.98198682491
246.08,-642.135780283827,-2454.67819434,-2520.978606589
246.1,-642.137710160082,-2454.67039686314,-2520.97484712111
246.12,-642.13944351533,-2453.6620313574,-2520.96970371877
246.14,-642.141044436707,-2452.6550744932,-2520.96348945695
246.16,-642.141579304895,-2453.64827319551,-2520.95705812039
246.18,-643.141412347786,-2454.64052008597,-2520.95080023574
246.2,-644.141973211369,-2454.63157494907,-2520.94464543442
246.22,-643.140872177117,-2454.62166800845,-2519.93919244321
246.24,-642.139004473757,-2454.61076842644,-2519.93420507416
246.26,-642.134927380436,-2454.60019269673,-2520.93025055732
246.28,-643.132051813648,-2454.59127628289,-2520.92562387858
246.3,-644.132568545742,-2453.58254516422,-2520.92104924416
246.32,-644.132920026219,-2453.57494220895,-2520.91461882244
246.34,-644.132228272952,-2454.5670926282,-2520.90855227475
246.36,-643.129997441088,-2454.55866601067,-2520.90093145633
246.38,-642.127440042536,-2454.54925957179,-2520.89330105811
246.4,-642.125220721374,-2454.53998190521,-2521.88552109795
246.42,-642.123159383766,-2453.52987855734,-2522.8788724028
246.44,-641.120960405105,-2453.5199507527,-2522.87344132308
246.46,-640.118946944584,-2453.51034307059,-2521.86577680387
246.48,-640.117375800164,-2452.49992138205,-2519.85853226781
246.5,-640.117505953446,-2452.48783156154,-2518.8521116389
246.52,-641.115625348364,-2452.47472049915,-2517.84475590737
246.54,-642.112278718695,-2452.46294441088,-2517.83819913494
246.56,-642.109389630868,-2452.45159129687,-2517.83194149832
246.58,-642.106429247828,-2452.44126090405,-2516.82545795443
246.6,-642.105091648788,-2452.42916204298,-2516.81923726889
246.62,-642.103286142804,-2452.41604440214,-2516.81270275623
246.64,-641.099933716108,-2452.40404995622,-2517.80675205758
246.66,-640.094844476015,-2452.39409546897,-2518.80014149106
246.68,-640.089969257178,-2452.38522206465,-2518.79377058524
246.7,-641.08120666335,-2452.37732113982,-2518.78673535311
246.72,-642.071526398857,-2452.36933783325,-2518.77892587321
246.74,-642.06295774553,-2451.36042565588,-2517.77297611325
246.76,-642.054089172286,-2450.35256807536,-2517.76750064255
246.78,-642.044972705377,-2451.34453955546,-2517.76191225659
246.8,-642.034068550959,-2452.33622837096,-2516.7561471823
246.82,-642.021831660987,-2452.32740865211,-2517.75191573958
246.84,-642.01060756613,-2452.31755316471,-2518.74739002503
246.86,-641.002166782303,-2452.30853218983,-2518.74376788409
246.88,-640.993738794122,-2452.29740184106,-2519.73885423037
246.9,-641.986028038051,-2452.28797486996,-2520.73499243865
246.92,-641.975979560734,-2452.2805313776,-2519.73105778953
246.94,-642.964886557619,-2452.27119518238,-2519.72703082829
246.96,-642.953249660016,-2452.26178466563,-2519.72444106191
246.98,-641.938543425502,-2452.25308608497,-2518.7209587523
247,-641.922244205916,-2452.24708452593,-2518.71837763376
247.02,-641.905967637645,-2451.24176003236,-2518.71530317153
247.04,-641.888210755928,-2451.23588014397,-2518.713005872
247.06,-641.870124951748,-2451.23257938939,-2519.71049694851
247.08,-641.853457202866,-2450.23069867865,-2520.70938939822
247.1,-641.836211582636,-2450.22954875755,-2519.70719926791
247.12,-640.818303444836,-2451.22883312301,-2519.70634153126
247.14,-640.798782997213,-2451.22965443774,-2520.7068040345
247.16,-641.777675326261,-2450.23191668722,-2520.70800125448
247.18,-641.756028817187,-2450.23582467445,-2519.7098950709
247.2,-641.733297709526,-2450.23874136414,-2518.70992999696
247.22,-641.71006957945,-2450.24409093268,-2518.71020177162
247.24,-641.688004421066,-2450.25022029474,-2518.71047083361
247.26,-640.66778545234,-2451.25575244223,-2518.71182618928
247.28,-639.647673169818,-2452.25944394251,-2518.71389149222
247.3,-639.625673857537,-2452.26369097666,-2518.71680795712
247.32,-640.604270100094,-2452.26804349207,-2519.72120756589
247.34,-641.585126503937,-2452.27311919085,-2520.72656249904
247.36,-642.567191717398,-2452.27714391039,-2520.73243462531
247.38,-643.548982149428,-2452.28027938734,-2520.73812956943
247.4,-643.530810233141,-2451.28454453218,-2520.74410436333
247.42,-643.513864798928,-2450.29040315464,-2519.75233905715
247.44,-642.495680550928,-2450.29509156041,-2517.76092886313
247.46,-641.478809412513,-2451.30116538347,-2516.76900260846
247.48,-641.46150377138,-2451.3088842504,-2516.77803090801
247.5,-641.443893047852,-2450.31666064656,-2516.78739413854
247.52,-641.425757229526,-2450.32242995582,-2515.79765708508
247.54,-641.407851043509,-2450.33039719158,-2515.80841135843
247.56,-641.38883979514,-2450.33734666181,-2516.81971447666
247.58,-641.369516702805,-2450.34399167813,-2516.83111839417
247.6,-642.350527250923,-2450.35096813852,-2516.84009843038
247.62,-635.696725578548,-2446.62513004836,-2518.39619129932
247.64,-626.868341528972,-2441.6452951169,-2519.05649156793
247.66,-616.645285901926,-2433.57512507355,-2517.76893321869
247.68,-605.473003501541,-2421.22685804523,-2514.37670478659
247.7,-597.815805257324,-2404.30756223445,-2508.77330353259
247.72,-596.216808945329,-2384.27429453999,-2502.36764394659
247.74,-600.424730456205,-2362.95739980931,-2497.06509158338
247.76,-611.305066412375,-2342.35161495357,-2492.3945838528
247.78,-628.959198070006,-2340.19048749929,-2492.25726441507
247.8,-646.315326273682,-2342.39689394132,-2494.1932235267
247.82,-662.194676457534,-2345.91263305311,-2497.02176111616
247.84,-675.881849558468,-2350.68837600232,-2500.62756773477
247.86,-685.943990919651,-2357.86587182404,-2504.41388002031
247.88,-691.850374385984,-2367.46136262486,-2508.13132277426
247.9,-694.782238302905,-2376.65393993882,-2512.30586680691
247.92,-698.396485953629,-2386.68277216785,-2516.16201836194
247.94,-700.421743425503,-2397.89838471583,-2519.4820426625
247.96,-702.434058189743,-2407.02423336649,-2523.19159474422
247.98,-704.824812625619,-2413.62390368227,-2527.32829310689
248,-705.202965929582,-2418.74226344484,-2530.93731461528
248.02,-703.797599997974,-2422.0007606418,-2534.68815929189
248.04,-705.938844955939,-2424.86211984603,-2540.26419885523
248.06,-707.740057686717,-2427.65145804574,-2545.40579352656
248.08,-708.767178801418,-2430.43292987251,-2549.58784198519
248.1,-710.262225419902,-2434.88569449167,-2553.03763708723
248.12,-709.777016097525,-2439.56069560127,-2555.48978194656
248.14,-701.723671071571,-2442.30641225459,-2555.24621795121
248.16,-691.828326067856,-2445.28682662098,-2553.70527291353
248.18,-681.440269687332,-2446.75646330741,-2551.18962243623
248.2,-668.384379592198,-2449.92498643789,-2545.51286211904
248.22,-653.979053053244,-2453.84579781584,-2539.12630215311
248.24,-639.910738524563,-2456.5178582549,-2531.63294226103
248.26,-625.289235444411,-2455.58558054178,-2524.48949180201
248.28,-610.344414302713,-2452.32366589369,-2519.68144003109
248.3,-598.356606420387,-2443.21968637318,-2517.48311379368
248.32,-590.109630304655,-2430.69255039039,-2513.83518175918
248.34,-585.955800670562,-2416.10690040908,-2508.61174598478
248.36,-588.554842718108,-2400.8547912051,-2504.25734548988
248.38,-597.500888054026,-2385.15081045878,-2499.12265085974
248.4,-610.980366191236,-2371.58374868591,-2494.61602635943
248.42,-625.321540390033,-2359.27271237962,-2493.83299814042
248.44,-638.400770899789,-2350.36237543626,-2495.66450919088
248.46,-648.208064573133,-2346.40246998163,-2497.91240581136
248.48,-655.849965627789,-2344.37725081555,-2500.9547438323
248.5,-665.571007582114,-2345.23624560921,-2502.60748663816
248.52,-676.449647702538,-2348.2824355317,-2503.32967204697
248.54,-688.832915438717,-2353.30096567457,-2504.88271807671
248.56,-700.550791559776,-2356.54590046071,-2509.03623724052
248.58,-709.655853760066,-2366.57322547373,-2511.72606831156
248.6,-714.159214311479,-2378.24451241509,-2511.77061596533
248.62,-716.597980342587,-2383.23752132569,-2513.47686413533
248.64,-719.454276045891,-2388.56579397885,-2515.78575607495
248.66,-709.64440545295,-2399.24112027423,-2517.59575039564
248.68,-698.304855648858,-2408.16662250155,-2518.53515012221
248.7,-686.497060722618,-2416.7796811444,-2519.85894076218
248.72,-675.325736158197,-2425.47791368157,-2521.07039497433
248.74,-665.664603594298,-2434.16534361378,-2521.6637201222
248.76,-656.929814230234,-2441.49241950199,-2521.80927868966
248.78,-647.443288418361,-2447.17582518489,-2519.63132738943
248.8,-639.35066517907,-2451.4555115034,-2518.25766942323
248.82,-640.335093615174,-2450.44597708457,-2518.26464614532
248.84,-640.319923802414,-2450.43787361015,-2518.27145163119
248.86,-640.306417515704,-2450.42856541717,-2519.27646322253
248.88,-640.293517569014,-2450.41969282885,-2519.28163523027
248.9,-641.282411875946,-2451.4123827714,-2519.28657526122
248.92,-641.270574564113,-2451.40379845929,-2520.29022552627
248.94,-640.260209526551,-2450.39645312386,-2520.29294258967
248.96,-640.247277615945,-2450.38928846492,-2518.29618593011
248.98,-640.235978061883,-2450.38393016428,-2517.30146810167
249,-640.223286570589,-2451.37798786747,-2517.30538806443
249.02,-640.211815941313,-2452.37303429191,-2516.31046791879
249.04,-640.200895717995,-2452.36752914407,-2515.31704808847
249.06,-640.191687517141,-2453.36096960849,-2515.32363614833
249.08,-640.179811704252,-2453.35547738963,-2516.33209715586
249.1,-640.168089299775,-2452.35082524317,-2518.34122207811
249.12,-639.156961254969,-2451.34742989557,-2519.35171586965
249.14,-638.147684660558,-2450.34460387477,-2519.36278105388
249.16,-638.138798224083,-2450.34082200225,-2518.37520698776
249.18,-638.130274060578,-2451.33686421199,-2518.3871887171
249.2,-638.121813006409,-2452.332364775,-2518.39804170123
249.22,-638.11471606955,-2452.33016790934,-2517.41001897679
249.24,-638.108066397617,-2451.33067618165,-2518.42202624636
249.26,-638.104502985012,-2450.33028648678,-2519.43419635465
249.28,-638.099448267516,-2450.32946103348,-2519.44610688161
249.3,-638.093571847932,-2450.330380564,-2519.45726041424
249.32,-638.088768570879,-2450.32876618793,-2519.4683277613
249.34,-638.085772513313,-2450.32979239789,-2518.47861688375
249.36,-638.081752204954,-2449.33017023978,-2517.49002055738
249.38,-639.077752372267,-2449.32999150684,-2517.50274381243
249.4,-639.0729030753,-2450.32878090567,-2516.51537406451
249.42,-639.065947576687,-2450.32818917502,-2516.52702187682
249.44,-641.058901935378,-2451.32886876706,-2517.54003138956
249.46,-642.052905570112,-2452.33006820664,-2517.5537900122
249.48,-641.046949131677,-2452.33130937534,-2517.56678317075
249.5,-640.039654644844,-2452.33289477813,-2517.5786235667
249.52,-640.032581532191,-2452.33675429016,-2517.59059068959
249.54,-640.027101996735,-2452.3397960266,-2517.60133248173
249.56,-639.022774508975,-2451.34125605078,-2516.61102290859
249.58,-638.019054727379,-2450.34150597819,-2516.62057715509
249.6,-639.015488901116,-2451.34233456531,-2518.6273234298
249.62,-640.012481266751,-2452.34295919594,-2518.63316991966
249.64,-640.009732133002,-2452.34362058448,-2517.64011345601
249.66,-640.006852855084,-2452.34401797967,-2516.64750223874
249.68,-640.003347567108,-2451.34544726386,-2515.65431141757
249.7,-640.000994107706,-2450.34605539219,-2517.66216008963
249.72,-639,-2449.34681748182,-2519.67070477579
249.74,-638.000549896581,-2448.34923325167,-2518.67818983529
249.76,-638.002551013169,-2448.35093331667,-2518.68762899881
249.78,-638.005184146996,-2449.35349169937,-2518.69679409476
249.8,-639.011353901825,-2450.35526851871,-2517.70603960612
249.82,-639.019119587545,-2451.35631841017,-2517.71440578903
249.84,-639.026974484851,-2451.35674113808,-2517.72489272367
249.86,-640.033947324654,-2450.35823066099,-2517.73696345898
249.88,-640.03866287724,-2450.3609244196,-2518.74890572173
249.9,-641.044769199778,-2450.3622368182,-2519.75843290774
249.92,-641.0539871978,-2450.36414563578,-2518.76899791617
249.94,-640.063905629572,-2451.36724883927,-2517.7801423193
249.96,-640.069396348056,-2451.36984768483,-2517.79133984683
249.98,-639.074578087992,-2450.37224632474,-2517.80290931949
250,-638.0806563089,-2450.37371565846,-2516.81340714809
250.02,-638.085265835217,-2450.37449439025,-2515.82364089409
250.04,-638.090556260709,-2449.37835685631,-2517.83378907378
250.06,-638.096961438903,-2449.38228585782,-2519.84445213481
250.08,-638.102476447885,-2449.38499201689,-2519.85587679394
250.1,-637.105777468828,-2449.38675879043,-2519.86701730655
250.12,-636.110246166614,-2449.38764783813,-2519.87668586708
250.14,-635.115473751625,-2449.38748752716,-2519.88544171643
250.16,-635.121849914914,-2449.38816906927,-2519.89474445429
250.18,-636.128724831002,-2449.38730859305,-2518.9020575314
250.2,-637.139163604525,-2450.38691425439,-2518.90919934931
250.22,-638.151164297406,-2454.3850145176,-2516.91661085732
250.24,-638.162781147761,-2456.38381620751,-2519.9230035337
250.26,-638.174271777261,-2451.38375829984,-2519.92919264341
250.28,-638.185763036303,-2448.38562973921,-2515.93414991313
250.3,-638.19970601554,-2449.38789348129,-2518.93740324327
250.32,-638.213414528001,-2450.38896391781,-2520.94021952664
250.34,-638.226153637732,-2450.38984174603,-2521.94207506614
250.36,-639.239328608759,-2450.39127271085,-2520.94363011026
250.38,-639.254430242268,-2450.39427308617,-2518.94566245763
250.4,-638.26926586426,-2449.39773411358,-2517.94633069367
250.42,-639.283666434631,-2449.40014808021,-2517.94608435673
250.44,-640.299716399975,-2450.40256038383,-2516.94555829254
250.46,-640.316287194946,-2450.40428710199,-2516.94568570578
250.48,-639.335191823238,-2450.40381869063,-2516.94532996245
250.5,-639.355516233702,-2450.40431343014,-2516.94644745219
250.52,-639.376388967715,-2450.4064243425,-2517.94824290294
250.54,-640.398209431625,-2452.40760419772,-2515.94862177245
250.56,-640.419680402755,-2453.4099500997,-2513.94969315171
250.58,-638.443117432987,-2453.41022375072,-2521.95077096307
250.6,-640.466160823579,-2453.41146749761,-2529.95428053099
250.62,-641.487864004645,-2451.41025862379,-2523.95758922457
250.64,-639.508384735523,-2450.4090076763,-2517.96233502234
250.66,-638.530315105205,-2451.40748838617,-2518.96801688221
250.68,-638.552891529436,-2452.40652129308,-2519.97329033539
250.7,-638.574407099279,-2452.40532318252,-2518.9783658086
250.72,-639.593227024165,-2451.4048632785,-2517.9820310205
250.74,-640.609569759622,-2450.40354190377,-2517.98459026327
250.76,-640.624904052273,-2450.40277580369,-2518.98692240422
