u,x_norm,y_norm,z_norm
0.6778242677824268,0.9932885906040289,0.9823529411764278,0.909722222222222
0.6820083682008368,0.9932885906040289,0.9823529411764572,0.9236111111111113
0.6861924686192468,1.0,0.9823529411764572,0.9253472222222208
0.6903765690376569,1.0,0.9882352941176578,0.9305555555555559
0.6945606694560669,1.0,0.9823529411764572,0.9270833333333347
0.698744769874477,1.0,0.9882352941176283,0.9236111111111113
0.702928870292887,0.9932885906040246,0.9882352941176283,0.9201388888888901
0.707112970711297,1.0,0.9882352941176283,0.9218749999999996
0.7112970711297071,1.0,0.9882352941176283,0.9236111111111113
0.7154811715481171,1.0,0.9941176470587995,0.9270833333333347
0.7196652719665272,1.0,0.9941176470588289,0.9236111111111135
0.7238493723849372,1.0,1.0000000000000295,0.9253472222222252
0.7280334728033472,1.0,1.0,0.9184027777777783
0.7322175732217573,0.9932885906040289,1.0,0.9131944444444433
0.7364016736401673,0.9932885906040289,1.0,0.9201388888888878
0.7405857740585774,0.9932885906040289,1.0058823529411711,0.9201388888888878
0.7447698744769874,0.9932885906040289,1.0058823529411711,0.9184027777777783
0.7489539748953974,1.0,1.0058823529411711,0.9218749999999996
0.7531380753138075,1.0,1.0058823529411711,0.9236111111111113
0.7573221757322175,1.0,1.0058823529411711,0.9184027777777762
0.7615062761506276,1.0,1.0058823529411711,0.9184027777777783
0.7656903765690376,1.0,1.0058823529411711,0.9236111111111113
0.7698744769874476,1.0,1.0058823529412004,0.9201388888888878
0.7740585774058577,1.0,1.0058823529412004,0.9270833333333347
0.7782426778242677,1.0,1.0,0.9322916666666676
0.7824267782426778,1.0,1.0,0.9270833333333325
0.7866108786610878,1.0,0.9882352941175989,0.9288194444444442
0.7907949790794978,1.0,0.9882352941176283,0.9340277777777771
0.7949790794979079,0.9932885906040246,0.9882352941176283,0.9288194444444442
0.7991631799163179,0.9932885906040246,0.9882352941176283,0.9322916666666697
0.8033472803347279,0.9932885906040246,0.9882352941176578,0.9288194444444442
0.807531380753138,0.9932885906040246,0.9882352941176283,0.9288194444444464
0.811715481171548,0.9932885906040289,0.9823529411764278,0.9270833333333347
0.8158995815899581,0.9932885906040289,0.9823529411764572,0.9270833333333325
0.8200836820083681,0.9932885906040289,0.9823529411764572,0.9305555555555581
0.8242677824267781,0.9932885906040289,0.9823529411764572,0.9218750000000018
0.8284518828451882,0.9932885906040289,0.9823529411764572,0.9288194444444442
0.8326359832635982,0.9865771812080535,0.9823529411764278,0.9236111111111113
0.8368200836820083,0.9865771812080535,0.9764705882352567,0.9236111111111113
0.8410041841004183,0.9932885906040246,0.9647058823528851,0.9288194444444442
0.8451882845188283,0.9932885906040246,0.9705882352940857,0.9322916666666654
0.8493723849372384,0.9865771812080535,0.9705882352940857,0.9357638888888866
0.8535564853556484,0.9865771812080535,0.9705882352941445,0.93923611111111
0.8577405857740585,0.9865771812080535,0.9764705882353156,0.9427083333333335
0.8619246861924685,0.9865771812080535,0.964705882352944,0.9375000000000006
0.8661087866108785,0.9865771812080535,0.964705882352944,0.9375000000000027
0.8702928870292886,0.9865771812080535,0.9705882352941151,0.9427083333333335
0.8744769874476986,0.979865771812078,0.9705882352941151,0.9427083333333335
0.8786610878661087,0.9865771812080535,0.9823529411764866,0.9531250000000014
0.8828451882845187,0.9865771812080535,0.9882352941176578,0.9461805555555547
0.8870292887029287,0.9865771812080535,0.9882352941176578,0.9565972222222228
0.8912133891213389,0.9865771812080535,0.9823529411764278,0.9392361111111123
0.8953974895397488,0.9932885906040289,0.9764705882352273,0.9427083333333335
0.899581589958159,0.9932885906040289,0.9705882352940562,0.9496527777777781
0.903765690376569,0.9932885906040289,0.9705882352940562,0.9427083333333356
0.907949790794979,0.9932885906040289,0.9705882352940857,0.9479166666666664
0.9121338912133891,0.9932885906040289,0.9705882352941151,0.9479166666666685
0.9163179916317991,0.9932885906040289,0.9588235294117434,0.9444444444444452
0.9205020920502092,1.0,0.9529411764705723,0.9444444444444452
0.9246861924686192,1.0,0.9470588235293718,0.9444444444444452
0.9288702928870292,1.0,0.9411764705881712,0.9513888888888898
0.9330543933054393,1.0,0.9529411764705429,0.9496527777777781
0.9372384937238493,1.0,0.9470588235294012,0.9635416666666673
0.9414225941422594,1.0,0.9529411764705723,0.9687500000000002
0.9456066945606694,1.0,0.9470588235294012,0.965277777777779
0.9497907949790794,1.0,0.9470588235294012,0.965277777777779
0.9539748953974895,1.0,0.9588235294117728,0.9704861111111098
0.9581589958158995,1.0,0.9588235294117728,0.9739583333333331
0.9623430962343096,1.0,0.9705882352941445,0.9791666666666661
0.9665271966527196,1.0,0.9764705882353156,0.9861111111111107
0.9707112970711296,1.0,0.9705882352941151,0.9861111111111129
0.9748953974895397,1.0,0.9764705882352862,0.9861111111111107
0.9790794979079497,1.0,0.9764705882352862,0.9913194444444436
0.9832635983263598,1.0,0.9882352941176578,0.9861111111111107
0.9874476987447698,1.0,0.9882352941176578,0.9878472222222224
0.9916317991631798,1.0,1.0,0.9895833333333341
0.9958158995815899,1.0,1.0000000000000295,0.9947916666666671
1.0,1.0,1.0,1.0
