rank,K,lambda,selected_names,val_acc,val_f1,softmax_test_acc,softmax_test_f1,svm_test_acc,svm_test_f1,dt_test_acc,dt_test_f1,accepted
1,7,0.01,"x_absarea, b_energy, z_max, x_max, zc_z, len_T_sec_fs50, b_min",0.8878048780487805,0.8756763283872825,0.8975609756097561,0.8838910551697721,0.8634146341463415,0.8433452168746286,0.8731707317073171,0.8685068787197184,True
