sample_local,Bx_nT,By_nT,Bz_nT,mag_nT
0,-1.33432764,-1.24381784,-0.56393815,1.90932954
1,0.33857386,-0.60779162,-0.60821530,0.92410430
2,2.06227538,0.54275229,-0.35763209,2.16228132
3,3.76498172,2.44934184,0.42202669,4.51137111
4,5.32445600,5.36032492,2.05691847,7.83031472
5,6.55186909,9.44747859,4.92694456,12.50826219
6,7.18014592,14.67947815,9.34913702,18.82678776
7,6.85812418,20.67662516,15.37178660,26.66174260
8,5.14090692,26.60794205,22.54298391,35.25049826
9,1.45670948,31.22705733,29.79956181,43.18871376
10,-4.93889205,33.14171572,35.63511154,48.91448815
11,-14.88201478,31.31460489,39.34497956,52.44145555
12,-28.82481584,25.43309368,40.53249585,55.86229034
13,-46.16266062,16.45278415,37.93347134,61.97284558
14,-66.35047338,6.50570261,29.82694688,73.03667739
15,-92.01730513,-1.09974418,17.72524211,93.71541010
16,-122.80238659,-2.81706838,6.84986217,123.02553653
17,-147.16010002,1.60445785,0.72322659,147.17062335
18,-153.78582202,8.37201050,-0.96857662,154.01658273
19,-147.47433492,12.84276132,-0.37122228,148.03294830
20,-141.35513156,12.85521964,-0.40786085,141.93905820
21,-140.51943547,10.88883334,-1.36127905,140.94726502
22,-140.87275929,8.77206260,-2.32601517,141.16477513
23,-137.85319016,7.48896623,-2.55958810,138.08018737
24,-130.54928466,7.86963122,-1.16220132,130.79142760
25,-120.16730386,9.55302289,2.19860725,120.56647560
26,-108.13504844,11.18890136,6.40200600,108.90071577
27,-95.61948162,12.19631363,10.86818898,97.00491154
28,-83.79066148,12.14321455,15.13339491,86.00786158
29,-72.73403334,10.91249061,18.91245093,75.94078521
30,-62.40252317,8.70977114,22.06632294,66.75970057
31,-52.77777248,6.03413982,24.48529790,58.49302457
32,-44.02735511,3.25650609,25.99554906,51.23262048
33,-36.39547174,0.55303491,26.27930742,44.89474589
34,-30.15122134,-1.97890477,25.28841262,39.40197997
35,-25.69999996,-4.33006976,23.19093759,34.88637397
36,-23.31301499,-6.32803584,20.44516279,31.64720188
37,-22.96712690,-7.65837150,17.73441351,30.01081462
38,-24.24332876,-8.06380242,15.76251655,30.02034022
39,-26.40180452,-7.45677730,15.01954336,31.27691629
40,-28.55804430,-5.97187452,15.63580535,33.10141370
41,-30.11999300,-3.92873803,17.38735767,34.99955953
42,-30.85592547,-1.81576708,19.82392319,36.72019985
43,-30.77497072,0.09297059,22.43481888,38.08449244
44,-30.04530039,1.62942526,24.77877937,38.97900729
45,-28.90228773,2.73679506,26.53912571,39.33392273
46,-27.57460016,3.44349962,27.52259708,39.11150232
47,-26.24076994,3.81148550,27.73267177,38.36934339
48,-25.01471739,3.91715969,27.22567290,37.17953054
49,-23.95116707,3.83429840,26.10924333,35.63780065
50,-23.06076436,3.62579247,24.51775371,33.85358874
51,-22.32713996,3.34112406,22.59385298,31.93973202
52,-21.72148976,3.01694975,20.47509583,30.00257743
53,-21.21295730,2.67903796,18.28469459,28.13355395
54,-20.77480760,2.34456167,16.12572568,26.40319353
55,-20.38853613,2.02425316,14.07828507,24.85936679
56,-20.04058824,1.72422243,12.19910762,23.52480280
57,-19.72441648,1.44739445,10.52311395,22.40275616
58,-19.43894168,1.19459273,9.06630124,21.48248877
59,-19.18564217,0.96532486,7.82939593,20.74415962
60,-18.96706069,0.75833180,6.80174815,20.16403323
61,-18.78568524,0.57195832,5.96505512,19.71829072
62,-18.64321922,0.40439308,5.29662986,19.38523780
63,-18.54019719,0.25381706,4.77205876,19.14617141
64,-18.47587509,0.11848968,4.36719959,18.98537417
65,-18.44831555,-0.00320599,4.05955155,18.88968808
66,-18.45459439,-0.11274399,3.82907966,18.84798706
67,-18.49106660,-0.21145172,3.65860107,18.85071929
68,-18.55364484,-0.30051523,3.53384573,18.88957680
69,-18.63805821,-0.38098895,3.44329597,18.95728497
70,-18.74007226,-0.45402591,3.37789320,19.04748304
71,-18.85566104,-0.52626306,3.33068134,19.15479950
72,-18.98113017,-0.59183138,3.29643692,19.27433691
73,-19.11319437,-0.65143342,3.27131940,19.40206420
74,-19.24901597,-0.70569525,3.25256076,19.53463010
75,-19.38621218,-0.75517089,3.23820319,19.66930263
76,-19.52283884,-0.80035092,3.22688605,19.80390344
77,-19.65735781,-0.84167022,3.21767885,19.93673950
78,-19.78859434,-0.87951464,3.20995417,20.06653477
79,-19.91568928,-0.91422695,3.20329370,20.19236442
80,-20.03805012,-0.94611200,3.19742066,20.31359347
